sex,age,educyr,farm,urban,hhsize,lntotal,lnmed,lnrlfood,lnexp12m,commune
female,37,13,yes,no,3,8.544405,6.496775,8.011178,6.496775,95
female,41,9,yes,no,4,9.245899,5.389072,8.860417,5.389072,95
female,71,6,yes,no,1,7.938797,0,7.676403,NA,95
male,36,9,no,no,4,9.442335,0,8.479437,NA,95
male,54,12,no,no,4,10.15187,5.342334,9.109468,5.342334,95
male,30,9,yes,no,4,9.221162,7.228388,8.683869,7.228388,95
male,49,13,yes,no,5,9.317886,5.834811,8.934547,5.834811,95
male,36,12,yes,no,5,8.765825,0,8.528065,NA,95
male,67,12,no,no,5,9.831783,4.174387,9.254684,4.174387,95
male,43,9,yes,no,4,9.065431,7.045776,8.413825,7.045776,95
female,35,9,yes,no,2,8.853146,6.39693,8.335793,6.39693,95
male,35,9,no,no,3,8.408696,7.575585,7.708646,7.575585,95
male,38,9,no,no,4,9.32206,6.995766,8.930817,6.995766,95
male,48,12,yes,no,6,9.637678,9.722565,8.920162,9.722565,95
male,63,5,no,no,5,8.939251,4.85203,8.55372,4.85203,95
female,53,9,yes,no,3,9.444799,7.557995,8.132015,7.557995,95
female,85,0,yes,no,2,8.154135,5.932245,7.721344,5.932245,95
male,59,9,yes,no,6,9.01234,4.941642,8.647866,4.941642,95
male,34,9,yes,no,5,8.978777,2.995732,8.565198,2.995732,95
male,61,9,yes,no,4,9.200345,0,8.31983,NA,95
male,60,9,yes,no,3,8.760361,5.746203,8.35889,5.746203,95
male,38,10,yes,no,5,8.967059,6.946976,8.46658,6.946976,95
male,72,9,yes,no,3,9.033399,8.431635,8.547879,8.431635,95
male,41,10,yes,no,5,9.300181,4.867535,8.754167,4.867535,95
male,67,10,yes,no,2,8.453019,5.783825,7.952826,5.783825,95
male,44,10,no,no,5,9.478264,7.085901,8.826748,7.085901,95
male,56,9,yes,no,7,9.074333,7.520776,8.65926,7.520776,95
male,31,10,yes,no,4,8.73173,0,8.319983,NA,95
female,40,9,no,no,3,9.367718,6.253829,9.043585,6.253829,95
male,72,5,yes,no,2,7.51214,4.867535,7.312741,4.867535,96
male,29,9,yes,no,4,8.498465,2.639057,8.313882,2.639057,96
male,59,9,yes,no,3,8.254869,3.688879,8.092773,3.688879,96
male,56,4,yes,no,2,7.799015,4.867535,7.51334,4.867535,96
male,34,12,yes,no,3,8.186732,5.459586,7.869282,5.459586,96
male,38,9,no,no,4,8.982848,5.442418,8.362898,5.442418,96
male,42,9,yes,no,4,9.147035,3.433987,8.354299,3.433987,96
female,59,4,yes,no,3,9.233941,4.356709,9.026442,4.356709,96
male,44,5,yes,no,4,8.948602,4.174387,8.603636,4.174387,96
male,29,9,yes,no,3,8.389842,0,8.076621,NA,96
male,42,12,yes,no,4,8.709688,4.174387,8.041909,4.174387,96
female,55,5,yes,no,2,7.428473,6.553934,7.371835,6.553934,96
male,38,9,yes,no,4,8.897483,0,8.546603,NA,96
male,61,5,yes,no,2,8.382992,6.030685,8.073246,6.030685,96
male,35,12,yes,no,3,8.095107,4.867535,7.739229,4.867535,96
male,40,9,yes,no,4,8.665206,0,8.278381,NA,96
male,38,9,yes,no,4,9.029067,7.757906,8.69906,7.757906,96
male,46,10,yes,no,4,8.559692,5.509388,8.343715,5.509388,96
male,38,9,yes,no,4,8.743029,3.951244,8.609179,3.951244,96
female,37,9,yes,no,4,9.637545,7.873217,9.136715,7.873217,96
female,36,5,yes,no,5,8.460509,0,8.302973,NA,96
male,57,9,yes,no,6,9.206121,5.181784,9.035176,5.181784,96
female,60,5,yes,no,1,7.388898,5.204007,7.032239,5.204007,96
female,66,3,yes,no,1,7.55722,6.120297,7.178178,6.120297,96
male,40,9,yes,no,6,9.103678,0,8.621376,NA,96
male,60,5,yes,no,2,8.190406,8.285261,7.657802,8.285261,96
male,36,9,yes,no,4,8.649252,2.639057,8.333391,2.639057,96
male,30,8,yes,no,3,8.220662,8.481359,7.80539,8.481359,96
male,44,9,yes,no,3,8.48088,4.394449,8.128523,4.394449,96
male,39,9,yes,no,4,8.939381,3.688879,8.656786,3.688879,96
female,29,9,yes,no,4,8.60373,0,8.293404,NA,96
male,51,9,yes,no,5,8.865347,6.261492,8.194216,6.261492,96
male,68,6,yes,no,2,8.36063,7.533159,8.069552,7.533159,97
male,50,9,yes,no,4,8.711101,6.476973,8.265303,6.476973,97
male,41,9,yes,no,4,8.822419,5.700444,8.206184,5.700444,97
female,41,13,yes,no,2,8.067639,5.697093,7.614583,5.697093,97
male,40,9,yes,no,4,8.925169,5.739793,8.437059,5.739793,97
male,67,9,yes,no,2,8.878618,6.620073,8.456874,6.620073,97
male,29,13,no,no,4,8.410997,3.951244,8.072503,3.951244,97
male,43,15,yes,no,4,8.802704,6.708084,8.452077,6.708084,97
male,75,4,yes,no,2,7.806688,6.030685,7.66506,6.030685,97
male,33,9,no,no,4,8.404365,5.700444,8.067768,5.700444,97
female,72,1,yes,no,1,7.956175,4.867535,7.672143,4.867535,97
male,30,12,yes,no,4,8.95483,5.560682,8.43394,5.560682,97
female,60,2,yes,no,1,7.448182,3.951244,7.34645,3.951244,97
female,77,0,no,no,1,7.268134,5.823046,7.025162,5.823046,97
male,38,11,yes,no,4,8.472883,6.760415,8.259355,6.760415,97
female,54,6,yes,no,1,7.958176,5.560682,7.500784,5.560682,97
male,38,12,no,no,5,9.391324,0,8.730034,NA,97
male,38,10,yes,no,4,8.474934,5.560682,7.984473,5.560682,97
male,57,9,yes,no,2,8.513998,7.265429,8.048374,7.265429,97
male,36,9,yes,no,4,9.17413,4.762174,8.721162,4.762174,97
male,34,9,no,no,4,9.100449,6.061457,8.806984,6.061457,97
male,56,5,yes,no,3,8.691655,5.204007,8.2867,5.204007,97
female,72,3,yes,no,3,8.683469,7.21891,8.244929,7.21891,97
male,50,15,yes,no,3,9.032564,0,8.763238,NA,97
male,64,11,yes,no,5,9.082449,6.597146,8.761565,6.597146,97
male,45,10,yes,no,4,8.958293,5.351858,8.685584,5.351858,97
male,71,4,yes,no,3,8.498584,3.637586,8.200767,3.637586,97
female,59,5,yes,no,4,9.37879,3.135494,8.636887,3.135494,97
female,35,12,yes,no,4,9.019767,7.021976,8.606416,7.021976,97
male,35,9,yes,no,5,9.093941,4.844187,8.590945,4.844187,97
male,44,9,yes,no,4,9.036846,4.718499,8.536757,4.718499,97
male,75,5,yes,no,2,8.538452,5.361292,8.288603,5.361292,97
male,33,5,yes,no,5,8.876101,6.759255,8.416868,6.759255,98
male,39,9,yes,no,4,9.215151,2.995732,8.764168,2.995732,98
male,44,11,no,no,7,9.90931,8.26101,9.209417,8.26101,98
male,52,6,yes,no,5,9.38192,8.23483,8.84916,8.23483,98
male,40,9,yes,no,6,9.419097,6.697034,8.94113,6.697034,98
male,36,10,yes,no,4,8.973862,7.081708,8.584638,7.081708,98
male,40,9,yes,no,5,9.833347,5.455321,9.211336,5.455321,98
male,58,2,yes,no,3,8.649543,5.966147,8.340541,5.966147,98
male,35,9,yes,no,5,8.970043,5.624018,8.536808,5.624018,98
male,37,10,yes,no,4,9.24917,5.32301,8.94212,5.32301,98
female,68,2,yes,no,1,7.994843,5.783825,7.580156,5.783825,98
male,42,9,yes,no,8,9.501791,8.055158,9.023141,8.055158,98
male,27,9,no,no,2,8.589626,6.813445,8.155087,6.813445,98
male,41,16,yes,no,7,9.424152,5.010635,8.934408,5.010635,98
male,41,9,yes,no,5,9.17092,6.356108,8.578987,6.356108,98
female,65,0,yes,no,2,8.00384,6.946976,7.702855,6.946976,98
male,34,9,no,no,5,9.436143,7.097549,8.969636,7.097549,98
male,68,5,yes,no,2,8.795708,6.756932,8.338343,6.756932,98
male,35,9,yes,no,5,9.351563,7.149132,8.61871,7.149132,98
male,41,9,yes,no,5,9.507857,7.476472,8.868976,7.476472,98
male,44,6,yes,no,5,9.479473,7.189922,8.952569,7.189922,98
female,65,2,yes,no,2,8.446894,5.560682,8.17808,5.560682,98
male,74,3,yes,no,2,8.12834,3.663562,7.751535,3.663562,98
male,71,3,yes,no,2,8.01622,7.064759,7.691284,7.064759,98
male,35,9,yes,no,4,9.078911,5.634789,8.704002,5.634789,98
male,39,2,yes,no,5,9.121693,0,8.774755,NA,98
male,61,5,yes,no,5,9.707651,10.40426,9.126351,10.40426,98
female,68,0,yes,no,5,8.911891,9.389323,8.279666,9.389323,98
male,24,12,yes,no,4,9.127099,4.867535,8.775906,4.867535,98
male,32,9,yes,no,4,8.821631,6.995766,8.457616,6.995766,98
female,42,9,yes,no,5,9.388398,8.677609,8.823384,8.677609,98
male,66,5,yes,no,3,8.911625,7.352441,8.462741,7.352441,98
male,54,5,yes,no,4,8.586078,2.890372,8.17062,2.890372,99
male,71,3,yes,no,2,8.030412,0,7.706068,NA,99
male,67,5,yes,no,4,8.863419,6.214608,8.28869,6.214608,99
male,34,11,yes,no,3,8.490821,7.506592,8.176725,7.506592,99
male,73,2,yes,no,3,9.222643,7.352441,8.419922,7.352441,99
male,38,10,yes,no,5,8.149718,0,7.990316,NA,99
male,68,3,yes,no,2,8.544546,5.560682,8.229537,5.560682,99
female,78,1,no,no,1,7.327679,0,6.944365,NA,99
male,50,7,yes,no,3,8.577056,4.174387,8.382978,4.174387,99
male,41,9,yes,no,5,9.099357,5.056246,8.750221,5.056246,99
male,34,10,yes,no,4,7.531068,0,7.348883,NA,99
male,54,13,no,no,3,9.790252,8.638171,8.805663,8.638171,99
female,65,0,yes,no,1,7.41582,4.867535,7.225791,4.867535,99
female,64,3,yes,no,1,7.798152,7.042286,7.407865,7.042286,99
male,27,7,yes,no,3,8.231083,4.510859,8.077516,4.510859,99
male,89,1,yes,no,2,8.081308,4.762174,7.76149,4.762174,99
male,34,7,yes,no,4,8.593781,1.94591,8.360436,1.94591,99
male,42,7,yes,no,6,8.76298,3.401197,8.397797,3.401197,99
male,34,7,yes,no,5,8.603334,0,8.204757,NA,99
female,66,4,no,no,3,8.217501,5.455321,7.908309,5.455321,99
female,65,2,yes,no,1,8.312532,5.560682,7.71778,5.560682,99
female,64,0,yes,no,1,6.996982,0,6.889491,NA,99
male,66,9,yes,no,2,8.730296,5.872118,8.428035,5.872118,99
female,77,0,yes,no,1,7.326705,6.608001,7.03487,6.608001,99
male,51,9,no,no,7,9.703773,6.818924,9.30733,6.818924,99
male,28,6,yes,no,3,8.414298,5.932245,8.034075,5.932245,99
male,64,12,yes,no,3,9.142476,7.575585,8.809003,7.575585,99
male,44,14,yes,no,6,9.069156,6.304449,8.750585,6.304449,99
male,53,5,yes,no,3,8.450623,0,8.049718,NA,99
male,59,9,yes,no,2,7.879129,0,7.643378,NA,99
male,37,17,yes,no,6,9.157573,6.204558,8.737758,6.204558,99
male,61,3,yes,no,3,8.366284,0,8.088013,NA,99
female,40,9,yes,no,2,7.889904,7.640123,7.46266,7.640123,100
male,44,14,no,no,6,9.633045,7.608375,9.044673,7.608375,100
male,37,13,yes,no,5,9.074504,3.663562,8.57452,3.663562,100
male,63,9,yes,no,5,9.325818,8.917981,8.670774,8.917981,100
male,43,10,yes,no,5,8.849756,6.799056,8.489567,6.799056,100
male,45,9,yes,no,6,9.003721,6.393591,8.276394,6.393591,100
female,59,9,no,no,3,8.712915,8.204125,8.137032,8.204125,100
male,38,14,yes,no,6,8.894088,7.17012,8.491002,7.17012,100
male,35,7,yes,no,5,8.926596,0,8.549814,NA,100
male,44,16,yes,no,6,9.30868,4.867535,8.763792,4.867535,100
male,67,8,yes,no,2,8.173535,0,7.719452,NA,100
male,60,13,yes,no,2,8.564978,8.556414,7.653388,8.556414,100
male,70,9,yes,no,2,8.534382,6.841616,8.154163,6.841616,100
male,71,5,yes,no,2,8.177644,8.669056,7.75418,8.669056,100
male,48,15,yes,no,5,9.523945,6.326149,8.643931,6.326149,100
male,37,9,yes,no,5,9.403999,6.882438,8.678559,6.882438,100
male,42,11,yes,no,5,9.524337,8.314588,8.969029,8.314588,100
male,48,9,yes,no,5,9.637188,6.953684,9.176302,6.953684,100
male,47,4,yes,no,6,9.086827,7.601902,8.756945,7.601902,100
male,50,5,yes,no,5,9.461582,6.447306,9.000365,6.447306,100
male,37,9,yes,no,8,10.06051,5.560682,9.590597,5.560682,100
female,56,0,yes,no,3,8.697631,0,8.075236,NA,100
female,76,3,yes,no,6,9.108624,8.278936,8.759057,8.278936,100
female,75,0,yes,no,4,8.750667,0,8.107349,NA,100
female,45,0,yes,no,1,7.277743,5.560682,6.747688,5.560682,100
female,53,5,yes,no,2,8.692239,7.17012,8.144873,7.17012,100
male,74,5,yes,no,2,8.349336,5.560682,8.057293,5.560682,100
male,47,9,yes,no,4,9.146819,6.739336,8.56659,6.739336,100
male,23,10,yes,no,4,8.823936,5.337538,8.520534,5.337538,100
male,35,9,yes,no,5,9.171339,6.813445,8.770662,6.813445,100
male,32,13,no,no,4,9.892051,2.197225,9.396647,2.197225,100
male,58,3,yes,no,3,9.10753,6.476973,8.696142,6.476973,101
male,68,5,yes,no,2,8.354306,8.840725,7.976451,8.840725,101
male,69,4,yes,no,2,8.430017,5.783825,8.102162,5.783825,101
male,42,12,yes,no,6,9.639995,8.121778,8.766203,8.121778,101
male,65,14,no,no,2,9.005406,7.881182,8.074547,7.881182,101
male,49,13,yes,no,4,10.11757,4.762174,9.033596,4.762174,101
male,40,12,no,no,4,9.880872,6.137727,8.980546,6.137727,101
male,61,9,yes,no,2,9.05135,0,8.442393,NA,101
male,32,10,yes,no,5,9.384803,0,8.828743,NA,101
male,55,10,yes,no,5,9.760199,7.597898,9.140367,7.597898,101
male,69,6,yes,no,2,9.429685,0,8.56193,NA,101
male,39,10,yes,no,5,9.590863,5.560682,9.335893,5.560682,101
female,33,15,no,no,3,9.863789,0,8.910576,NA,101
male,35,11,yes,no,4,9.369822,5.480639,8.772586,5.480639,101
male,42,9,no,no,4,8.842255,5.560682,8.343797,5.560682,101
male,42,9,no,no,5,9.258327,4.174387,8.867898,4.174387,101
male,54,9,yes,no,4,9.25564,5.204007,8.823074,5.204007,101
male,58,9,no,no,4,9.630155,5.560682,8.849449,5.560682,101
male,44,9,no,no,6,9.913658,0,9.316914,NA,101
male,45,12,yes,no,5,9.384547,0,8.808056,NA,101
male,41,5,no,no,5,9.575666,3.258096,9.214515,3.258096,101
male,38,9,no,no,5,9.918006,5.860786,9.227966,5.860786,101
male,53,12,yes,no,5,9.575285,5.17615,9.1436,5.17615,101
male,35,10,no,no,4,9.058287,5.783825,8.76032,5.783825,101
male,64,13,yes,no,5,9.517926,5.560682,9.102651,5.560682,101
male,60,14,yes,no,3,9.232086,4.174387,8.917684,4.174387,101
male,36,15,yes,no,5,9.331533,4.762174,8.684061,4.762174,101
female,58,5,yes,no,3,8.861484,0,8.557381,NA,101
male,31,9,no,no,4,9.479495,4.510859,8.90554,4.510859,101
male,38,11,yes,no,5,9.412445,7.266828,8.880475,7.266828,101
male,41,9,yes,no,5,9.949192,6.476973,9.191514,6.476973,101
female,34,9,yes,no,4,8.368668,0,8.070367,NA,101
male,60,9,yes,no,3,9.259125,5.049856,8.788641,5.049856,102
female,44,9,no,no,2,8.367409,0,7.979677,NA,102
male,51,5,no,no,4,9.493643,3.828641,8.76026,3.828641,102
male,36,13,yes,no,7,9.294948,3.401197,8.931273,3.401197,102
male,70,5,yes,no,2,7.716418,5.129899,7.292453,5.129899,102
male,48,9,no,no,3,8.88962,2.70805,8.138367,2.70805,102
male,47,11,no,no,6,9.490911,6.50279,8.8251,6.50279,102
female,38,10,no,no,2,8.322374,3.988984,7.974349,3.988984,102
male,38,12,yes,no,5,8.94546,5.214936,8.563473,5.214936,102
male,58,5,yes,no,5,9.472783,4.532599,9.050258,4.532599,102
male,32,9,no,no,4,8.705404,5.966147,8.355984,5.966147,102
female,80,0,yes,no,1,7.461463,7.17012,7.014618,7.17012,102
male,62,15,yes,no,2,8.706271,2.564949,8.311635,2.564949,102
male,35,9,yes,no,5,9.271862,6.678342,8.897959,6.678342,102
male,25,7,yes,no,2,8.405956,0,8.098678,NA,102
male,42,12,no,no,5,8.890128,7.695758,8.080159,7.695758,102
female,54,9,yes,no,1,8.199057,4.867535,7.506469,4.867535,102
male,74,3,yes,no,2,8.443495,5.273,8.034287,5.273,102
male,29,9,no,no,3,8.966961,4.356709,8.454981,4.356709,102
male,68,15,yes,no,2,8.472073,5.049856,8.123862,5.049856,102
female,79,0,yes,no,1,7.550357,6.754604,7.103265,6.754604,102
female,60,3,yes,no,1,7.581324,5.560682,7.241915,5.560682,102
female,59,4,yes,no,1,8.262479,5.966147,7.736289,5.966147,102
male,41,10,no,no,6,9.766397,8.392763,8.920937,8.392763,102
male,27,9,yes,no,5,8.889616,6.882438,8.533916,6.882438,102
male,65,3,yes,no,3,8.94201,5.509388,8.672848,5.509388,102
male,37,10,no,no,5,8.785983,7.335634,8.170794,7.335634,102
male,45,9,no,no,5,9.379889,5.828946,8.958181,5.828946,102
female,33,14,no,no,3,8.880288,3.663562,8.098365,3.663562,102
female,45,9,no,no,5,8.344933,4.644391,7.947888,4.644391,102
male,74,14,yes,no,2,8.732515,6.371612,8.194098,6.371612,102
male,42,9,yes,no,6,9.022457,4.962845,8.483525,4.962845,102
male,38,12,no,no,4,9.546614,7.664816,8.546232,7.664816,103
male,46,3,yes,no,4,9.025867,6.572282,8.554664,6.572282,103
male,44,5,yes,no,4,9.268174,5.966147,8.753502,5.966147,103
male,40,12,yes,no,4,10.12774,7.179308,8.904778,7.179308,103
male,48,9,no,no,4,10.0043,5.049856,8.784016,5.049856,103
male,34,9,yes,no,4,9.014454,5.966147,8.838147,5.966147,103
male,43,9,yes,no,5,9.406465,6.021023,8.629305,6.021023,103
male,44,9,yes,no,6,9.711514,3.663562,8.920079,3.663562,103
male,38,10,yes,no,6,9.439893,3.663562,8.871964,3.663562,103
male,51,9,yes,no,5,9.49527,0,8.738734,NA,103
male,40,10,yes,no,4,8.998853,5.855072,8.437662,5.855072,103
female,50,9,yes,no,3,9.363535,8.262043,8.34679,8.262043,103
male,32,12,no,no,4,8.936343,5.398163,8.396707,5.398163,103
male,44,12,yes,no,5,9.864434,5.609472,8.900812,5.609472,103
male,66,3,yes,no,3,8.583641,0,8.249514,NA,103
male,35,12,yes,no,5,9.267692,6.371612,8.609449,6.371612,103
male,33,9,yes,no,4,8.879559,5.655992,8.579292,5.655992,103
male,53,9,yes,no,4,9.492188,6.704414,8.934515,6.704414,103
male,35,8,yes,no,4,9.190587,4.174387,8.638078,4.174387,103
male,38,10,yes,no,5,8.966541,6.161207,8.568426,6.161207,103
male,57,9,yes,no,4,9.142405,5.568345,8.829311,5.568345,103
male,57,15,yes,no,2,9.026974,6.063785,8.413183,6.063785,103
male,32,9,yes,no,4,9.639157,6.318968,8.665074,6.318968,103
female,70,0,yes,no,1,8.032058,5.966147,7.762127,5.966147,103
male,41,10,yes,no,5,10.15536,3.401197,8.917319,3.401197,103
male,35,9,yes,no,4,9.291293,5.70711,8.669732,5.70711,103
male,29,12,yes,no,4,8.855314,5.049856,8.497655,5.049856,103
male,36,10,no,no,4,9.456548,2.70805,8.752994,2.70805,103
male,49,12,yes,no,4,9.528213,5.872118,8.67694,5.872118,103
male,50,9,no,no,5,10.00218,6.59578,8.711077,6.59578,103
male,60,5,yes,no,5,9.45844,4.820282,8.918998,4.820282,103
male,30,13,yes,no,4,8.634959,5.298317,8.154441,5.298317,103
male,35,9,yes,no,4,8.935031,6.025866,8.233462,6.025866,104
male,34,9,yes,no,4,9.171159,4.356709,8.664152,4.356709,104
male,44,11,yes,no,6,9.230693,6.754604,8.720007,6.754604,104
female,47,5,yes,no,3,8.833072,4.962845,8.078754,4.962845,104
male,48,11,yes,no,5,9.179213,5.049856,8.490523,5.049856,104
male,35,9,yes,no,4,9.417216,7.138073,8.785393,7.138073,104
female,25,9,yes,no,3,9.113822,7.811974,8.709277,7.811974,104
female,40,10,yes,no,2,8.240939,5.273,7.752157,5.273,104
male,48,9,yes,no,3,9.305642,5.963579,8.537355,5.963579,104
female,60,0,yes,no,2,8.576571,0,7.871183,NA,104
female,48,9,yes,no,3,9.014835,0,8.180268,NA,104
male,65,5,yes,no,3,9.081681,5.560682,8.579754,5.560682,104
male,41,10,yes,no,5,9.256548,7.483807,8.647164,7.483807,104
male,60,8,yes,no,2,8.526566,7.064759,7.982419,7.064759,104
male,67,4,yes,no,4,9.601882,8.451054,8.800362,8.451054,104
female,64,5,no,no,2,9.178458,6.476973,8.23755,6.476973,104
male,34,7,yes,no,4,8.654575,6.64379,8.256809,6.64379,104
male,34,9,yes,no,4,9.019315,4.867535,8.591083,4.867535,104
male,31,11,yes,no,4,9.171436,8.199739,8.535499,8.199739,104
male,54,12,no,no,4,9.816842,5.998937,8.692904,5.998937,104
male,34,8,no,no,5,9.039302,0,8.263451,NA,104
male,32,9,yes,no,5,9.141194,6.908755,8.617769,6.908755,104
male,60,9,no,no,3,8.525557,0,7.942807,NA,104
male,48,9,yes,no,5,9.326358,4.174387,8.620132,4.174387,104
male,56,15,yes,no,3,9.064511,6.253829,8.422092,6.253829,104
male,34,8,yes,no,5,8.61064,7.688913,8.150832,7.688913,104
male,31,8,yes,no,5,9.133186,2.564949,8.826031,2.564949,104
female,35,9,no,no,3,9.294849,5.337538,8.51677,5.337538,104
female,38,10,yes,no,7,9.318909,4.143135,8.826035,4.143135,104
male,32,7,yes,no,4,8.300456,0,8.033751,NA,104
male,31,9,yes,no,3,8.769836,6.120297,8.253699,6.120297,104
male,65,8,yes,no,3,8.572757,6.393591,8.18967,6.393591,104
female,67,3,no,no,4,8.202717,0,7.745858,NA,105
male,35,9,yes,no,4,8.818036,6.922644,8.215456,6.922644,105
male,31,9,yes,no,4,8.074352,5.560682,7.823356,5.560682,105
male,37,14,yes,no,5,9.056587,7.546974,8.518349,7.546974,105
male,38,10,yes,no,5,8.720139,6.315358,7.966103,6.315358,105
male,69,9,no,no,3,9.161293,4.510859,8.245879,4.510859,105
female,42,14,yes,no,2,7.919775,2.397895,7.276721,2.397895,105
male,33,9,yes,no,4,8.880634,5.609472,8.584215,5.609472,105
male,36,3,yes,no,6,8.986644,6.659294,8.457605,6.659294,105
male,35,14,yes,no,4,8.775984,8.372168,8.128758,8.372168,105
male,32,13,yes,no,4,9.188697,0,9.00953,NA,105
female,48,12,yes,no,5,8.747225,7.620215,8.166947,7.620215,105
male,45,9,yes,no,5,9.708938,0,9.036794,0,105
male,37,12,yes,no,5,8.89413,7.186901,8.152017,7.186901,105
male,67,4,yes,no,2,7.882007,5.31812,7.296691,5.31812,105
female,83,0,yes,no,1,7.923761,6.946976,7.340741,6.946976,105
male,28,12,yes,no,4,8.432233,6.476973,8.047843,6.476973,105
male,44,13,yes,no,7,8.901751,6.456769,8.447398,6.456769,105
male,40,13,yes,no,6,9.123443,5.966147,8.587055,5.966147,105
male,57,9,yes,no,3,8.689092,2.484907,8.405417,2.484907,105
male,70,8,yes,no,3,8.753705,5.560682,8.370696,5.560682,105
male,41,9,yes,no,6,9.280527,5.02388,8.930081,5.02388,105
female,68,4,yes,no,4,8.513132,5.652489,7.847428,5.652489,105
male,28,12,yes,no,4,8.937331,5.273,8.564954,5.273,105
male,34,13,yes,no,4,8.583085,5.966147,8.258053,5.966147,105
female,65,5,yes,no,1,7.550595,5.966147,6.763063,5.966147,105
male,36,11,yes,no,6,8.539548,5.560682,8.182727,5.560682,105
female,65,3,yes,no,1,7.267274,0,6.827951,NA,105
male,59,5,yes,no,3,8.501833,2.484907,7.971926,2.484907,105
male,32,10,yes,no,5,8.609721,6.572282,8.132911,6.572282,105
male,25,11,yes,no,5,8.793697,6.659294,8.085794,6.659294,105
male,75,0,yes,no,2,7.791511,6.813445,7.251871,6.813445,105
female,71,3,yes,no,6,8.945223,5.966147,8.651274,5.966147,106
male,40,9,yes,no,6,9.232874,6.309918,8.849467,6.309918,106
male,67,5,yes,no,2,8.463891,7.13966,8.154305,7.13966,106
male,76,3,yes,no,7,9.304871,8.189244,8.609669,8.189244,106
male,49,9,yes,no,6,9.250338,6.272877,8.874496,6.272877,106
male,70,5,yes,no,6,9.404325,6.401917,8.971269,6.401917,106
female,58,0,yes,no,2,8.621476,5.783825,8.335156,5.783825,106
female,76,4,yes,no,5,9.135022,7.265429,8.70872,7.265429,106
male,61,6,yes,no,7,9.587072,6.625392,9.023865,6.625392,106
male,43,17,no,no,4,9.05981,0,8.752235,NA,106
male,47,9,yes,no,4,8.950191,0,8.46713,NA,106
male,51,7,yes,no,6,9.072812,7.887959,8.666201,7.887959,106
male,37,10,yes,no,5,9.168325,5.966147,8.755294,5.966147,106
female,45,14,yes,no,3,9.020212,5.966147,8.549448,5.966147,106
male,39,12,yes,no,4,9.023396,6.995766,8.472184,6.995766,106
male,56,14,yes,no,5,9.498011,2.302585,8.785074,2.302585,106
female,53,13,yes,no,3,8.425008,7.409136,8.063979,7.409136,106
male,36,10,yes,no,4,9.715027,8.111028,9.141659,8.111028,106
male,66,2,yes,no,6,9.35131,8.774931,8.873226,8.774931,106
male,36,0,yes,no,5,9.105238,8.453401,8.652879,8.453401,106
male,32,10,yes,no,4,8.758265,4.394449,8.383245,4.394449,106
male,37,9,yes,no,4,8.860731,2.890372,8.467079,2.890372,106
male,47,10,yes,no,6,9.479198,6.100319,8.869916,6.100319,106
male,32,10,yes,no,4,8.782043,5.986452,8.473008,5.986452,106
male,40,9,yes,no,5,9.162171,3.828641,8.78048,3.828641,106
female,56,9,yes,no,4,8.155635,7.125283,7.516603,7.125283,106
male,38,10,yes,no,6,8.799664,6.416732,8.263501,6.416732,106
male,34,10,yes,no,5,8.834696,5.978886,8.446589,5.978886,106
male,75,4,yes,no,5,9.184199,7.595387,8.648131,7.595387,106
male,66,3,no,no,6,9.083161,6.163315,8.120832,6.163315,106
male,36,12,no,no,4,9.454777,7.32251,8.614264,7.32251,106
male,47,15,no,no,4,9.14047,2.302585,8.665243,2.302585,106
male,65,2,yes,no,3,8.533258,5.932245,8.115138,5.932245,107
male,45,10,yes,no,4,9.452037,8.129765,8.880284,8.129765,107
male,46,10,yes,no,8,9.758398,6.603944,9.041182,6.603944,107
male,30,8,yes,no,4,8.986313,6.841616,8.525968,6.841616,107
female,71,0,yes,no,3,8.098302,4.867535,7.638987,4.867535,107
female,48,2,yes,no,2,8.417323,5.049856,7.982687,5.049856,107
male,32,8,yes,no,5,8.825889,6.371612,8.56771,6.371612,107
male,43,9,yes,no,6,9.634952,5.560682,8.864354,5.560682,107
female,45,5,yes,no,5,8.578197,5.560682,8.142794,5.560682,107
male,31,8,yes,no,4,9.326299,6.461468,8.691557,6.461468,107
female,28,9,yes,no,4,8.618588,5.834811,8.104183,5.834811,107
male,30,10,yes,no,5,8.858231,7.432484,8.585469,7.432484,107
male,51,9,yes,no,4,9.037515,0,8.593506,NA,107
female,35,12,yes,no,3,8.361123,6.175867,7.929003,6.175867,107
female,39,13,yes,no,5,9.087109,5.337538,8.54847,5.337538,107
female,44,4,yes,no,1,8.558288,7.309882,7.688223,7.309882,107
male,27,9,yes,no,4,8.892692,5.966147,8.580134,5.966147,107
male,27,9,yes,no,4,8.827299,5.273,8.556426,5.273,107
female,48,15,yes,no,4,9.151531,7.012115,8.610068,7.012115,107
male,46,9,yes,no,6,9.366632,6.476973,8.647906,6.476973,107
male,31,4,yes,no,4,8.48069,3.663562,8.054832,3.663562,107
male,77,5,yes,no,2,7.99092,5.560682,7.742294,5.560682,107
female,67,4,yes,no,4,9.058028,6.476973,8.732827,6.476973,107
male,50,9,yes,no,6,9.297798,8.086411,8.859172,8.086411,107
female,40,7,yes,no,2,8.209866,3.258096,7.787379,3.258096,107
female,48,5,yes,no,2,8.038448,5.783825,7.739434,5.783825,107
male,65,9,yes,no,4,8.961237,0,8.371622,NA,107
male,37,9,yes,no,5,9.09319,5.655992,8.556681,5.655992,107
