time,sunspot.month
2003.916667,46.5
2004,37.3
2004.083333,45.8
2004.166667,49.1
2004.25,39.3
2004.333333,41.5
2004.416667,43.2
2004.5,51.1
2004.583333,40.9
2004.666667,27.7
2004.75,48
2004.833333,43.5
2004.916667,17.9
2005,31.3
2005.083333,29.2
2005.166667,24.5
2005.25,24.2
2005.333333,42.7
2005.416667,39.3
2005.5,40.1
2005.583333,36.4
2005.666667,21.9
2005.75,8.7
2005.833333,18
2005.916667,41.1
2006,15.3
2006.083333,4.9
2006.166667,10.6
2006.25,30.2
2006.333333,22.3
2006.416667,13.9
2006.5,12.2
2006.583333,12.9
2006.666667,14.4
2006.75,10.5
2006.833333,21.4
2006.916667,13.6
2007,16.8
2007.083333,10.7
2007.166667,4.5
2007.25,3.4
2007.333333,11.7
2007.416667,12.1
2007.5,9.7
2007.583333,6
2007.666667,2.4
2007.75,0.9
2007.833333,1.7
2007.916667,10.1
2008,3.3
2008.083333,2.1
2008.166667,9.3
2008.25,2.9
2008.333333,3.2
2008.416667,3.4
2008.5,0.8
2008.583333,0.5
2008.666667,1.1
2008.75,2.9
2008.833333,4.1
2008.916667,0.8
2009,1.3
2009.083333,1.4
2009.166667,0.7
2009.25,0.8
2009.333333,2.9
2009.416667,2.9
2009.5,3.2
2009.583333,0
2009.666667,4.3
2009.75,4.8
2009.833333,4.1
2009.916667,10.8
2010,13.2
2010.083333,18.8
2010.166667,15.4
2010.25,8
2010.333333,8.7
2010.416667,13.6
2010.5,16.1
2010.583333,19.6
2010.666667,25.2
2010.75,23.5
2010.833333,21.5
2010.916667,14.4
2011,18.8
2011.083333,29.6
2011.166667,55.8
2011.25,54.4
2011.333333,41.6
2011.416667,37
2011.5,43.8
2011.583333,50.6
2011.666667,78
2011.75,88
2011.833333,96.7
2011.916667,73
2012,58.3
2012.083333,32.9
2012.166667,64.3
2012.25,55.2
2012.333333,69
2012.416667,64.5
2012.5,66.5
2012.583333,63
2012.666667,61.4
2012.75,53.3
2012.833333,61.8
2012.916667,40.8
2013,62.9
2013.083333,38.1
2013.166667,57.9
2013.25,72.4
2013.333333,78.7
2013.416667,52.5
2013.5,57
2013.583333,66
2013.666667,37
