time,treering
-2502,0.74
-2501,0.856
-2500,1.193
-2499,0.986
-2498,1.098
-2497,1.154
-2496,1.002
-2495,1.101
-2494,0.809
-2493,0.192
-2492,1.15
-2491,1.052
-2490,1.448
-2489,1.179
-2488,0.492
-2487,0.998
-2486,0.919
-2485,0.994
-2484,1.199
-2483,1.003
-2482,1.003
-2481,0.849
-2480,0.363
-2479,0.855
-2478,1.023
-2477,0.936
-2476,1
-2475,1.37
-2474,1.053
-2473,0.849
-2472,0.852
-2471,0.979
-2470,1.279
-2469,0.842
-2468,1.197
-2467,0.775
-2466,1.395
-2465,1.464
-2464,1.088
-2463,1.338
-2462,1.465
-2461,1.237
-2460,0.692
-2459,1.343
-2458,0.88
-2457,0.209
-2456,1.15
-2455,1.319
-2454,1.25
-2453,0.902
-2452,0.979
-2451,1.024
-2450,0.913
-2449,0.989
-2448,0.815
-2447,0.251
-2446,1.094
-2445,1.103
-2444,1.024
-2443,0.719
-2442,0.9
-2441,0.746
-2440,0.677
-2439,0.894
-2438,0.958
-2437,1.05
-2436,0.689
-2435,0.514
-2434,0.917
-2433,0.75
-2432,0.92
-2431,0.873
-2430,1.062
-2429,1.233
-2428,1.168
-2427,1
-2426,1.184
-2425,0.554
-2424,1.054
-2423,1.046
-2422,1.137
-2421,0.463
-2420,0.6
-2419,0.537
-2418,0.518
-2417,0.843
-2416,0.517
-2415,0.869
-2414,0.728
-2413,0.593
-2412,0.678
-2411,0.727
-2410,0.963
-2409,1.111
-2408,1.063
-2407,1.323
-2406,1.121
-2405,1.195
-2404,1.105
-2403,1.3
-2402,1.065
-2401,0.947
-2400,1.204
-2399,1.184
-2398,0.395
-2397,1.157
-2396,1.195
-2395,1.015
-2394,1.173
-2393,0.859
-2392,0.219
-2391,0.78
-2390,0.965
-2389,0.927
-2388,1.109
-2387,1.091
-2386,0.96
-2385,1.275
-2384,1.41
-2383,1.134
-2382,0.301
-2381,1.328
-2380,1.169
-2379,0.906
-2378,1.12
-2377,1.382
-2376,0.671
-2375,0.686
-2374,0.959
-2373,0.987
-2372,1.416
-2371,0.951
-2370,0.334
-2369,0.184
-2368,1.251
-2367,0.825
-2366,1.043
-2365,0.985
-2364,0.634
-2363,0.873
-2362,1.117
-2361,0.899
-2360,1.166
-2359,1.36
-2358,1.311
-2357,1.286
-2356,1.032
-2355,1.388
-2354,1.285
-2353,1.243
-2352,1.135
-2351,0.851
-2350,0.344
-2349,1.276
-2348,1.121
-2347,1.155
-2346,0.987
-2345,1.228
-2344,0.98
-2343,1.175
-2342,1.15
-2341,1.459
-2340,0.628
-2339,1.102
-2338,1.371
-2337,0.782
-2336,1.593
-2335,1.095
-2334,1.301
-2333,1.313
-2332,1.35
-2331,0.842
-2330,0.874
-2329,1.529
-2328,1.239
-2327,1.283
-2326,1.468
-2325,0.81
-2324,0.691
-2323,1.055
-2322,1.246
-2321,0.674
-2320,0.533
-2319,0.955
-2318,1.005
-2317,0.963
-2316,1.28
-2315,1.125
-2314,0.731
-2313,0.382
-2312,1.1
-2311,0.794
-2310,1.127
-2309,1.368
-2308,1.386
-2307,1.209
-2306,1.083
-2305,1.376
-2304,1.311
-2303,0.931
-2302,0.557
-2301,1.058
-2300,1.169
-2299,1.259
-2298,1.265
-2297,0.857
-2296,1.168
-2295,0.956
-2294,0.166
-2293,1.22
-2292,0.917
-2291,1.264
-2290,1.066
-2289,0.764
-2288,0.968
-2287,0.241
-2286,0.539
-2285,0.693
-2284,0.94
-2283,1.03
-2282,1.09
-2281,0.852
-2280,0.786
-2279,0.726
-2278,0.951
-2277,1.173
-2276,1.055
-2275,0.962
-2274,0.778
-2273,0.584
-2272,0.436
-2271,0.231
-2270,0.866
-2269,0.581
-2268,0.935
-2267,0.915
-2266,0.815
-2265,1.087
-2264,1.468
-2263,1.109
-2262,0.52
-2261,1.098
-2260,0.791
-2259,0.747
-2258,1.024
-2257,0.956
-2256,0.491
-2255,0.873
-2254,0.995
-2253,0.63
-2252,1.176
-2251,1.106
-2250,1.328
-2249,1.163
-2248,0.497
-2247,1.163
-2246,1.539
-2245,1.47
-2244,1.043
-2243,1.366
-2242,1.36
-2241,0.385
-2240,1.425
-2239,0.287
-2238,0.916
-2237,1.084
-2236,0.228
-2235,0.238
-2234,1.352
-2233,1.56
-2232,1.292
-2231,0.689
-2230,0.464
-2229,1.017
-2228,0.809
-2227,1.062
-2226,1.123
-2225,0.775
-2224,1.072
-2223,1.376
-2222,0.987
-2221,1.337
-2220,1.501
-2219,0.981
-2218,0.929
-2217,0.73
-2216,1.491
-2215,1.172
-2214,0.816
-2213,1.37
-2212,1.583
-2211,1.477
-2210,1.417
-2209,0.761
-2208,1.083
-2207,1.046
-2206,1.214
-2205,1.46
-2204,1.362
-2203,1.025
-2202,1.164
-2201,1.411
-2200,0.531
-2199,1.103
-2198,1.107
-2197,1.144
-2196,0.655
-2195,1.178
-2194,1.059
-2193,1.288
-2192,0.915
-2191,1.352
-2190,1.417
-2189,0.666
-2188,1.03
-2187,1.393
-2186,1.159
-2185,1.383
-2184,1.221
-2183,1.081
-2182,1.103
-2181,1.264
-2180,1.603
-2179,0.686
-2178,0.324
-2177,0.868
-2176,0.805
-2175,0.113
-2174,1.166
-2173,0.899
-2172,0.752
-2171,1.232
-2170,0.881
-2169,1.035
-2168,0.954
-2167,1.046
-2166,1.055
-2165,1.141
-2164,1.617
-2163,1.16
-2162,1.383
-2161,0.628
-2160,0.484
-2159,0.793
-2158,0.957
-2157,0.667
-2156,0.838
-2155,0.456
-2154,0.252
-2153,0.783
-2152,0.922
-2151,1.061
-2150,1.013
-2149,1.295
-2148,0.436
-2147,1.342
-2146,1.293
-2145,0.884
-2144,1.123
-2143,1.235
-2142,0.771
-2141,0.012
-2140,1.004
-2139,1.319
-2138,1.305
-2137,1.349
-2136,1.506
-2135,1.498
-2134,1.191
-2133,1.192
-2132,1.094
-2131,1.402
-2130,0.599
-2129,1.239
-2128,0.695
-2127,0.85
-2126,0.436
-2125,1.022
-2124,0.74
-2123,0.932
-2122,1.016
-2121,1.176
-2120,0.964
-2119,0.801
-2118,1.171
-2117,1.079
-2116,0.705
-2115,0.449
-2114,1.191
-2113,1.219
-2112,0.841
-2111,0.809
-2110,0.464
-2109,1.037
-2108,0.936
-2107,0.751
-2106,1.26
-2105,0.989
-2104,1.217
-2103,1.336
-2102,1.153
-2101,0.785
-2100,1.28
-2099,1.068
-2098,0.353
-2097,0.744
-2096,0.601
-2095,0.832
-2094,0.849
-2093,0.022
-2092,1.172
-2091,1.071
-2090,1.318
-2089,0.639
-2088,1.013
-2087,1.373
-2086,1.172
-2085,0.806
-2084,1.317
-2083,1.108
-2082,1.258
-2081,0.492
-2080,1.269
-2079,1.124
-2078,1.006
-2077,1.176
-2076,0.348
-2075,1.111
-2074,1.199
-2073,0.385
-2072,0.997
-2071,1.027
-2070,1.261
-2069,1.109
-2068,0.575
-2067,0.825
-2066,0.686
-2065,0.871
-2064,1.027
-2063,0.925
-2062,0.996
-2061,1.063
-2060,1.166
-2059,1.134
-2058,0.923
-2057,0.813
-2056,0.713
-2055,1.062
-2054,0.967
-2053,1.39
-2052,1.246
-2051,1.162
-2050,1.593
-2049,1.411
-2048,1.207
-2047,1.01
-2046,1.177
-2045,1.183
-2044,1.237
-2043,0.488
-2042,0.471
-2041,1.231
-2040,0.421
-2039,1.014
-2038,1.342
-2037,1.162
-2036,1.399
-2035,1.266
-2034,1.185
-2033,0.899
-2032,1.291
-2031,1.029
-2030,0.62
-2029,1.014
-2028,1.463
-2027,1.174
-2026,0.944
-2025,0.352
-2024,1.234
-2023,1.261
-2022,0.74
-2021,0.678
-2020,1.03
-2019,1.297
-2018,1.123
-2017,1.126
-2016,1.225
-2015,0.89
-2014,1.11
-2013,0.995
-2012,1.114
-2011,1.104
-2010,1.564
-2009,0.737
-2008,0.747
-2007,1.133
-2006,1.24
-2005,0.917
-2004,1.26
-2003,0.546
-2002,0.992
-2001,1.021
-2000,1.125
-1999,0.93
-1998,0.304
-1997,0.738
-1996,0.304
-1995,1.038
-1994,1.321
-1993,1.127
-1992,1.319
-1991,1.216
-1990,0.942
-1989,1.275
-1988,1.383
-1987,0.863
-1986,0.601
-1985,1.152
-1984,1.409
-1983,1.222
-1982,1.046
-1981,0.961
-1980,0.321
-1979,0.259
-1978,1.048
-1977,1.206
-1976,1.111
-1975,1.007
-1974,1.169
-1973,1.239
-1972,1.086
-1971,1.564
-1970,1.555
-1969,1.099
-1968,0.814
-1967,1.469
-1966,1.51
-1965,1.389
-1964,1.714
-1963,0.658
-1962,0.858
-1961,1.089
-1960,1.309
-1959,1.056
-1958,0.262
-1957,0.901
-1956,1.183
-1955,1.282
-1954,0.925
-1953,0.785
-1952,1.213
-1951,0.903
-1950,1.112
-1949,1.12
-1948,0.896
-1947,1.241
-1946,1.07
-1945,0.418
-1944,0.687
-1943,0.74
-1942,0.79
-1941,1.006
-1940,1.075
-1939,1.168
-1938,1.089
-1937,1.18
-1936,0.489
-1935,1.15
-1934,1.108
-1933,1.084
-1932,1.172
-1931,1.329
-1930,1.414
-1929,0.451
-1928,0.905
-1927,0.353
-1926,1.129
-1925,0.88
-1924,0.902
-1923,1.117
-1922,1.181
-1921,0.982
-1920,1.315
-1919,1.015
-1918,1.253
-1917,0.983
-1916,1.107
-1915,1.178
-1914,1.118
-1913,1.072
-1912,0.857
-1911,0.825
-1910,0.431
-1909,1.131
-1908,1.33
-1907,0.661
-1906,0.987
-1905,1.105
-1904,1.135
-1903,1.377
-1902,1.548
-1901,1.319
-1900,1.197
-1899,1.444
-1898,1.096
-1897,0.436
-1896,1.04
-1895,0.823
-1894,0.982
-1893,1.086
-1892,1.263
-1891,0.867
-1890,1.306
-1889,1.301
-1888,1.124
-1887,1.147
-1886,0.369
-1885,1.097
-1884,1.388
-1883,1.299
-1882,1.152
-1881,1.168
-1880,0.602
-1879,0.889
-1878,0.857
-1877,1.142
-1876,0.972
-1875,0.788
-1874,0.964
-1873,0.818
-1872,0.941
-1871,0.622
-1870,0.49
-1869,1.26
-1868,0.766
-1867,0.14
-1866,0.877
-1865,0.718
-1864,0.838
-1863,0.903
-1862,1.192
-1861,1.007
-1860,0.972
-1859,1.089
-1858,0.902
-1857,1.049
-1856,0.811
-1855,0.45
-1854,0.955
-1853,0.593
-1852,1.177
-1851,1.052
-1850,1.062
-1849,1.045
-1848,1.464
-1847,1.426
-1846,0.821
-1845,0.309
-1844,1.006
-1843,1.026
-1842,1.313
-1841,1.268
-1840,1.381
-1839,1.266
-1838,0.786
-1837,1.066
-1836,1.526
-1835,1.125
-1834,1.051
-1833,1.162
-1832,0.859
-1831,0.99
-1830,0.646
-1829,1.336
-1828,1.147
-1827,0.87
-1826,1.011
-1825,0.848
-1824,1.081
-1823,1.021
-1822,0.933
-1821,0.656
-1820,0.456
-1819,1.044
-1818,1.188
-1817,0.758
-1816,0.87
-1815,0.655
-1814,0.641
-1813,0.849
-1812,0.876
-1811,1.188
-1810,0.912
-1809,1.341
-1808,1.41
-1807,1.134
-1806,1.184
-1805,0.96
-1804,1.042
-1803,1.333
-1802,1.03
-1801,0.708
-1800,1.07
-1799,1.202
-1798,1.23
-1797,1.322
-1796,1.059
-1795,1.083
-1794,0.406
-1793,0.645
-1792,1.36
-1791,1.249
-1790,0.401
-1789,1.096
-1788,1.297
-1787,0.405
-1786,0.886
-1785,0.582
-1784,1.244
-1783,1.342
-1782,1.338
-1781,1.485
-1780,1.112
-1779,0.94
-1778,1.075
-1777,0.691
-1776,0.166
-1775,1.267
-1774,1.218
-1773,1.366
-1772,0.932
-1771,1.295
-1770,0.902
-1769,0.429
-1768,0.284
-1767,0.943
-1766,1.281
-1765,1.187
-1764,0.938
-1763,0.922
-1762,1.183
-1761,1.006
-1760,0.945
-1759,0.19
-1758,0.996
-1757,0.861
-1756,0.942
-1755,1.345
-1754,1.291
-1753,0.827
-1752,1.217
-1751,1.171
-1750,1.248
-1749,1.266
-1748,1.279
-1747,1.215
-1746,1.487
-1745,1.17
-1744,1.004
-1743,1.088
-1742,1.219
-1741,1.008
-1740,0.879
-1739,1.232
-1738,0.239
-1737,1.057
-1736,1.07
-1735,1.112
-1734,1.39
-1733,1.231
-1732,1.141
-1731,1.192
-1730,0.761
-1729,0.193
-1728,0.93
-1727,0.808
-1726,1.358
-1725,1.043
-1724,0.504
-1723,0.973
-1722,1.213
-1721,1.239
-1720,1.231
-1719,0.77
-1718,1.276
-1717,1.097
-1716,1.005
-1715,1.155
-1714,0.992
-1713,0.916
-1712,1.068
-1711,1.184
-1710,1.124
-1709,0.228
-1708,1.145
-1707,0.373
-1706,0.883
-1705,1.057
-1704,0.234
-1703,1.089
-1702,1.059
-1701,0.807
-1700,1.396
-1699,1.011
-1698,0.315
-1697,1.05
-1696,1.059
-1695,0.848
-1694,0.882
-1693,1.051
-1692,1.034
-1691,0.345
-1690,0.925
-1689,1.023
-1688,1.232
-1687,1.23
-1686,1.264
-1685,0.548
-1684,1.227
-1683,1.208
-1682,1.439
-1681,1.184
-1680,1.313
-1679,1.28
-1678,0.252
-1677,1.524
-1676,1.361
-1675,1.229
-1674,0.659
-1673,0.36
-1672,1.035
-1671,1.042
-1670,1.333
-1669,1.207
-1668,0.743
-1667,0.999
-1666,0.863
-1665,0.334
-1664,0.949
-1663,1.124
-1662,0.866
-1661,0.536
-1660,1.006
-1659,0.993
-1658,0.749
-1657,1.142
-1656,1.256
-1655,1.077
-1654,1.315
-1653,1.328
-1652,0.593
-1651,1.118
-1650,1.221
-1649,0.863
-1648,0.854
-1647,1.251
-1646,0.367
-1645,0.905
-1644,1.054
-1643,1.006
-1642,0.558
-1641,0.982
-1640,0.418
-1639,0.819
-1638,0.958
-1637,0.97
-1636,0.603
-1635,0.459
-1634,1.082
-1633,1.161
-1632,0.869
-1631,1.134
-1630,1.218
-1629,1.23
-1628,1.077
-1627,0.95
-1626,1.274
-1625,1.201
-1624,0.898
-1623,1.291
-1622,1.15
-1621,0.644
-1620,0.861
-1619,0.693
-1618,0.809
-1617,0.239
-1616,0.984
-1615,1.145
-1614,1.14
-1613,1.128
-1612,1.234
-1611,0.908
-1610,1.022
-1609,1.302
-1608,0.799
-1607,1.529
-1606,1.304
-1605,1.125
-1604,1.448
-1603,1.281
-1602,1.234
-1601,0.877
-1600,1.283
-1599,0.889
-1598,0.973
-1597,1.157
-1596,0.702
-1595,0.958
-1594,0.794
-1593,1.006
-1592,1.029
-1591,0.973
-1590,0.918
-1589,1.023
-1588,1.273
-1587,1.267
-1586,0.824
-1585,0.909
-1584,1.009
-1583,0.845
-1582,1.003
-1581,0.891
-1580,1.151
-1579,0.98
-1578,1.09
-1577,1.101
-1576,0.894
-1575,1.297
-1574,1.189
-1573,1.185
-1572,0.989
-1571,1.104
-1570,0.11
-1569,1.319
-1568,1.383
-1567,1.061
-1566,0.806
-1565,0.694
-1564,1.073
-1563,1.063
-1562,0.608
-1561,0.993
-1560,0.969
-1559,1.128
-1558,1.191
-1557,0.395
-1556,1.278
-1555,0.855
-1554,1.163
-1553,0.979
-1552,1.024
-1551,1.007
-1550,0.985
-1549,0.449
-1548,0.945
-1547,0.865
-1546,1.081
-1545,0.913
-1544,1.043
-1543,0.659
-1542,0.859
-1541,0.804
-1540,1.027
-1539,1.016
-1538,1.074
-1537,0.721
-1536,1.156
-1535,0.865
-1534,0.886
-1533,1.295
-1532,1.269
-1531,0.884
-1530,1.462
-1529,1.094
-1528,1.124
-1527,0.664
-1526,1.149
-1525,0.59
-1524,1.236
-1523,0.921
-1522,1.207
-1521,1.306
-1520,1.3
-1519,0.481
-1518,1.021
-1517,1.049
-1516,0.61
-1515,0.267
-1514,1.287
-1513,1.296
-1512,1.072
-1511,0.978
-1510,1.196
-1509,1.357
-1508,0.928
-1507,0.972
-1506,1.223
-1505,1.161
-1504,1.244
-1503,0.577
-1502,0.839
-1501,1.229
-1500,0.823
-1499,0.841
-1498,0.003
-1497,1.127
-1496,1.308
-1495,1.022
-1494,1.202
-1493,0.958
-1492,1.056
-1491,0.975
-1490,0.993
-1489,1.045
-1488,0.759
-1487,0.752
-1486,0.814
-1485,0.6
-1484,0.899
-1483,1.166
-1482,0.747
-1481,1.054
-1480,1.242
-1479,1.125
-1478,1.239
-1477,1.183
-1476,1.36
-1475,0.994
-1474,1.15
-1473,1.158
-1472,1.29
-1471,1.042
-1470,1.17
-1469,0.764
-1468,0.695
-1467,0.763
-1466,1.06
-1465,0.9
-1464,1.182
-1463,1.032
-1462,0.816
-1461,0.553
-1460,0.302
-1459,0.329
-1458,0.773
-1457,0.603
-1456,0.76
-1455,0.99
-1454,0.927
-1453,1.124
-1452,1.102
-1451,0.592
-1450,0.808
-1449,0.819
-1448,0.62
-1447,0.923
-1446,0.939
-1445,0.977
-1444,0.741
-1443,1.01
-1442,1.15
-1441,1.106
-1440,0.99
-1439,1.186
-1438,1.156
-1437,1.032
-1436,1.065
-1435,0.653
-1434,0.723
-1433,0.49
-1432,0.937
-1431,0.975
-1430,1.06
-1429,1.052
-1428,0.791
-1427,0.066
-1426,0.958
-1425,1.123
-1424,0.499
-1423,0.754
-1422,0.664
-1421,0.93
-1420,0.956
-1419,0.553
-1418,0.993
-1417,0.801
-1416,1.289
-1415,1.303
-1414,1.238
-1413,0.954
-1412,0.944
-1411,0.829
-1410,0.851
-1409,1.039
-1408,1.243
-1407,1.009
-1406,1.307
-1405,1.286
-1404,1.477
-1403,0.349
-1402,1.122
-1401,1.349
-1400,0.993
-1399,0.989
-1398,0.779
-1397,1.045
-1396,1.101
-1395,0.981
-1394,1.192
-1393,0.457
-1392,1.203
-1391,1.049
-1390,1.294
-1389,1.302
-1388,1.556
-1387,1.308
-1386,1.468
-1385,0.786
-1384,0.794
-1383,1.26
-1382,1.264
-1381,0.849
-1380,1.448
-1379,0.74
-1378,1.435
-1377,1.141
-1376,1.369
-1375,1.567
-1374,1.622
-1373,1.347
-1372,0.893
-1371,1.267
-1370,1.284
-1369,1.047
-1368,0.96
-1367,1.287
-1366,1.326
-1365,1.366
-1364,1.395
-1363,1.084
-1362,1.144
-1361,1.121
-1360,1.155
-1359,1.087
-1358,1.137
-1357,1.334
-1356,1.079
-1355,1.159
-1354,1.284
-1353,1.251
-1352,1.357
-1351,0.388
-1350,1.07
-1349,0.949
-1348,1.111
-1347,0.143
-1346,0.995
-1345,0.849
-1344,1.118
-1343,0.957
-1342,0.712
-1341,0.621
-1340,0.754
-1339,0.919
-1338,0.344
-1337,0.747
-1336,0.839
-1335,0.942
-1334,0.716
-1333,0.77
-1332,0.764
-1331,0.684
-1330,0.938
-1329,1.317
-1328,0.653
-1327,1.043
-1326,1.09
-1325,1.18
-1324,1.002
-1323,1.116
-1322,1.231
-1321,0.928
-1320,1.44
-1319,1.151
-1318,1.405
-1317,1.243
-1316,1.229
-1315,0.34
-1314,1.533
-1313,1.09
-1312,1.492
-1311,1.239
-1310,1.318
-1309,1.385
-1308,0.91
-1307,0.461
-1306,1.171
-1305,1.241
-1304,1.482
-1303,1.382
-1302,1.181
-1301,1.199
-1300,1.048
-1299,1.32
-1298,1.598
-1297,1.264
-1296,0.979
-1295,1.253
-1294,0.984
-1293,0.814
-1292,0.272
-1291,0.937
-1290,1.219
-1289,1.157
-1288,1.249
-1287,1.252
-1286,1.033
-1285,1.122
-1284,1.379
-1283,1.288
-1282,1.598
-1281,0.733
-1280,0.976
-1279,0.62
-1278,1.227
-1277,0.72
-1276,1.14
-1275,1.299
-1274,1.106
-1273,0.635
-1272,1.106
-1271,0.943
-1270,0.74
-1269,0.281
-1268,0.858
-1267,0.632
-1266,0.713
-1265,0.736
-1264,0.928
-1263,0.897
-1262,0.702
-1261,1.222
-1260,0.975
-1259,0.568
-1258,0.257
-1257,0.761
-1256,0.823
-1255,1.226
-1254,0.176
-1253,1.211
-1252,0.785
-1251,0.711
-1250,0.218
-1249,0.959
-1248,0.72
-1247,0.937
-1246,0.802
-1245,0.745
-1244,0.995
-1243,0.807
-1242,1.063
-1241,0.663
-1240,1.013
-1239,0.536
-1238,1.088
-1237,0.818
-1236,0.703
-1235,1.131
-1234,1.262
-1233,1.227
-1232,1.09
-1231,0.69
-1230,1.286
-1229,0.934
-1228,1.19
-1227,1.066
-1226,0.771
-1225,0.835
-1224,0.912
-1223,0.812
-1222,0.672
-1221,0.766
-1220,1.009
-1219,0.531
-1218,0.8
-1217,0.941
-1216,0.904
-1215,0.92
-1214,0.564
-1213,0.852
-1212,0.891
-1211,0.617
-1210,1.237
-1209,1.274
-1208,1.071
-1207,0.835
-1206,1.13
-1205,0.85
-1204,1.106
-1203,0.902
-1202,0.403
-1201,0.634
-1200,1.122
-1199,0.424
-1198,0.97
-1197,1.168
-1196,1.081
-1195,1.093
-1194,0.803
-1193,0.784
-1192,1.136
-1191,1.148
-1190,1.257
-1189,0.683
-1188,0.726
-1187,1.123
-1186,1.195
-1185,0.976
-1184,1.222
-1183,1.731
-1182,1.622
-1181,1.614
-1180,1.266
-1179,1.006
-1178,0.938
-1177,1.183
-1176,1.3
-1175,0.857
-1174,0.935
-1173,1.22
-1172,1.25
-1171,0.194
-1170,1.302
-1169,0.943
-1168,0.918
-1167,0.821
-1166,0.947
-1165,0.835
-1164,1.284
-1163,1.107
-1162,0.467
-1161,0.692
-1160,0.812
-1159,0.624
-1158,1.13
-1157,0.907
-1156,1.08
-1155,1.386
-1154,0.956
-1153,0.437
-1152,1.086
-1151,0.726
-1150,0.981
-1149,0.866
-1148,0.833
-1147,1.18
-1146,0.852
-1145,0.37
-1144,1.053
-1143,0.232
-1142,0.85
-1141,0.861
-1140,0.58
-1139,0.763
-1138,0.73
-1137,0.942
-1136,0.976
-1135,1.06
-1134,0.848
-1133,0.841
-1132,1.142
-1131,1.136
-1130,1.152
-1129,1.35
-1128,1.142
-1127,1.015
-1126,0.967
-1125,1.203
-1124,0.738
-1123,0.758
-1122,1.225
-1121,0.59
-1120,1.35
-1119,0.252
-1118,1.253
-1117,1.224
-1116,0.986
-1115,1.03
-1114,1.002
-1113,1.026
-1112,1.079
-1111,0.603
-1110,1.051
-1109,0.928
-1108,1.088
-1107,1.103
-1106,0.912
-1105,0.831
-1104,0.232
-1103,1.116
-1102,0.807
-1101,1.098
-1100,1.185
-1099,1.08
-1098,1.165
-1097,1.227
-1096,0.463
-1095,1.003
-1094,1.102
-1093,0.829
-1092,1.355
-1091,1.201
-1090,0.209
-1089,0.595
-1088,1.05
-1087,1.054
-1086,1.024
-1085,1.02
-1084,0.575
-1083,0.866
-1082,0.749
-1081,1.015
-1080,0.911
-1079,0.883
-1078,0.106
-1077,1.076
-1076,0.843
-1075,1.212
-1074,0.811
-1073,1.234
-1072,1.211
-1071,0.916
-1070,0.287
-1069,1.297
-1068,1.211
-1067,1.238
-1066,0.535
-1065,1.146
-1064,1.347
-1063,1.16
-1062,1.062
-1061,1.101
-1060,0.239
-1059,1.344
-1058,1.451
-1057,1.234
-1056,1.321
-1055,1.058
-1054,0.383
-1053,0.339
-1052,0.102
-1051,0.943
-1050,0.844
-1049,1.245
-1048,1.23
-1047,1.163
-1046,1.336
-1045,0.93
-1044,1.13
-1043,0.906
-1042,1.054
-1041,0.975
-1040,0.634
-1039,1.073
-1038,1.164
-1037,0.862
-1036,1.209
-1035,1.022
-1034,0.688
-1033,1.13
-1032,0.97
-1031,1.294
-1030,1.306
-1029,0.655
-1028,0.961
-1027,0.316
-1026,0.931
-1025,0.958
-1024,1.115
-1023,1.057
-1022,0.986
-1021,0.953
-1020,1.568
-1019,1.2
-1018,1.409
-1017,0.746
-1016,1.191
-1015,1.185
-1014,0.855
-1013,0.913
-1012,1.247
-1011,1.307
-1010,1.308
-1009,1.131
-1008,0.735
-1007,0.579
-1006,0.819
-1005,0.687
-1004,1.068
-1003,1.046
-1002,1.076
-1001,1.07
-1000,1.292
-999,0.861
-998,0.903
-997,1.216
-996,0.927
-995,1.286
-994,1.215
-993,0.905
-992,0.182
-991,0.889
-990,1.047
-989,1.052
-988,1.274
-987,1.179
-986,1.232
-985,1.097
-984,1.082
-983,1.54
-982,1.331
-981,1.215
-980,1.002
-979,0.746
-978,0.929
-977,1.071
-976,1.36
-975,1.048
-974,1.115
-973,1.114
-972,1.265
-971,1.361
-970,1.547
-969,1.205
-968,1.223
-967,0.967
-966,1.02
-965,1.146
-964,0.906
-963,1.236
-962,0.983
-961,0.985
-960,1.115
-959,1.176
-958,0.71
-957,1.417
-956,0.028
-955,0.54
-954,1.131
-953,0.557
-952,0.99
-951,1.133
-950,1.438
-949,1.085
-948,1.152
-947,1.022
-946,1.106
-945,0.955
-944,0.782
-943,0.866
-942,1.041
-941,0.973
-940,1.063
-939,1.099
-938,0.99
-937,1.388
-936,1.075
-935,0.981
-934,0.788
-933,1.258
-932,1.142
-931,1.094
-930,0.789
-929,0.978
-928,0.706
-927,0.524
-926,1.05
-925,0.932
-924,0.989
-923,1.12
-922,0.553
-921,1.261
-920,0.96
-919,0.864
-918,0.93
-917,1.023
-916,0.708
-915,0.126
-914,1.109
-913,0.903
-912,0.994
-911,0.954
-910,0.698
-909,1.125
-908,0.895
-907,0.905
-906,0.9
-905,1.019
-904,1.234
-903,0.837
-902,1.176
-901,1.098
-900,1.128
-899,1.226
-898,1.526
-897,1.026
-896,1.029
-895,1.03
-894,0.434
-893,1.127
-892,1.086
-891,1.121
-890,0.963
-889,0.194
-888,0.629
-887,1.292
-886,0.977
-885,1.016
-884,1.388
-883,0.886
-882,0.82
-881,0.905
-880,1.011
-879,1.295
-878,0.622
-877,1.257
-876,0.786
-875,0.14
-874,0.903
-873,0.513
-872,1.145
-871,0.725
-870,0.906
-869,0.862
-868,0.787
-867,1.025
-866,0.737
-865,1.135
-864,1.152
-863,0.799
-862,0.925
-861,0.747
-860,0.543
-859,0.965
-858,1.297
-857,0.879
-856,1.227
-855,1.22
-854,0.229
-853,1.047
-852,1.136
-851,0.026
-850,1.083
-849,1.218
-848,1.525
-847,1.69
-846,0.94
-845,1.09
-844,1.416
-843,1.442
-842,1.439
-841,1.518
-840,1.033
-839,1.184
-838,0.961
-837,1.452
-836,1.243
-835,1.376
-834,1.486
-833,1.435
-832,1.434
-831,1.61
-830,1.531
-829,1.535
-828,1.638
-827,0.532
-826,1.364
-825,1.546
-824,1.324
-823,0.993
-822,1.503
-821,1.247
-820,1.39
-819,1.096
-818,0.721
-817,0.141
-816,0.625
-815,1.164
-814,0.297
-813,1.183
-812,1.284
-811,0.809
-810,1
-809,1.048
-808,0.341
-807,0.281
-806,1.212
-805,1.257
-804,1.215
-803,0.947
-802,0.964
-801,1.115
-800,1.2
-799,0.931
-798,1.037
-797,1.21
-796,1.009
-795,1.063
-794,0.269
-793,0.423
-792,0.976
-791,1.139
-790,0.973
-789,1.089
-788,1.028
-787,1.136
-786,1.028
-785,1.239
-784,1.215
-783,1.02
-782,1.019
-781,0.945
-780,1.066
-779,1.186
-778,1.12
-777,0.653
-776,0.108
-775,0.998
-774,1.212
-773,0.779
-772,0.562
-771,0.833
-770,0.986
-769,0.866
-768,0.583
-767,0.823
-766,0.811
-765,0.847
-764,0.925
-763,0.806
-762,0.887
-761,1.094
-760,0.998
-759,1.186
-758,0.874
-757,0.47
-756,1.265
-755,0.724
-754,0.592
-753,0.881
-752,1.076
-751,0.959
-750,0.978
-749,0.731
-748,0.303
-747,1.027
-746,1.003
-745,1.011
-744,0.747
-743,0.723
-742,0.969
-741,0.891
-740,0.96
-739,0.759
-738,0.105
-737,0.899
-736,1.154
-735,1.086
-734,1.024
-733,1.002
-732,0.942
-731,0.874
-730,0.948
-729,0.82
-728,1.18
-727,1.107
-726,0.477
-725,0.054
-724,0.927
-723,0.848
-722,0.694
-721,0.691
-720,0.717
-719,1.028
-718,0.719
