"","ID","DT","la","lo","count","vol","country","ship","T.surf","T.20","T.50","T.100","period","d","gear.sub","gear","opening","wind","T1.surf","T1.20","T1.50","T1.100","Sal20","b.depth"
"184728",8228797,"2010-05-24 10:12:00.000",56.25,-11.77,1,217.6958323,"Scotland","74RY",11.5319,11.0892,10.6073,"10.3875","4","","G7","Gulf7","20","0",11.5319,11.0892,10.6073,"10.3875",35.4524,2651
"184732",8228801,"2010-05-24 12:13:00.000",56.25,-11.3,8,206.2409882,"Scotland","74RY",11.7218,11.0327,10.7796,"10.3174","4","","G7","Gulf7","20","0",11.7218,11.0327,10.7796,"10.3174",35.4532,2564
"184737",8228806,"2010-05-24 14:17:00.000",56.25,-10.81,4,239.1866934,"Scotland","74RY",11.6664,10.8442,10.6112,"10.3486","4","","G7","Gulf7","20","0",11.6664,10.8442,10.6112,"10.3486",35.4596,2376
"184742",8228811,"2010-05-24 16:22:00.000",56.25,-10.3,25,173.9643509,"Scotland","74RY",11.9278,11.0193,10.7333,"10.2638","4","","G7","Gulf7","20","0",11.9278,11.0193,10.7333,"10.2638",35.447,2071
"184747",8228816,"2010-05-24 18:24:00.000",56.25,-9.81,24,181.6670359,"Scotland","74RY",11.8454,11.817,10.9033,"10.5352","4","","G7","Gulf7","20","0",11.8454,11.817,10.9033,"10.5352",35.4481,1766
"184752",8228821,"2010-05-24 20:35:00.000",56.25,-9.27,19,188.8385013,"Scotland","74RY",11.3645,11.1957,10.6228,"10.7046","4","","G7","Gulf7","20","0",11.3645,11.1957,10.6228,"10.7046",35.4475,835
"184757",8228826,"2010-05-24 22:44:00.000",56.25,-8.77,3,126.2991543,"Scotland","74RY",1.5588,10.5158,10.3836,"9.9789","4","","G7","Gulf7","20","0",1.5588,10.5158,10.3836,"9.9789",35.2719,130
"184762",8228831,"2010-05-25 00:42:00.000",56.25,-8.28,1,158.8346772,"Scotland","74RY",11.221,10.2149,9.5975,"9.5231","4","","G7","Gulf7","20","0",11.221,10.2149,9.5975,"9.5231",35.1948,166
"184763",8228832,"2010-05-25 02:49:00.000",56.25,-7.72,2,121.0508386,"Scotland","74RY",11.0148,10.9827,9.9181,"9.7571","4","","G7","Gulf7","20","0",11.0148,10.9827,9.9181,"9.7571",35.2101,85
"184766",8228835,"2010-05-25 06:31:00.000",56.74,-7.93,2,67.39092902,"Scotland","74RY",9.569,9.5732,9.1457,"","4","","G7","Gulf7","20","0",9.569,9.5732,9.1457,"",34.7396,99
"184768",8228837,"2010-05-25 13:11:00.000",57.25,-8.71,2,139.6636994,"Scotland","74RY",11.2501,10.0793,10.1576,"9.8183","4","","G7","Gulf7","20","0",11.2501,10.0793,10.1576,"9.8183",35.2808,133
"184769",8228838,"2010-05-25 15:11:00.000",57.25,-9.21,8,182.679043,"Scotland","74RY",11.3166,11.1911,10.6465,"10.2857","4","","G7","Gulf7","20","0",11.3166,11.1911,10.6465,"10.2857",35.4258,164
"184774",8228843,"2010-05-25 18:51:00.000",57.26,-9.67,12,231.2352093,"Scotland","74RY",11.2181,10.6598,10.4919,"10.2888","4","","G7","Gulf7","20","0",11.2181,10.6598,10.4919,"10.2888",35.4404,1821
"184779",8228848,"2010-05-25 21:08:00.000",57.25,-10.22,21,247.4743924,"Scotland","74RY",11.3083,11,10.5394,"10.2715","4","","G7","Gulf7","20","0",11.3083,11,10.5394,"10.2715",35.4357,2213
"184784",8228853,"2010-05-25 23:06:00.000",57.25,-10.69,8,193.7774992,"Scotland","74RY",11.0854,10.913,10.3236,"10.1696","4","","G7","Gulf7","20","0",11.0854,10.913,10.3236,"10.1696",35.4496,2268
"184788",8228857,"2010-05-26 01:08:00.000",57.25,-11.2,5,166.6348645,"Scotland","74RY",11.0535,11.0139,10.4366,"10.316","4","","G7","Gulf7","20","0",11.0535,11.0139,10.4366,"10.316",35.4464,1078
"184793",8228862,"2010-05-26 03:56:00.000",57.26,-11.82,3,222.7390569,"Scotland","74RY",11.1999,10.8926,10.4751,"10.3475","4","","G7","Gulf7","20","0",11.1999,10.8926,10.4751,"10.3475",35.4314,1894
"184798",8228867,"2010-05-26 06:24:00.000",57.25,-12.2,2,190.0925831,"Scotland","74RY",11.3182,11.0415,10.5844,"10.1088","4","","G7","Gulf7","20","0",11.3182,11.0415,10.5844,"10.1088",35.4479,1900
"184803",8228872,"2010-05-26 08:30:00.000",57.25,-12.73,2,150.3183519,"Scotland","74RY",11.2606,10.8268,10.5704,"10.3141","4","","G7","Gulf7","20","0",11.2606,10.8268,10.5704,"10.3141",35.4186,1737
"184807",8228876,"2010-05-26 10:32:00.000",57.25,-13.23,1,189.2217863,"Scotland","74RY",11.0932,10.4448,10.1895,"9.5859","4","","G7","Gulf7","20","0",11.0932,10.4448,10.1895,"9.5859",35.3687,237
"184814",8228883,"2010-05-26 18:49:00.000",57.26,-14.68,1,226.534924,"Scotland","74RY",11.4641,10.3788,10.0236,"9.6002","4","","G7","Gulf7","20","0",11.4641,10.3788,10.0236,"9.6002",35.3478,262
"184816",8228885,"2010-05-26 21:02:00.000",57.25,-15.23,2,193.1117936,"Scotland","74RY",11.5329,10.8794,10.3086,"9.9451","4","","G7","Gulf7","20","0",11.5329,10.8794,10.3086,"9.9451",35.3375,644
"184821",8228890,"2010-05-26 23:00:00.000",57.25,-15.71,3,195.6401302,"Scotland","74RY",11.2416,10.6172,10.0403,"9.7028","4","","G7","Gulf7","20","0",11.2416,10.6172,10.0403,"9.7028",35.3907,1086
"184824",8228893,"2010-05-27 01:05:00.000",57.25,-16.21,5,195.9191886,"Scotland","74RY",11.3111,10.4758,10.006,"10.0572","4","","G7","Gulf7","20","0",11.3111,10.4758,10.006,"10.0572",35.3339,1149
"184829",8228898,"2010-05-27 03:07:00.000",57.25,-16.69,8,216.1963136,"Scotland","74RY",11.6214,11.5958,10.2463,"9.9141","4","","G7","Gulf7","20","0",11.6214,11.5958,10.2463,"9.9141",35.3063,1190
"184837",8228906,"2010-05-27 10:47:00.000",58.24,-16.78,1,202.4350347,"Scotland","74RY",10.9318,10.8933,10.0161,"9.502","4","","G7","Gulf7","20","0",10.9318,10.8933,10.0161,"9.502",35.287,1148
"184841",8228910,"2010-05-27 12:47:00.000",58.25,-16.32,1,186.9153516,"Scotland","74RY",11.114,10.5237,9.8525,"9.5411","4","","G7","Gulf7","20","0",11.114,10.5237,9.8525,"9.5411",35.3163,1195
"184845",8228914,"2010-05-27 15:46:00.000",58.25,-15.66,3,165.9153645,"Scotland","74RY",11.1601,10.8349,10.0363,"9.6861","4","","G7","Gulf7","20","0",11.1601,10.8349,10.0363,"9.6861",35.3532,1146
"184846",8228915,"2010-05-27 17:18:00.000",58.25,-15.3,3,173.3457154,"Scotland","74RY",10.9945,10.9343,10.0507,"9.672","4","","G7","Gulf7","20","0",10.9945,10.9343,10.0507,"9.672",35.3405,678
"184847",8228916,"2010-05-27 19:22:00.000",58.25,-14.77,3,216.8183113,"Scotland","74RY",11.1527,10.5723,10.2998,"9.6966","4","","G7","Gulf7","20","0",11.1527,10.5723,10.2998,"9.6966",35.3529,650
"184849",8228918,"2010-05-27 21:21:00.000",58.25,-14.27,4,184.0104543,"Scotland","74RY",11.0836,10.8873,10.0811,"9.7071","4","","G7","Gulf7","20","0",11.0836,10.8873,10.0811,"9.7071",35.3314,477
"184852",8228921,"2010-05-28 00:37:00.000",58.24,-13.78,2,224.8235897,"Scotland","74RY",10.7959,10.5449,9.8633,"9.608","4","","G7","Gulf7","20","0",10.7959,10.5449,9.8633,"9.608",35.3363,286
"184860",8228929,"2010-05-28 04:36:00.000",58.25,-12.81,1,182.6118,"Scotland","74RY",10.604,10.6285,9.7756,"9.8989","4","","G7","Gulf7","20","0",10.604,10.6285,9.7756,"9.8989",35.3026,1690
"184862",8228931,"2010-05-28 06:56:00.000",58.25,-12.27,4,241.0762215,"Scotland","74RY",11.167,11.1757,10.6407,"10.3381","4","","G7","Gulf7","20","0",11.167,11.1757,10.6407,"10.3381",35.4495,1627
"184867",8228936,"2010-05-28 08:57:00.000",58.25,-11.78,7,213.7015985,"Scotland","74RY",11.022,11.0181,10.8192,"10.7348","4","","G7","Gulf7","20","0",11.022,11.0181,10.8192,"10.7348",35.4617,1718
"184874",8228943,"2010-05-28 12:58:00.000",58.25,-10.82,1,168.5008576,"Scotland","74RY",11.1374,11.0607,10.3958,"10.2546","4","","G7","Gulf7","20","0",11.1374,11.0607,10.3958,"10.2546",35.4403,1947
"184879",8228948,"2010-05-28 16:00:00.000",58.25,-10.12,1,165.7237219,"Scotland","74RY",11.0936,10.9114,10.2078,"9.9855","4","","G7","Gulf7","20","0",11.0936,10.9114,10.2078,"9.9855",35.4063,1916
"184884",8228953,"2010-05-28 17:21:00.000",58.25,-9.81,31,186.969146,"Scotland","74RY",11.3281,11.2188,10.4006,"10.2674","4","","G7","Gulf7","20","0",11.3281,11.2188,10.4006,"10.2674",35.435,1825
"184889",8228958,"2010-05-28 19:25:00.000",58.25,-9.27,24,213.2342597,"Scotland","74RY",11.1356,10.9897,10.7612,"10.2598","4","","G7","Gulf7","20","0",11.1356,10.9897,10.7612,"10.2598",35.4429,388
"184894",8228963,"2010-05-28 21:21:00.000",58.25,-8.78,24,181.5728957,"Scotland","74RY",11.0007,10.7752,10.2193,"10.0517","4","","G7","Gulf7","20","0",11.0007,10.7752,10.2193,"10.0517",35.4355,193
"184898",8228967,"2010-05-28 23:13:00.000",58.25,-8.3,13,152.655046,"Scotland","74RY",10.3773,9.9185,9.0507,"9.5638","4","","G7","Gulf7","20","0",10.3773,9.9185,9.0507,"9.5638",34.8818,123
"184901",8228970,"2010-05-29 00:40:00.000",58.25,-7.96,28,120.3817708,"Scotland","74RY",10.3391,10.1323,8.8247,"9.2037","4","","G7","Gulf7","20","0",10.3391,10.1323,8.8247,"9.2037",35.0998,120
"184905",8228974,"2010-05-29 06:58:00.000",58.75,-6.75,21,131.614713,"Scotland","74RY",10.4775,10.3805,9.8322,"9.6958","4","","G7","Gulf7","20","0",10.4775,10.3805,9.8322,"9.6958",35.3487,132
"184910",8228979,"2010-05-29 08:39:00.000",58.75,-6.27,3,106.217034,"Scotland","74RY",10.0437,9.9319,9.2019,"9.019","4","","G7","Gulf7","20","0",10.0437,9.9319,9.2019,"9.019",35.0884,115
"184914",8228983,"2010-05-29 10:23:00.000",58.75,-5.77,2,118.0786982,"Scotland","74RY",9.9824,8.8809,8.3348,"8.2336","4","","G7","Gulf7","20","0",9.9824,8.8809,8.3348,"8.2336",35.0047,106
"184916",8228985,"2010-05-29 12:08:00.000",58.75,-5.28,2,85.21704685,"Scotland","74RY",9.7427,8.2836,8.4657,"","4","","G7","Gulf7","20","0",9.7427,8.2836,8.4657,"",34.5644,72
"184918",8228987,"2010-05-29 16:01:00.000",58.75,-4.27,2,93.63586975,"Scotland","74RY",9.1896,8.6783,8.5966,"","4","","G7","Gulf7","20","0",9.1896,8.6783,8.5966,"",34.7377,84
"184919",8228988,"2010-05-29 17:50:00.000",58.75,-3.77,1,74.04798547,"Scotland","74RY",9.2244,9.0486,8.681,"","4","","G7","Gulf7","20","0",9.2244,9.0486,8.681,"",34.6164,79
"184922",8228991,"2010-05-29 20:54:00.000",59.24,-3.73,5,165.9893318,"Scotland","74RY",10.3731,9.2558,8.5194,"8.6224","4","","G7","Gulf7","20","0",10.3731,9.2558,8.5194,"8.6224",35.1645,125
"184927",8228996,"2010-05-29 22:42:00.000",59.25,-4.22,4,125.3140444,"Scotland","74RY",10.235,9.8279,8.5396,"","4","","G7","Gulf7","20","0",10.235,9.8279,8.5396,"",35.2087,98
"184932",8229001,"2010-05-30 00:30:00.000",59.25,-4.71,21,114.7938779,"Scotland","74RY",10.2857,9.1584,8.5061,"8.696","4","","G7","Gulf7","20","0",10.2857,9.1584,8.5061,"8.696",35.2778,116
"184937",8229006,"2010-05-07 15:37:00.000",43.43,-2.26,2,112.4971655,"SPAIN","29IN",14.46,14.09,12.49,"12.24","4","","B","Bgn","40","0",14.46,14.09,12.49,"12.24",35.71,121
"184939",8229008,"2010-05-10 16:52:00.000",44.24,-1.32,2,43.92398914,"SPAIN","29IN",13,11.91,NA,"","4","","B","Bgn","40","0",13,11.91,NA,"",35.57,23
"184941",8229010,"2010-05-11 22:20:00.000",44.25,-1.75,1,112.9616186,"SPAIN","29IN",13.75,13.08,11.89,"11.96","4","","B","Bgn","40","0",13.75,13.08,11.89,"11.96",35.54,116
"184944",8229013,"2010-05-11 19:52:00.000",44.76,-1.26,2,38.45007811,"SPAIN","29IN",13.07,11.69,NA,"","4","","B","Bgn","40","0",13.07,11.69,NA,"",35.32,21
"184945",8229014,"2010-05-12 22:40:00.000",44.74,-1.76,2,83.70107598,"SPAIN","29IN",13.9,13.17,11.81,"","4","","B","Bgn","40","0",13.9,13.17,11.81,"",35.41,108
"184951",8229020,"2010-05-13 16:33:00.000",45.26,-2.74,1,92.16075667,"SPAIN","29IN",13.6,13,11.9,"11.7","4","","B","Bgn","40","0",13.6,13,11.9,"11.7",35.7,133
"184952",8229021,"2010-05-13 20:32:00.000",45.26,-3.25,1,189.5300226,"SPAIN","29IN",13.6,13.4,13,"12","4","","B","Bgn","40","0",13.6,13.4,13,"12",35.7,547
"184954",8229023,"2010-05-15 15:21:00.000",45.76,-3.76,4,207.2787645,"SPAIN","29IN",13.36,13.14,12.23,"11.79","4","","B","Bgn","40","0",13.36,13.14,12.23,"11.79",35.74,1250
"184955",8229024,"2010-05-16 15:58:00.000",45.75,-2.26,1,68.07554812,"SPAIN","29IN",13.46,13.48,11.6,"","4","","B","Bgn","40","0",13.46,13.48,11.6,"",35.31,90
"184957",8229026,"2010-05-22 12:30:00.000",43.75,-5.25,7,116.8762944,"SPAIN","29IN",15.1,13.6,12.8,"12.1","4","","B","Bgn","40","0",15.1,13.6,12.8,"12.1",35.8,160
"184961",8229030,"2010-05-23 02:20:00.000",44.25,-3.25,1,163.0230231,"SPAIN","29IN",15.5,14,12.2,"12","4","","B","Bgn","40","0",15.5,14,12.2,"12",35.7,2726
"184962",8229031,"2010-05-24 08:04:00.000",45.75,-4.25,1,154.0988894,"SPAIN","29IN",15.5,13.1,12.9,"11.8","4","","B","Bgn","40","0",15.5,13.1,12.9,"11.8",35.8,2665
"184963",8229032,"2010-05-25 10:35:00.000",43.55,-3.25,1,173.2644895,"SPAIN","29IN",16.58,14.28,12.8,"12.17","4","","B","Bgn","40","0",16.58,14.28,12.8,"12.17",35.8,140
"184965",8229034,"2010-05-25 13:14:00.000",43.55,-2.75,5,220.1854324,"SPAIN","29IN",16.23,13.92,12.58,"12.1","4","","B","Bgn","40","0",16.23,13.92,12.58,"12.1",35.7,401
"184967",8229036,"2010-05-06 13:43:00.000",43.5,-3.89,1,3.772765,"SPAIN","29IN",14.2,14.2,NA,"","4","","P","PV","40","0",14.2,14.2,NA,"",NA,48
"184969",8229038,"2010-06-10 19:44:00.000",62.75,-13.25,3,436.5915492,"ICELAND","46FR",10.4452,10.3102,NA,"","5","","B","BGN60","60","0",10.4452,10.3102,NA,"",35.2951,860
"184972",8229041,"2010-06-11 04:18:00.000",62.75,-10.25,1,545.2352892,"ICELAND","46FR",9.7853,9.7794,NA,"","5","","B","BGN60","60","0",9.7853,9.7794,NA,"",35.3009,504
"184976",8229045,"2010-06-12 05:08:00.000",62.75,-4.25,1,397.2680609,"ICELAND","46FR",9.1578,8.1284,7.24,"5.98","5","","B","BGN60","60","0",9.1578,8.1284,7.24,"5.98",35.2427,991
"184978",8229047,"2010-06-12 07:06:00.000",62.75,-3.75,1,386.2608452,"ICELAND","46FR",9.7349,9.3249,7.96,"7.3","5","","B","BGN60","60","0",9.7349,9.3249,7.96,"7.3",35.3049,972
"184980",8229049,"2010-06-12 08:59:00.000",62.75,-3.25,1,334.1656257,"ICELAND","46FR",9.5131,9.4711,7.96,"7.27","5","","B","BGN60","60","0",9.5131,9.4711,7.96,"7.27",35.3213,927
"184981",8229050,"2010-06-12 10:53:00.000",62.75,-2.75,2,357.1883517,"ICELAND","46FR",9.652,9.65,8.3,"7.79","5","","B","BGN60","60","0",9.652,9.65,8.3,"7.79",35.3211,959
"184982",8229051,"2010-06-12 12:47:00.000",62.75,-2.25,2,543.7228473,"ICELAND","46FR",10.0564,10.0619,8.14,"7.84","5","","B","BGN60","60","0",10.0564,10.0619,8.14,"7.84",35.3668,1329
"184983",8229052,"2010-06-12 20:40:00.000",61.75,-3.75,1,540.613939,"ICELAND","46FR",9.3833,9.385,8.67,"8.26","5","","B","BGN60","60","0",9.3833,9.385,8.67,"8.26",35.2967,1102
"184986",8229055,"2010-06-12 22:26:00.000",61.75,-4.25,5,489.4429896,"ICELAND","46FR",9.4928,9.4934,8.57,"8.31","5","","B","BGN60","60","0",9.4928,9.4934,8.57,"8.31",35.3093,677
"184987",8229056,"2010-06-13 01:57:00.000",61.75,-5.25,1,375.0015558,"ICELAND","46FR",9.4804,9.4822,NA,"","5","","B","BGN60","60","0",9.4804,9.4822,NA,"",35.3028,203
"184988",8229057,"2010-06-13 03:34:00.000",61.75,-5.75,1,314.3358324,"ICELAND","46FR",9.1023,9.056,8.14,"7.78","5","","B","BGN60","60","0",9.1023,9.056,8.14,"7.78",35.2977,273
"184989",8229058,"2010-06-13 10:09:00.000",60.75,-4.75,3,363.9943401,"ICELAND","46FR",10.0406,10.0411,9.52,"9.38","5","","B","BGN60","60","0",10.0406,10.0411,9.52,"9.38",35.3602,1093
"184990",8229059,"2010-06-13 11:48:00.000",60.75,-5.25,4,340.6355158,"ICELAND","46FR",10.2387,9.761,8.85,"8.48","5","","B","BGN60","60","0",10.2387,9.761,8.85,"8.48",35.3433,842
"184992",8229061,"2010-06-13 13:55:00.000",60.75,-5.75,6,491.4595787,"ICELAND","46FR",10.3607,10.1967,9,"8.78","5","","B","BGN60","60","0",10.3607,10.1967,9,"8.78",35.3257,658
"184998",8229067,"2010-06-13 18:16:00.000",60.75,-7.25,11,498.7697144,"ICELAND","46FR",10.5949,10.4993,10.03,"9.68","5","","B","BGN60","60","0",10.5949,10.4993,10.03,"9.68",35.3858,831
"185001",8229070,"2010-06-13 20:24:00.000",60.75,-7.75,10,447.9348631,"ICELAND","46FR",10.8898,10.864,9.82,"9.33","5","","B","BGN60","60","0",10.8898,10.864,9.82,"9.33",35.3391,972
"185006",8229075,"2010-06-13 21:44:00.000",60.75,-8.25,7,485.1577377,"ICELAND","46FR",10.5713,10.2732,9.64,"9.02","5","","B","BGN60","60","0",10.5713,10.2732,9.64,"9.02",35.3481,687
"185008",8229077,"2010-06-13 23:33:00.000",60.75,-8.75,2,348.3657742,"ICELAND","46FR",9.9899,9.8955,9.71,"8.92","5","","B","BGN60","60","0",9.9899,9.8955,9.71,"8.92",35.3457,158
"185009",8229078,"2010-06-14 01:16:00.000",60.75,-9.25,3,361.8937264,"ICELAND","46FR",10.1359,10.0391,8.98,"8.95","5","","B","BGN60","60","0",10.1359,10.0391,8.98,"8.95",35.3458,143
"185010",8229079,"2010-06-14 02:56:00.000",60.75,-9.75,1,461.6308643,"ICELAND","46FR",10.4849,10.4598,9.48,"9.22","5","","B","BGN60","60","0",10.4849,10.4598,9.48,"9.22",35.3173,715
"185016",8229085,"2010-06-14 06:29:00.000",60.75,-10.75,4,431.2139781,"ICELAND","46FR",10.1256,9.8806,9.24,"8.88","5","","B","BGN60","60","0",10.1256,9.8806,9.24,"8.88",35.3194,249
"185019",8229088,"2010-06-14 10:21:00.000",60.75,-11.75,15,460.6225698,"ICELAND","46FR",11.1087,11.0375,9.65,"9.35","5","","B","BGN60","60","0",11.1087,11.0375,9.65,"9.35",35.3029,854
"185024",8229093,"2010-06-14 12:17:00.000",60.75,-12.25,34,425.8364071,"ICELAND","46FR",11.8525,10.6695,9.47,"9.35","5","","B","BGN60","60","0",11.8525,10.6695,9.47,"9.35",35.3031,549
"185029",8229098,"2010-06-14 14:16:00.000",60.75,-12.75,19,426.2565298,"ICELAND","46FR",11.6624,11.402,9.8,"9.29","5","","B","BGN60","60","0",11.6624,11.402,9.8,"9.29",35.2979,645
"185034",8229103,"2010-06-14 15:57:00.000",60.75,-13.17,10,436.3394755,"ICELAND","46FR",11.794,10.8799,9.62,"9.58","5","","B","BGN60","60","0",11.794,10.8799,9.62,"9.58",35.3047,1296
"185039",8229108,"2010-06-14 17:47:00.000",60.75,-13.58,25,387.6052379,"ICELAND","46FR",11.8024,11.4352,9.68,"9.58","5","","B","BGN60","60","0",11.8024,11.4352,9.68,"9.58",35.3356,1708
"185044",8229113,"2010-06-14 20:15:00.000",60.75,-14.25,3,329.0401283,"ICELAND","46FR",11.5702,11.2042,9.47,"9.22","5","","B","BGN60","60","0",11.5702,11.2042,9.47,"9.22",35.1944,1710
"185047",8229116,"2010-06-14 22:15:00.000",60.75,-14.75,1,416.0895596,"ICELAND","46FR",11.2142,11.1873,9.67,"9.22","5","","B","BGN60","60","0",11.2142,11.1873,9.67,"9.22",35.2464,1915
"185052",8229121,"2010-06-15 00:19:00.000",60.75,-15.25,4,474.318571,"ICELAND","46FR",11.367,11.2703,9.56,"9.48","5","","B","BGN60","60","0",11.367,11.2703,9.56,"9.48",35.2897,2103
"185056",8229125,"2010-06-15 06:45:00.000",61.75,-15.25,7,520.1119494,"ICELAND","46FR",11.5719,11.4718,9.26,"9","5","","B","BGN60","60","0",11.5719,11.4718,9.26,"9",35.1393,2180
"185058",8229127,"2010-06-15 08:37:00.000",61.75,-14.75,31,518.0953603,"ICELAND","46FR",11.23,11.2063,9.37,"8.97","5","","B","BGN60","60","0",11.23,11.2063,9.37,"8.97",35.2187,1903
"185063",8229132,"2010-06-15 10:28:00.000",61.75,-14.25,20,548.5122465,"ICELAND","46FR",10.9621,10.9559,9.33,"9.12","5","","B","BGN60","60","0",10.9621,10.9559,9.33,"9.12",35.2805,1807
"185068",8229137,"2010-06-15 12:21:00.000",61.75,-13.75,49,493.7282415,"ICELAND","46FR",11.2877,11.2823,9.44,"9.15","5","","B","BGN60","60","0",11.2877,11.2823,9.44,"9.15",35.2842,1520
"185073",8229142,"2010-06-15 14:14:00.000",61.75,-13.25,31,480.0322403,"ICELAND","46FR",11.617,10.0632,9.4,"9.32","5","","B","BGN60","60","0",11.617,10.0632,9.4,"9.32",35.297,1315
"185078",8229147,"2010-06-15 16:05:00.000",61.75,-12.75,41,399.8489118,"ICELAND","46FR",11.5934,11.5104,9.83,"9.44","5","","B","BGN60","60","0",11.5934,11.5104,9.83,"9.44",35.2926,1386
"185083",8229152,"2010-06-15 17:58:00.000",61.75,-12.25,4,225.8579839,"ICELAND","46FR",10.9114,10.8854,9.27,"9.29","5","","B","BGN60","60","0",10.9114,10.8854,9.27,"9.29",35.3019,1369
"185084",8229153,"2010-06-15 19:45:00.000",61.75,-11.75,1,484.4015167,"ICELAND","46FR",11.009,10.9886,9.49,"9.22","5","","B","BGN60","60","0",11.009,10.9886,9.49,"9.22",35.3274,1292
"185087",8229156,"2010-06-15 21:27:00.000",61.75,-11.25,3,513.2219365,"ICELAND","46FR",10.878,10.4703,9.2,"9.02","5","","B","BGN60","60","0",10.878,10.4703,9.2,"9.02",35.3014,1244
"185090",8229159,"2010-06-15 23:10:00.000",61.75,-10.75,2,520.1119494,"ICELAND","46FR",10.8325,10.7727,9.2,"9.05","5","","B","BGN60","60","0",10.8325,10.7727,9.2,"9.05",35.3072,1215
"185092",8229161,"2010-06-16 00:58:00.000",61.75,-10.25,2,539.5216199,"ICELAND","46FR",10.6242,10.4414,9.52,"9.18","5","","B","BGN60","60","0",10.6242,10.4414,9.52,"9.18",35.3189,1042
"185098",8229167,"2010-06-16 06:21:00.000",61.75,-8.75,1,675.2212643,"ICELAND","46FR",10.0467,9.831,9.35,"8.99","5","","B","BGN60","60","0",10.0467,9.831,9.35,"8.99",35.3157,754
"185099",8229168,"2010-06-16 08:10:00.000",61.75,-8.25,2,392.8147599,"ICELAND","46FR",9.8582,9.5555,8.74,"8.28","5","","B","BGN60","60","0",9.8582,9.5555,8.74,"8.28",35.3302,178
"185101",8229170,"2010-06-16 09:49:00.000",61.75,-7.75,6,300.2197085,"ICELAND","46FR",9.6709,9.3963,8.6,"8.45","5","","B","BGN60","60","0",9.6709,9.3963,8.6,"8.45",35.3332,195
"185103",8229172,"2010-06-17 03:49:00.000",60.75,-3.75,9,388.697557,"ICELAND","46FR",11.121,10.6875,8.72,"8","5","","B","BGN60","60","0",11.121,10.6875,8.72,"8",35.3543,744
"185107",8229176,"2010-06-17 05:40:00.000",60.75,-3.25,19,582.7942619,"ICELAND","46FR",11.024,10.4149,9.59,"8.59","5","","B","BGN60","60","0",11.024,10.4149,9.59,"8.59",35.3414,520
"185112",8229181,"2010-06-17 10:48:00.000",60.25,-3.25,32,279.8857679,"ICELAND","46FR",11.5491,11.4814,10.02,"9.42","5","","B","BGN60","60","0",11.5491,11.4814,10.02,"9.42",35.4011,135
"185116",8229185,"2010-06-17 12:58:00.000",60.25,-3.75,49,318.2849862,"ICELAND","46FR",11.4092,11.1883,10.01,"9.32","5","","B","BGN60","60","0",11.4092,11.1883,10.01,"9.32",35.3861,155
"185121",8229190,"2010-06-17 16:45:00.000",60.25,-4.75,4,455.2449987,"ICELAND","46FR",11.4043,11.2134,9.94,"9.72","5","","B","BGN60","60","0",11.4043,11.2134,9.94,"9.72",35.4178,694
"185125",8229194,"2010-06-17 18:09:00.000",60.25,-5.25,2,256.3588946,"ICELAND","46FR",10.42,10.1943,8.92,"8.55","5","","B","BGN60","60","0",10.42,10.1943,8.92,"8.55",35.3355,992
"185127",8229196,"2010-06-17 20:20:00.000",60.25,-5.75,2,616.2360319,"ICELAND","46FR",9.7988,9.5996,9.4,"9.06","5","","B","BGN60","60","0",9.7988,9.5996,9.4,"9.06",35.3342,973
"185129",8229198,"2010-06-17 22:12:00.000",60.25,-6.25,8,374.8335067,"ICELAND","46FR",11.4316,11.1692,9.96,"9.62","5","","B","BGN60","60","0",11.4316,11.1692,9.96,"9.62",35.4095,1114
"185134",8229203,"2010-06-17 23:42:00.000",60.25,-6.75,6,505.15558,"ICELAND","46FR",10.5312,10.1271,9.8,"9.42","5","","B","BGN60","60","0",10.5312,10.1271,9.8,"9.42",35.363,1190
"185137",8229206,"2010-06-18 01:39:00.000",60.25,-7.25,7,470.0333191,"ICELAND","46FR",10.351,10.1322,9.14,"8.79","5","","B","BGN60","60","0",10.351,10.1322,9.14,"8.79",35.353,1078
"185138",8229207,"2010-06-18 03:35:00.000",60.25,-7.75,12,436.5075246,"ICELAND","46FR",10.7385,10.6237,9.85,"9.38","5","","B","BGN60","60","0",10.7385,10.6237,9.85,"9.38",35.3488,686
"185140",8229209,"2010-06-18 05:21:00.000",60.25,-8.25,9,263.0808584,"ICELAND","46FR",10.8417,10.8091,10.47,"9.58","5","","B","BGN60","60","0",10.8417,10.8091,10.47,"9.58",35.3684,728
"185144",8229213,"2010-06-18 07:10:00.000",60.25,-8.75,4,445.3301021,"ICELAND","46FR",10.834,10.6887,9.91,"9.38","5","","B","BGN60","60","0",10.834,10.6887,9.91,"9.38",35.336,1041
"185148",8229217,"2010-06-18 09:01:00.000",60.25,-9.25,7,436.0033773,"ICELAND","46FR",11.1928,10.7543,9.92,"9.55","5","","B","BGN60","60","0",11.1928,10.7543,9.92,"9.55",35.3332,1629
"185153",8229222,"2010-06-18 10:53:00.000",60.25,-9.75,1,295.2622602,"ICELAND","46FR",11.6559,10.7777,9.55,"9.35","5","","B","BGN60","60","0",11.6559,10.7777,9.55,"9.35",35.3522,1101
"185155",8229224,"2010-06-18 12:42:00.000",60.25,-10.25,30,217.9596764,"ICELAND","46FR",12.2818,11.4927,10,"9.29","5","","B","BGN60","60","0",12.2818,11.4927,10,"9.29",35.3377,1030
