"","la","lo","t","eggs","stage","a.0","a.1"
"2113",51.532,-3.903,110.5,0,2,2.4,3.4
"2213",51.379,-3.901,110.5,0,2,2.4,3.4
"2313",51.242,-3.89,110.5,0,2,2.4,3.4
"2413",51.226,-4.146,110.5,0,2,2.4,3.4
"2513",51.225,-4.137,110.5,0,2,2.4,3.4
"2613",51.129,-4.381,110.5,0,2,2.4,3.4
"2713",51.134,-4.647,110.5,0,2,2.4,3.4
"2813",51.194,-4.9,110.5,0.806,2,2.4,3.4
"2913",51.075,-4.901,110.5,0,2,2.4,3.4
"3013",51.083,-5.149,110.5,0,2,2.4,3.4
"3113",51.206,-5.126,110.5,0.956,2,2.4,3.4
"3213",51.147,-5.37,110.5,0,2,2.4,3.4
"3313",51.143,-5.611,110.5,0,2,2.4,3.4
"3413",51.129,-5.866,110.5,0,2,2.4,3.4
"3513",51.143,-6.102,110.5,0,2,2.4,3.4
"3613",51.151,-6.36,110.5,0,2,2.4,3.4
"3713",51.142,-6.606,110.5,0,2,2.4,3.4
"3813",50.901,-6.635,110.5,0,2,2.4,3.4
"3913",50.903,-6.364,110.5,0,2,2.4,3.4
"4013",50.891,-6.12,110.5,0,2,2.4,3.4
"4113",50.896,-5.864,110.5,0,2,2.4,3.4
"4213",50.959,-5.626,110.5,0,2,2.4,3.4
"4313",50.957,-5.371,110.5,0,2,2.4,3.4
"4413",50.958,-5.117,110.5,0.657,2,2.4,3.4
"4513",50.934,-4.903,110.5,0,2,2.4,3.4
"4613",50.942,-4.622,110.5,0,2,2.4,3.4
"4713",50.834,-4.615,110.5,0.149,2,2.4,3.4
"4813",50.728,-4.695,110.5,0,2,2.4,3.4
"4913",50.618,-4.878,110.5,0,2,2.4,3.4
"5013",50.676,-4.875,110.5,0.18,2,2.4,3.4
"5113",50.816,-4.865,110.5,0.736,2,2.4,3.4
"5213",50.818,-5.102,110.5,0.178,2,2.4,3.4
"5313",50.817,-5.346,110.5,0,2,2.4,3.4
"5413",50.825,-5.609,110.5,0,2,2.4,3.4
"5513",50.687,-5.908,110.5,0,2,2.4,3.4
"5613",50.684,-5.652,110.5,0,2,2.4,3.4
"5713",50.683,-5.394,110.5,0.695,2,2.4,3.4
"5813",50.693,-5.141,110.5,0.992,2,2.4,3.4
"5913",50.576,-5.11,110.5,0,2,2.4,3.4
"6013",50.568,-5.354,110.5,1.056,2,2.4,3.4
"6113",50.566,-5.596,110.5,0.871,2,2.4,3.4
"6213",50.564,-5.843,110.5,0.187,2,2.4,3.4
"6313",50.623,-6.097,110.5,0,2,2.4,3.4
"6413",50.626,-6.35,110.5,0,2,2.4,3.4
"6513",50.653,-6.624,110.5,0,2,2.4,3.4
"6613",50.397,-6.628,110.5,0,2,2.4,3.4
"6713",50.436,-6.396,110.5,0,2,2.4,3.4
"6812",50.451,-6.127,110.5,0,2,2.4,3.4
"6912",50.443,-5.874,110.5,0,2,2.4,3.4
"7012",50.443,-5.63,110.5,0,2,2.4,3.4
"7112",50.459,-5.39,110.5,3.275,2,2.4,3.4
"7212",50.457,-5.154,110.5,0,2,2.4,3.4
"7312",50.366,-5.243,110.5,0,2,2.4,3.4
"7412",50.325,-5.356,110.5,0.546,2,2.4,3.4
"7512",50.234,-5.47,110.5,0,2,2.4,3.4
"7612",50.193,-5.652,110.5,0.405,2,2.4,3.4
"7712",50.318,-5.606,110.5,0,2,2.4,3.4
"7812",50.322,-5.853,110.5,0,2,2.4,3.4
"7912",50.193,-5.863,110.5,0,2,2.4,3.4
"8012",50.177,-6.123,110.5,0,2,2.4,3.4
"8112",50.294,-6.129,110.5,0.339,2,2.4,3.4
"8212",50.332,-6.379,110.5,0,2,2.4,3.4
"8312",50.142,-6.4,110.5,0,2,2.4,3.4
"8411",50.068,-6.152,110.5,1.365,2,2.4,3.4
"8511",50.05,-5.877,110.5,0.863,2,2.4,3.4
"1123",51.6,-4.438,110.5,0,3,3.4,6.2
"2123",51.626,-4.643,110.5,0,3,3.4,6.2
"3123",51.577,-4.869,110.5,0,3,3.4,6.2
"4123",51.61,-5.172,110.5,0,3,3.4,6.2
"5123",51.634,-5.4,110.5,0,3,3.4,6.2
"6123",51.639,-5.638,110.5,0,3,3.4,6.2
"7122",51.636,-5.873,110.5,0,3,3.4,6.2
"871",51.638,-6.159,110.5,0,3,3.4,6.2
"923",51.642,-6.356,110.5,2.576,3,3.4,6.2
"1023",51.376,-6.665,110.5,0,3,3.4,6.2
"1133",51.377,-6.409,110.5,0,3,3.4,6.2
"1223",51.377,-6.158,110.5,0,3,3.4,6.2
"1323",51.375,-5.912,110.5,0,3,3.4,6.2
"1423",51.373,-5.656,110.5,0.951,3,3.4,6.2
"1523",51.373,-5.406,110.5,0.854,3,3.4,6.2
"1623",51.374,-5.149,110.5,0.164,3,3.4,6.2
"1723",51.377,-4.898,110.5,0.168,3,3.4,6.2
"1823",51.374,-4.652,110.5,0,3,3.4,6.2
"1923",51.378,-4.403,110.5,0.129,3,3.4,6.2
"2023",51.376,-4.154,110.5,0,3,3.4,6.2
"2133",51.532,-3.903,110.5,0,3,3.4,6.2
"2223",51.379,-3.901,110.5,0,3,3.4,6.2
"2323",51.242,-3.89,110.5,0,3,3.4,6.2
"2423",51.226,-4.146,110.5,0,3,3.4,6.2
"2523",51.225,-4.137,110.5,0,3,3.4,6.2
"2623",51.129,-4.381,110.5,0,3,3.4,6.2
"2723",51.134,-4.647,110.5,0,3,3.4,6.2
"2823",51.194,-4.9,110.5,1.343,3,3.4,6.2
"2923",51.075,-4.901,110.5,0,3,3.4,6.2
"3023",51.083,-5.149,110.5,1.682,3,3.4,6.2
"3133",51.206,-5.126,110.5,0,3,3.4,6.2
"3223",51.147,-5.37,110.5,0.934,3,3.4,6.2
"3323",51.143,-5.611,110.5,0.466,3,3.4,6.2
"3423",51.129,-5.866,110.5,0,3,3.4,6.2
"3523",51.143,-6.102,110.5,0,3,3.4,6.2
"3623",51.151,-6.36,110.5,0,3,3.4,6.2
"3723",51.142,-6.606,110.5,0,3,3.4,6.2
"3823",50.901,-6.635,110.5,0,3,3.4,6.2
"3923",50.903,-6.364,110.5,0,3,3.4,6.2
"4023",50.891,-6.12,110.5,0,3,3.4,6.2
"4133",50.896,-5.864,110.5,0,3,3.4,6.2
"4223",50.959,-5.626,110.5,0,3,3.4,6.2
"4323",50.957,-5.371,110.5,0,3,3.4,6.2
"4423",50.958,-5.117,110.5,0.328,3,3.4,6.2
"4523",50.934,-4.903,110.5,0,3,3.4,6.2
"4623",50.942,-4.622,110.5,0,3,3.4,6.2
"4723",50.834,-4.615,110.5,0,3,3.4,6.2
"4823",50.728,-4.695,110.5,0,3,3.4,6.2
"4923",50.618,-4.878,110.5,0.936,3,3.4,6.2
"5023",50.676,-4.875,110.5,0,3,3.4,6.2
"5133",50.816,-4.865,110.5,0.184,3,3.4,6.2
"5223",50.818,-5.102,110.5,0,3,3.4,6.2
"5323",50.817,-5.346,110.5,0,3,3.4,6.2
"5423",50.825,-5.609,110.5,0,3,3.4,6.2
"5523",50.687,-5.908,110.5,0.292,3,3.4,6.2
"5623",50.684,-5.652,110.5,0,3,3.4,6.2
"5723",50.683,-5.394,110.5,0.521,3,3.4,6.2
"5823",50.693,-5.141,110.5,1.785,3,3.4,6.2
"5923",50.576,-5.11,110.5,1.771,3,3.4,6.2
"6023",50.568,-5.354,110.5,0.352,3,3.4,6.2
"6133",50.566,-5.596,110.5,0,3,3.4,6.2
"6223",50.564,-5.843,110.5,0.375,3,3.4,6.2
"6323",50.623,-6.097,110.5,0,3,3.4,6.2
"6423",50.626,-6.35,110.5,0,3,3.4,6.2
"6523",50.653,-6.624,110.5,0,3,3.4,6.2
"6623",50.397,-6.628,110.5,0,3,3.4,6.2
"6723",50.436,-6.396,110.5,0,3,3.4,6.2
"6822",50.451,-6.127,110.5,0,3,3.4,6.2
"6922",50.443,-5.874,110.5,0,3,3.4,6.2
"7022",50.443,-5.63,110.5,0,3,3.4,6.2
"7132",50.459,-5.39,110.5,5.171,3,3.4,6.2
"7222",50.457,-5.154,110.5,0,3,3.4,6.2
"7322",50.366,-5.243,110.5,0,3,3.4,6.2
"7422",50.325,-5.356,110.5,0.182,3,3.4,6.2
"7522",50.234,-5.47,110.5,0,3,3.4,6.2
"7622",50.193,-5.652,110.5,0.405,3,3.4,6.2
"7722",50.318,-5.606,110.5,0,3,3.4,6.2
"7822",50.322,-5.853,110.5,0,3,3.4,6.2
"7922",50.193,-5.863,110.5,0.365,3,3.4,6.2
"8022",50.177,-6.123,110.5,0,3,3.4,6.2
"8122",50.294,-6.129,110.5,0,3,3.4,6.2
"8221",50.332,-6.379,110.5,0,3,3.4,6.2
"8321",50.142,-6.4,110.5,0,3,3.4,6.2
"8421",50.068,-6.152,110.5,0,3,3.4,6.2
"852",50.05,-5.877,110.5,0,3,3.4,6.2
"1143",51.6,-4.438,110.5,0,4,6.2,8.4
"2143",51.626,-4.643,110.5,0,4,6.2,8.4
"3143",51.577,-4.869,110.5,0,4,6.2,8.4
"4143",51.61,-5.172,110.5,0,4,6.2,8.4
"5143",51.634,-5.4,110.5,0,4,6.2,8.4
"6142",51.639,-5.638,110.5,0,4,6.2,8.4
"7142",51.636,-5.873,110.5,0,4,6.2,8.4
"881",51.638,-6.159,110.5,0,4,6.2,8.4
"933",51.642,-6.356,110.5,2.232,4,6.2,8.4
"1033",51.376,-6.665,110.5,0,4,6.2,8.4
"1153",51.377,-6.409,110.5,0,4,6.2,8.4
"1233",51.377,-6.158,110.5,0,4,6.2,8.4
"1333",51.375,-5.912,110.5,0,4,6.2,8.4
"1433",51.373,-5.656,110.5,0.951,4,6.2,8.4
"1533",51.373,-5.406,110.5,0,4,6.2,8.4
"1633",51.374,-5.149,110.5,0.164,4,6.2,8.4
"1733",51.377,-4.898,110.5,0.168,4,6.2,8.4
"1833",51.374,-4.652,110.5,0.147,4,6.2,8.4
"1933",51.378,-4.403,110.5,0,4,6.2,8.4
"2033",51.376,-4.154,110.5,0,4,6.2,8.4
"2153",51.532,-3.903,110.5,0,4,6.2,8.4
"2233",51.379,-3.901,110.5,0,4,6.2,8.4
"2333",51.242,-3.89,110.5,0,4,6.2,8.4
"2433",51.226,-4.146,110.5,0,4,6.2,8.4
"2533",51.225,-4.137,110.5,0,4,6.2,8.4
"2633",51.129,-4.381,110.5,0,4,6.2,8.4
"2733",51.134,-4.647,110.5,0,4,6.2,8.4
"2833",51.194,-4.9,110.5,0.537,4,6.2,8.4
"2933",51.075,-4.901,110.5,0.32,4,6.2,8.4
"3033",51.083,-5.149,110.5,0,4,6.2,8.4
"3153",51.206,-5.126,110.5,0,4,6.2,8.4
"3233",51.147,-5.37,110.5,0,4,6.2,8.4
"3333",51.143,-5.611,110.5,0.233,4,6.2,8.4
"3433",51.129,-5.866,110.5,0,4,6.2,8.4
"3533",51.143,-6.102,110.5,0,4,6.2,8.4
"3633",51.151,-6.36,110.5,0,4,6.2,8.4
"3733",51.142,-6.606,110.5,0,4,6.2,8.4
"3833",50.901,-6.635,110.5,0,4,6.2,8.4
"3933",50.903,-6.364,110.5,0,4,6.2,8.4
"4033",50.891,-6.12,110.5,0,4,6.2,8.4
"4153",50.896,-5.864,110.5,0,4,6.2,8.4
"4233",50.959,-5.626,110.5,0,4,6.2,8.4
"4333",50.957,-5.371,110.5,0,4,6.2,8.4
"4433",50.958,-5.117,110.5,0.492,4,6.2,8.4
"4533",50.934,-4.903,110.5,0,4,6.2,8.4
"4633",50.942,-4.622,110.5,0,4,6.2,8.4
"4733",50.834,-4.615,110.5,0,4,6.2,8.4
"4833",50.728,-4.695,110.5,0,4,6.2,8.4
"4933",50.618,-4.878,110.5,1.203,4,6.2,8.4
"5033",50.676,-4.875,110.5,0.36,4,6.2,8.4
"5153",50.816,-4.865,110.5,0.368,4,6.2,8.4
"5233",50.818,-5.102,110.5,1.784,4,6.2,8.4
"5333",50.817,-5.346,110.5,0.815,4,6.2,8.4
"5433",50.825,-5.609,110.5,0,4,6.2,8.4
"5533",50.687,-5.908,110.5,0,4,6.2,8.4
"5633",50.684,-5.652,110.5,0.167,4,6.2,8.4
"5733",50.683,-5.394,110.5,1.042,4,6.2,8.4
"5833",50.693,-5.141,110.5,2.975,4,6.2,8.4
"5933",50.576,-5.11,110.5,1.377,4,6.2,8.4
"6033",50.568,-5.354,110.5,0.704,4,6.2,8.4
"6152",50.566,-5.596,110.5,0,4,6.2,8.4
"6233",50.564,-5.843,110.5,0.187,4,6.2,8.4
"6333",50.623,-6.097,110.5,0,4,6.2,8.4
"6433",50.626,-6.35,110.5,0,4,6.2,8.4
"6533",50.653,-6.624,110.5,0,4,6.2,8.4
"6633",50.397,-6.628,110.5,0,4,6.2,8.4
"6733",50.436,-6.396,110.5,0,4,6.2,8.4
"6832",50.451,-6.127,110.5,0,4,6.2,8.4
"6932",50.443,-5.874,110.5,0.354,4,6.2,8.4
"7032",50.443,-5.63,110.5,0,4,6.2,8.4
"7152",50.459,-5.39,110.5,1.896,4,6.2,8.4
"7232",50.457,-5.154,110.5,0.751,4,6.2,8.4
"7332",50.366,-5.243,110.5,0,4,6.2,8.4
"7432",50.325,-5.356,110.5,0,4,6.2,8.4
"7532",50.234,-5.47,110.5,0,4,6.2,8.4
"7632",50.193,-5.652,110.5,0,4,6.2,8.4
"7732",50.318,-5.606,110.5,2.641,4,6.2,8.4
"7832",50.322,-5.853,110.5,0,4,6.2,8.4
"7932",50.193,-5.863,110.5,0,4,6.2,8.4
"8032",50.177,-6.123,110.5,0.821,4,6.2,8.4
"8132",50.294,-6.129,110.5,0,4,6.2,8.4
"8231",50.332,-6.379,110.5,0,4,6.2,8.4
"8331",50.142,-6.4,110.5,0,4,6.2,8.4
"8431",50.068,-6.152,110.5,0,4,6.2,8.4
"853",50.05,-5.877,110.5,0,4,6.2,8.4
"127",50.052,-5.875,140.5,0,1,0,2
"227",50.07,-6.108,140.5,0.199,1,0,2
"327",50.122,-6.363,140.5,0,1,0,2
"427",50.188,-6.146,140.5,0.241,1,0,2
"527",50.186,-5.89,140.5,0,1,0,2
"627",50.184,-5.693,140.5,0.377,1,0,2
"727",50.235,-5.475,140.5,0,1,0,2
"810",50.314,-5.38,140.5,0.88,1,0,2
"97",50.354,-5.241,140.5,0.228,1,0,2
"107",50.449,-5.16,140.5,0,1,0,2
"1114",50.564,-5.127,140.5,0,1,0,2
"128",50.619,-4.871,140.5,0,1,0,2
"137",50.685,-4.883,140.5,0,1,0,2
"147",50.715,-4.702,140.5,0,1,0,2
"157",50.818,-4.626,140.5,0,1,0,2
"167",50.925,-4.626,140.5,0,1,0,2
"177",51.125,-4.647,140.5,0,1,0,2
"187",51.121,-4.379,140.5,0,1,0,2
"197",51.224,-4.132,140.5,0,1,0,2
"207",51.247,-3.891,140.5,0,1,0,2
"2114",51.366,-3.877,140.5,0,1,0,2
"228",51.53,-3.87,140.5,0,1,0,2
"237",51.375,-4.117,140.5,0,1,0,2
"247",51.375,-4.354,140.5,0,1,0,2
"257",51.596,-4.407,140.5,0,1,0,2
"267",51.631,-4.624,140.5,0.299,1,0,2
"277",51.583,-4.833,140.5,0,1,0,2
"287",51.605,-5.142,140.5,0,1,0,2
"297",51.625,-5.356,140.5,0,1,0,2
"307",51.625,-5.614,140.5,0,1,0,2
"3114",51.625,-5.861,140.5,0,1,0,2
"328",51.626,-6.107,140.5,0,1,0,2
"337",51.636,-6.365,140.5,0,1,0,2
"347",51.377,-6.648,140.5,0,1,0,2
"357",51.376,-6.4,140.5,0,1,0,2
"367",51.375,-6.144,140.5,0,1,0,2
"377",51.374,-5.905,140.5,0,1,0,2
"387",51.376,-5.644,140.5,0,1,0,2
"397",51.376,-5.396,140.5,0,1,0,2
"407",51.376,-5.145,140.5,0.36,1,0,2
"4114",51.376,-4.891,140.5,0.161,1,0,2
"428",51.382,-4.618,140.5,0,1,0,2
"437",51.2,-4.875,140.5,0.709,1,0,2
"447",51.066,-4.869,140.5,0,1,0,2
"457",51.067,-5.113,140.5,0,1,0,2
"467",51.188,-5.114,140.5,0,1,0,2
"477",51.125,-5.363,140.5,0,1,0,2
"487",51.124,-5.604,140.5,0,1,0,2
"497",51.126,-5.849,140.5,0,1,0,2
"507",51.125,-6.12,140.5,0,1,0,2
"5114",51.125,-6.357,140.5,0,1,0,2
"528",51.134,-6.625,140.5,0,1,0,2
"537",50.876,-6.648,140.5,0,1,0,2
"547",50.874,-6.399,140.5,0,1,0,2
"557",50.874,-6.153,140.5,0,1,0,2
"567",50.876,-5.908,140.5,0,1,0,2
"577",50.794,-5.623,140.5,0,1,0,2
"587",50.936,-5.653,140.5,0,1,0,2
"597",50.942,-5.371,140.5,0,1,0,2
"607",50.812,-5.39,140.5,0,1,0,2
"6114",50.808,-5.125,140.5,0,1,0,2
"628",50.935,-5.14,140.5,0,1,0,2
"637",50.946,-4.875,140.5,0,1,0,2
"647",50.824,-4.865,140.5,0,1,0,2
"657",50.681,-5.105,140.5,0,1,0,2
"667",50.691,-5.374,140.5,0,1,0,2
"677",50.567,-5.362,140.5,0,1,0,2
"687",50.557,-5.632,140.5,0,1,0,2
"697",50.688,-5.604,140.5,0,1,0,2
"706",50.691,-5.88,140.5,0,1,0,2
"7113",50.555,-5.861,140.5,0.4,1,0,2
"728",50.627,-6.107,140.5,0,1,0,2
"737",50.627,-6.357,140.5,0,1,0,2
"746",50.636,-6.636,140.5,0,1,0,2
"756",50.437,-6.398,140.5,0,1,0,2
"766",50.432,-6.154,140.5,0,1,0,2
"776",50.434,-5.902,140.5,0,1,0,2
"786",50.432,-5.651,140.5,0,1,0,2
"796",50.435,-5.363,140.5,0,1,0,2
"806",50.32,-5.609,140.5,0,1,0,2
"817",50.323,-5.854,140.5,0,1,0,2
"826",50.317,-6.107,140.5,0,1,0,2
"836",50.313,-6.358,140.5,0,1,0,2
"846",50.386,-6.62,140.5,0,1,0,2
"1104",50.052,-5.875,140.5,0,2,2,2.8
"2104",50.07,-6.108,140.5,0,2,2,2.8
"3104",50.122,-6.363,140.5,0.24,2,2,2.8
"4104",50.188,-6.146,140.5,0,2,2,2.8
"5104",50.186,-5.89,140.5,0,2,2,2.8
"6104",50.184,-5.693,140.5,0,2,2,2.8
"7103",50.235,-5.475,140.5,0,2,2,2.8
"855",50.314,-5.38,140.5,0,2,2,2.8
"914",50.354,-5.241,140.5,0,2,2,2.8
"1014",50.449,-5.16,140.5,0,2,2,2.8
"1115",50.564,-5.127,140.5,0,2,2,2.8
"1214",50.619,-4.871,140.5,0,2,2,2.8
"1314",50.685,-4.883,140.5,0,2,2,2.8
"1414",50.715,-4.702,140.5,0,2,2,2.8
"1514",50.818,-4.626,140.5,0,2,2,2.8
"1614",50.925,-4.626,140.5,0,2,2,2.8
"1714",51.125,-4.647,140.5,0,2,2,2.8
"1814",51.121,-4.379,140.5,0,2,2,2.8
"1914",51.224,-4.132,140.5,0,2,2,2.8
"2014",51.247,-3.891,140.5,0,2,2,2.8
"2115",51.366,-3.877,140.5,0,2,2,2.8
"2214",51.53,-3.87,140.5,0,2,2,2.8
"2314",51.375,-4.117,140.5,0,2,2,2.8
"2414",51.375,-4.354,140.5,0,2,2,2.8
"2514",51.596,-4.407,140.5,0,2,2,2.8
"2614",51.631,-4.624,140.5,0,2,2,2.8
"2714",51.583,-4.833,140.5,0,2,2,2.8
"2814",51.605,-5.142,140.5,0,2,2,2.8
"2914",51.625,-5.356,140.5,0,2,2,2.8
"3014",51.625,-5.614,140.5,0,2,2,2.8
"3115",51.625,-5.861,140.5,0,2,2,2.8
"3214",51.626,-6.107,140.5,0,2,2,2.8
"3314",51.636,-6.365,140.5,0,2,2,2.8
"3414",51.377,-6.648,140.5,0,2,2,2.8
"3514",51.376,-6.4,140.5,0,2,2,2.8
"3614",51.375,-6.144,140.5,0,2,2,2.8
"3714",51.374,-5.905,140.5,0,2,2,2.8
"3814",51.376,-5.644,140.5,0,2,2,2.8
"3914",51.376,-5.396,140.5,0,2,2,2.8
"4014",51.376,-5.145,140.5,0.18,2,2,2.8
"4115",51.376,-4.891,140.5,0,2,2,2.8
"4214",51.382,-4.618,140.5,0,2,2,2.8
"4314",51.2,-4.875,140.5,0,2,2,2.8
"4414",51.066,-4.869,140.5,0,2,2,2.8
"4514",51.067,-5.113,140.5,0,2,2,2.8
"4614",51.188,-5.114,140.5,0.189,2,2,2.8
"4714",51.125,-5.363,140.5,0,2,2,2.8
"4814",51.124,-5.604,140.5,0,2,2,2.8
"4914",51.126,-5.849,140.5,0,2,2,2.8
"5014",51.125,-6.12,140.5,0,2,2,2.8
"5115",51.125,-6.357,140.5,0,2,2,2.8
"5214",51.134,-6.625,140.5,0,2,2,2.8
"5314",50.876,-6.648,140.5,0,2,2,2.8
"5414",50.874,-6.399,140.5,0,2,2,2.8
"5514",50.874,-6.153,140.5,0,2,2,2.8
"5614",50.876,-5.908,140.5,0,2,2,2.8
"5714",50.794,-5.623,140.5,0,2,2,2.8
"5814",50.936,-5.653,140.5,0,2,2,2.8
"5914",50.942,-5.371,140.5,0.162,2,2,2.8
"6014",50.812,-5.39,140.5,0,2,2,2.8
"6115",50.808,-5.125,140.5,0,2,2,2.8
"6214",50.935,-5.14,140.5,0,2,2,2.8
"6314",50.946,-4.875,140.5,0,2,2,2.8
"6414",50.824,-4.865,140.5,0,2,2,2.8
"6514",50.681,-5.105,140.5,0,2,2,2.8
"6614",50.691,-5.374,140.5,0,2,2,2.8
"6714",50.567,-5.362,140.5,0,2,2,2.8
"6813",50.557,-5.632,140.5,0,2,2,2.8
"6913",50.688,-5.604,140.5,0,2,2,2.8
"7013",50.691,-5.88,140.5,0,2,2,2.8
"7114",50.555,-5.861,140.5,0,2,2,2.8
"7213",50.627,-6.107,140.5,0,2,2,2.8
"7313",50.627,-6.357,140.5,0,2,2,2.8
"7413",50.636,-6.636,140.5,0,2,2,2.8
"7513",50.437,-6.398,140.5,0,2,2,2.8
"7613",50.432,-6.154,140.5,0,2,2,2.8
"7713",50.434,-5.902,140.5,0,2,2,2.8
"7813",50.432,-5.651,140.5,0,2,2,2.8
"7913",50.435,-5.363,140.5,0,2,2,2.8
"8013",50.32,-5.609,140.5,0,2,2,2.8
"8113",50.323,-5.854,140.5,0,2,2,2.8
"8213",50.317,-6.107,140.5,0,2,2,2.8
"8313",50.313,-6.358,140.5,0,2,2,2.8
"8412",50.386,-6.62,140.5,0,2,2,2.8
"1124",50.052,-5.875,140.5,0,3,2.8,4.8
"2124",50.07,-6.108,140.5,0,3,2.8,4.8
"3124",50.122,-6.363,140.5,0,3,2.8,4.8
"4124",50.188,-6.146,140.5,0,3,2.8,4.8
"5124",50.186,-5.89,140.5,0,3,2.8,4.8
"6124",50.184,-5.693,140.5,0,3,2.8,4.8
"7123",50.235,-5.475,140.5,0,3,2.8,4.8
"862",50.314,-5.38,140.5,0.22,3,2.8,4.8
"924",50.354,-5.241,140.5,0,3,2.8,4.8
"1024",50.449,-5.16,140.5,0,3,2.8,4.8
"1134",50.564,-5.127,140.5,0,3,2.8,4.8
"1224",50.619,-4.871,140.5,0,3,2.8,4.8
"1324",50.685,-4.883,140.5,0.354,3,2.8,4.8
"1424",50.715,-4.702,140.5,0,3,2.8,4.8
"1524",50.818,-4.626,140.5,0,3,2.8,4.8
"1624",50.925,-4.626,140.5,0,3,2.8,4.8
"1724",51.125,-4.647,140.5,0,3,2.8,4.8
"1824",51.121,-4.379,140.5,0,3,2.8,4.8
"1924",51.224,-4.132,140.5,0,3,2.8,4.8
"2024",51.247,-3.891,140.5,0,3,2.8,4.8
"2134",51.366,-3.877,140.5,0,3,2.8,4.8
"2224",51.53,-3.87,140.5,0,3,2.8,4.8
"2324",51.375,-4.117,140.5,0,3,2.8,4.8
"2424",51.375,-4.354,140.5,0,3,2.8,4.8
"2524",51.596,-4.407,140.5,0,3,2.8,4.8
"2624",51.631,-4.624,140.5,0,3,2.8,4.8
"2724",51.583,-4.833,140.5,0,3,2.8,4.8
"2824",51.605,-5.142,140.5,0,3,2.8,4.8
"2924",51.625,-5.356,140.5,0,3,2.8,4.8
"3024",51.625,-5.614,140.5,0,3,2.8,4.8
"3134",51.625,-5.861,140.5,0,3,2.8,4.8
"3224",51.626,-6.107,140.5,0,3,2.8,4.8
"3324",51.636,-6.365,140.5,0,3,2.8,4.8
"3424",51.377,-6.648,140.5,0,3,2.8,4.8
"3524",51.376,-6.4,140.5,0,3,2.8,4.8
"3624",51.375,-6.144,140.5,0,3,2.8,4.8
"3724",51.374,-5.905,140.5,0,3,2.8,4.8
"3824",51.376,-5.644,140.5,0,3,2.8,4.8
"3924",51.376,-5.396,140.5,0,3,2.8,4.8
"4024",51.376,-5.145,140.5,0,3,2.8,4.8
"4134",51.376,-4.891,140.5,0,3,2.8,4.8
"4224",51.382,-4.618,140.5,0,3,2.8,4.8
"4324",51.2,-4.875,140.5,0,3,2.8,4.8
"4424",51.066,-4.869,140.5,0,3,2.8,4.8
"4524",51.067,-5.113,140.5,0,3,2.8,4.8
"4624",51.188,-5.114,140.5,0,3,2.8,4.8
"4724",51.125,-5.363,140.5,0,3,2.8,4.8
"4824",51.124,-5.604,140.5,0,3,2.8,4.8
"4924",51.126,-5.849,140.5,0,3,2.8,4.8
"5024",51.125,-6.12,140.5,0,3,2.8,4.8
"5134",51.125,-6.357,140.5,0,3,2.8,4.8
"5224",51.134,-6.625,140.5,0,3,2.8,4.8
"5324",50.876,-6.648,140.5,0,3,2.8,4.8
"5424",50.874,-6.399,140.5,0,3,2.8,4.8
"5524",50.874,-6.153,140.5,0,3,2.8,4.8
"5624",50.876,-5.908,140.5,0,3,2.8,4.8
"5724",50.794,-5.623,140.5,0,3,2.8,4.8
"5824",50.936,-5.653,140.5,0,3,2.8,4.8
"5924",50.942,-5.371,140.5,0,3,2.8,4.8
"6024",50.812,-5.39,140.5,0,3,2.8,4.8
"6134",50.808,-5.125,140.5,0,3,2.8,4.8
"6224",50.935,-5.14,140.5,0,3,2.8,4.8
"6324",50.946,-4.875,140.5,0,3,2.8,4.8
"6424",50.824,-4.865,140.5,0,3,2.8,4.8
"6524",50.681,-5.105,140.5,0,3,2.8,4.8
"6624",50.691,-5.374,140.5,0,3,2.8,4.8
"6724",50.567,-5.362,140.5,0,3,2.8,4.8
"6823",50.557,-5.632,140.5,0,3,2.8,4.8
"6923",50.688,-5.604,140.5,0,3,2.8,4.8
"7023",50.691,-5.88,140.5,0,3,2.8,4.8
"7133",50.555,-5.861,140.5,0.2,3,2.8,4.8
"7223",50.627,-6.107,140.5,0,3,2.8,4.8
"7323",50.627,-6.357,140.5,0,3,2.8,4.8
"7423",50.636,-6.636,140.5,0,3,2.8,4.8
"7523",50.437,-6.398,140.5,0,3,2.8,4.8
"7623",50.432,-6.154,140.5,0,3,2.8,4.8
"7723",50.434,-5.902,140.5,0,3,2.8,4.8
"7823",50.432,-5.651,140.5,0,3,2.8,4.8
"7923",50.435,-5.363,140.5,0,3,2.8,4.8
"8023",50.32,-5.609,140.5,0,3,2.8,4.8
"8123",50.323,-5.854,140.5,0,3,2.8,4.8
"8222",50.317,-6.107,140.5,0.213,3,2.8,4.8
"8322",50.313,-6.358,140.5,0,3,2.8,4.8
"8422",50.386,-6.62,140.5,0,3,2.8,4.8
"1144",50.052,-5.875,140.5,0,4,4.8,6.4
"2144",50.07,-6.108,140.5,0,4,4.8,6.4
"3144",50.122,-6.363,140.5,0,4,4.8,6.4
"4144",50.188,-6.146,140.5,0,4,4.8,6.4
"5144",50.186,-5.89,140.5,0,4,4.8,6.4
"6143",50.184,-5.693,140.5,0,4,4.8,6.4
"7143",50.235,-5.475,140.5,0,4,4.8,6.4
"872",50.314,-5.38,140.5,0,4,4.8,6.4
"934",50.354,-5.241,140.5,0,4,4.8,6.4
