"","ID","DT","la","lo","count","vol","country","ship","T.surf","T.20","T.50","T.100","period","d","gear.sub","gear","opening","wind","T1.surf","T1.20","T1.50","T1.100","Sal20"
"782",8227310,"2010-04-25 16:53:00.000",56.75,-19.31,0,193.2126581,"Scotland","748S",NA,9.8766,NA,"","3","","G7","Gulf7","20","0",NA,9.8766,NA,"",35.26475
"783",8227312,"2010-04-25 18:54:00.000",56.75,-18.79,0,41.06193455,"Scotland","748S",NA,9.927,NA,"","3","","G7","Gulf7","20","0",NA,9.927,NA,"",35.328
"784",8227317,"2010-04-25 21:02:00.000",56.75,-18.28,0,189.8101625,"Scotland","748S",10.0766,10.0712,9.9628,"na","3","","G7","Gulf7","20","0",10.0766,10.0712,9.9628,"na",35.3838
"785",8227326,"2010-04-26 01:01:00.000",56.75,-17.29,0,115.2713032,"Scotland","748S",10.1773,10.1739,9.8382,"9.8564","3","","G7","Gulf7","20","0",10.1773,10.1739,9.8382,"9.8564",35.3311
"786",8227331,"2010-04-26 02:55:00.000",56.75,-16.79,0,174.2821825,"Scotland","748S",10.1434,10.1149,9.8987,"9.8227","3","","G7","Gulf7","20","0",10.1434,10.1149,9.8987,"9.8227",35.3577
"787",8227335,"2010-04-26 04:48:00.000",56.75,-16.3,0,174.4505922,"Scotland","748S",10.0931,9.9348,9.8635,"9.7741","3","","G7","Gulf7","20","0",10.0931,9.9348,9.8635,"9.7741",35.3697
"788",8227339,"2010-04-26 06:47:00.000",56.75,-15.8,0,174.6190019,"Scotland","748S",10.0991,10.0721,9.8629,"9.7202","3","","G7","Gulf7","20","0",10.0991,10.0721,9.8629,"9.7202",35.3582
"789",8227353,"2010-04-26 12:46:00.000",56.75,-14.3,0,175.124231,"Scotland","748S",9.236,9.789,9.8388,"9.3934","3","","G7","Gulf7","20","0",9.236,9.789,9.8388,"9.3934",35.3798
"790",8227358,"2010-04-26 14:36:00.000",56.75,-13.81,0,175.2926408,"Scotland","748S",10.5769,10.4119,10.3297,"10.2744","3","","G7","Gulf7","20","0",10.5769,10.4119,10.3297,"10.2744",35.4368
"791",8227363,"2010-04-26 16:32:00.000",56.75,-13.31,0,175.4610505,"Scotland","748S",10.4869,10.4325,10.241,"10.1378","3","","G7","Gulf7","20","0",10.4869,10.4325,10.241,"10.1378",35.4449
"792",8227368,"2010-04-26 18:27:00.000",56.75,-12.79,0,175.6294602,"Scotland","748S",10.3654,10.2178,10.0943,"10.0299","3","","G7","Gulf7","20","0",10.3654,10.2178,10.0943,"10.0299",35.4524
"793",8227373,"2010-04-26 20:22:00.000",56.75,-12.3,0,175.7978699,"Scotland","748S",10.4398,10.3543,10.3116,"10.2298","3","","G7","Gulf7","20","0",10.4398,10.3543,10.3116,"10.2298",35.4437
"794",8227378,"2010-04-26 22:16:00.000",56.75,-11.79,0,175.9662796,"Scotland","748S",10.507,10.4878,10.3253,"10.236","3","","G7","Gulf7","20","0",10.507,10.4878,10.3253,"10.236",35.4486
"795",8227383,"2010-04-27 00:06:00.000",56.75,-11.29,0,176.1346893,"Scotland","748S",10.7561,10.6884,10.4258,"10.3054","3","","G7","Gulf7","20","0",10.7561,10.6884,10.4258,"10.3054",35.4542
"796",8227388,"2010-04-27 01:56:00.000",56.75,-10.79,0,176.3030991,"Scotland","748S",10.7691,10.7075,10.6201,"10.2663","3","","G7","Gulf7","20","0",10.7691,10.7075,10.6201,"10.2663",35.4724
"797",8227393,"2010-04-27 03:45:00.000",56.75,-10.3,0,176.4715088,"Scotland","748S",10.4274,10.305,10.1296,"10.0609","3","","G7","Gulf7","20","0",10.4274,10.305,10.1296,"10.0609",35.4468
"798",8227398,"2010-04-27 05:45:00.000",56.75,-9.8,0,176.6399185,"Scotland","748S",10.5726,10.3951,10.2383,"10.1766","3","","G7","Gulf7","20","0",10.5726,10.3951,10.2383,"10.1766",35.4643
"799",8227411,"2010-04-27 11:48:00.000",56.75,-8.28,0,177.1451476,"Scotland","748S",9.0004,8.6657,8.4634,"8.4933","3","","G7","Gulf7","20","0",9.0004,8.6657,8.4634,"8.4933",34.966
"800",8227419,"2010-04-28 08:46:00.000",55.76,-7.75,0,177.6503768,"Scotland","748S",10.133,9.7445,8.7146,"","3","","G7","Gulf7","20","0",10.133,9.7445,8.7146,"",35.3301
"801",8227423,"2010-04-28 10:49:00.000",55.75,-8.23,0,177.8187865,"Scotland","748S",10.2669,10.2454,10.0366,"9.0857","3","","G7","Gulf7","20","0",10.2669,10.2454,10.0366,"9.0857",35.2797
"802",8227425,"2010-04-28 12:50:00.000",55.75,-8.72,0,177.9871962,"Scotland","748S",10.0282,10.027,9.1652,"","3","","G7","Gulf7","20","0",10.0282,10.027,9.1652,"",35.2595
"803",8227438,"2010-04-28 20:58:00.000",55.76,-10.2,0,178.4924254,"Scotland","748S",10.6075,10.6093,10.5394,"10.4087","3","","G7","Gulf7","20","0",10.6075,10.6093,10.5394,"10.4087",35.4631
"804",8227448,"2010-04-29 01:06:00.000",55.75,-11.2,0,178.8292448,"Scotland","748S",10.7401,10.7428,10.5149,"10.4509","3","","G7","Gulf7","20","0",10.7401,10.7428,10.5149,"10.4509",35.4554
"805",8227453,"2010-04-29 03:20:00.000",55.75,-11.7,0,178.9976545,"Scotland","748S",10.6971,10.7039,10.5957,"10.5031","3","","G7","Gulf7","20","0",10.6971,10.7039,10.5957,"10.5031",35.4313
"806",8227458,"2010-04-29 05:40:00.000",55.75,-12.2,0,179.1660642,"Scotland","748S",10.7148,10.7095,10.7009,"10.4228","3","","G7","Gulf7","20","0",10.7148,10.7095,10.7009,"10.4228",35.4444
"807",8227463,"2010-04-29 07:54:00.000",55.75,-12.69,0,179.334474,"Scotland","748S",10.6749,10.6659,10.634,"10.5238","3","","G7","Gulf7","20","0",10.6749,10.6659,10.634,"10.5238",35.4365
"808",8227468,"2010-04-29 10:08:00.000",55.75,-13.18,0,179.5028837,"Scotland","748S",10.8289,10.7774,10.7532,"10.3371","3","","G7","Gulf7","20","0",10.8289,10.7774,10.7532,"10.3371",35.4534
"809",8227473,"2010-04-29 12:26:00.000",55.75,-13.69,0,179.6712934,"Scotland","748S",10.9276,10.826,10.7257,"10.6125","3","","G7","Gulf7","20","0",10.9276,10.826,10.7257,"10.6125",35.4607
"810",8227478,"2010-04-29 14:40:00.000",55.75,-14.2,0,179.8397031,"Scotland","748S",10.9697,10.8352,10.7892,"10.7709","3","","G7","Gulf7","20","0",10.9697,10.8352,10.7892,"10.7709",35.4729
"811",8227483,"2010-04-29 16:45:00.000",55.75,-14.68,0,180.0081128,"Scotland","748S",10.8724,10.7713,10.7152,"10.5619","3","","G7","Gulf7","20","0",10.8724,10.7713,10.7152,"10.5619",35.4489
"812",8227488,"2010-04-29 18:59:00.000",55.75,-15.2,0,180.1765225,"Scotland","748S",10.5777,10.5008,10.2659,"10.1124","3","","G7","Gulf7","20","0",10.5777,10.5008,10.2659,"10.1124",35.439
"813",8227493,"2010-04-29 21:08:00.000",55.75,-15.7,0,180.3449323,"Scotland","748S",10.4914,10.3173,10.1861,"10.2535","3","","G7","Gulf7","20","0",10.4914,10.3173,10.1861,"10.2535",35.3832
"814",8227498,"2010-04-29 23:17:00.000",55.75,-16.2,0,180.513342,"Scotland","748S",10.2779,10.1379,10.0785,"9.7335","3","","G7","Gulf7","20","0",10.2779,10.1379,10.0785,"9.7335",35.3569
"815",8227503,"2010-04-30 01:21:00.000",55.75,-16.7,0,180.6817517,"Scotland","748S",10.4832,10.449,10.3126,"9.7665","3","","G7","Gulf7","20","0",10.4832,10.449,10.3126,"9.7665",35.4047
"816",8227507,"2010-04-30 03:23:00.000",55.75,-17.2,0,180.8501614,"Scotland","748S",10.4407,10.3342,10.242,"10.0289","3","","G7","Gulf7","20","0",10.4407,10.3342,10.242,"10.0289",35.3351
"817",8227510,"2010-04-30 05:23:00.000",55.75,-17.7,0,181.0185711,"Scotland","748S",10.6169,10.5265,10.3202,"10.1114","3","","G7","Gulf7","20","0",10.6169,10.5265,10.3202,"10.1114",35.3324
"818",8227513,"2010-04-30 07:28:00.000",55.75,-18.2,0,181.1869808,"Scotland","748S",10.5474,10.5041,10.2376,"10.3797","3","","G7","Gulf7","20","0",10.5474,10.5041,10.2376,"10.3797",35.322
"819",8227515,"2010-04-30 10:56:00.000",55.28,-18.25,0,181.3553905,"Scotland","748S",10.7734,10.521,10.5006,"9.9147","3","","G7","Gulf7","20","0",10.7734,10.521,10.5006,"9.9147",35.3598
"820",8227518,"2010-04-30 16:30:00.000",54.75,-17.79,0,181.69221,"Scotland","748S",10.9312,10.7095,10.5752,"10.2751","3","","G7","Gulf7","20","0",10.9312,10.7095,10.5752,"10.2751",35.3823
"821",8227521,"2010-04-30 18:30:00.000",54.75,-17.28,0,181.8606197,"Scotland","748S",10.9028,10.8967,10.5926,"10.5306","3","","G7","Gulf7","20","0",10.9028,10.8967,10.5926,"10.5306",35.4006
"822",8227522,"2010-04-30 20:25:00.000",54.75,-16.79,0,182.0290294,"Scotland","748S",10.9973,10.983,10.8121,"10.7898","3","","G7","Gulf7","20","0",10.9973,10.983,10.8121,"10.7898",35.4158
"823",8227524,"2010-04-30 23:06:00.000",54.75,-16.3,0,182.1974391,"Scotland","748S",10.8684,10.8069,10.6813,"10.3316","3","","G7","Gulf7","20","0",10.8684,10.8069,10.6813,"10.3316",35.4463
"824",8227528,"2010-05-01 03:09:00.000",54.75,-15.3,0,182.5342586,"Scotland","748S",11.3632,11.3692,11.2444,"10.8846","3","","G7","Gulf7","20","0",11.3632,11.3692,11.2444,"10.8846",35.4751
"825",8227529,"2010-05-01 05:14:00.000",54.75,-14.78,0,182.7026683,"Scotland","748S",11.0552,11.0532,10.832,"10.7368","3","","G7","Gulf7","20","0",11.0552,11.0532,10.832,"10.7368",35.4209
"826",8227531,"2010-05-01 07:08:00.000",54.75,-14.3,0,182.871078,"Scotland","748S",10.911,10.9166,10.6437,"10.3262","3","","G7","Gulf7","20","0",10.911,10.9166,10.6437,"10.3262",35.4607
"827",8227536,"2010-05-01 09:13:00.000",54.75,-13.82,0,183.0394877,"Scotland","748S",10.84,10.8299,10.4304,"10.4112","3","","G7","Gulf7","20","0",10.84,10.8299,10.4304,"10.4112",35.4583
"828",8227541,"2010-05-01 11:33:00.000",54.75,-13.32,0,183.2078974,"Scotland","748S",10.8528,10.8595,10.7554,"10.5671","3","","G7","Gulf7","20","0",10.8528,10.8595,10.7554,"10.5671",35.4659
"829",8227546,"2010-05-01 14:22:00.000",54.74,-12.76,0,183.3763071,"Scotland","748S",10.8537,10.867,10.8374,"10.5303","3","","G7","Gulf7","20","0",10.8537,10.867,10.8374,"10.5303",35.4713
"830",8227551,"2010-05-01 16:56:00.000",54.73,-12.28,0,183.5447169,"Scotland","748S",10.9032,10.9108,10.6815,"10.5143","3","","G7","Gulf7","20","0",10.9032,10.9108,10.6815,"10.5143",35.485
"831",8227556,"2010-05-01 19:23:00.000",54.73,-11.79,0,183.7131266,"Scotland","748S",10.8778,10.884,10.6936,"10.5842","3","","G7","Gulf7","20","0",10.8778,10.884,10.6936,"10.5842",35.4566
"832",8227561,"2010-05-01 21:45:00.000",54.72,-11.29,0,183.8815363,"Scotland","748S",10.9535,10.9133,10.6274,"10.3631","3","","G7","Gulf7","20","0",10.9535,10.9133,10.6274,"10.3631",35.4561
"833",8227566,"2010-05-01 23:55:00.000",54.75,-10.79,0,184.049946,"Scotland","748S",11.0226,11.0307,10.85,"10.6359","3","","G7","Gulf7","20","0",11.0226,11.0307,10.85,"10.6359",35.4378
"834",8227571,"2010-05-02 02:01:00.000",54.75,-10.29,0,184.2183557,"Scotland","748S",9.7955,10.7853,10.3844,"9.7745","3","","G7","Gulf7","20","0",9.7955,10.7853,10.3844,"9.7745",35.4737
"835",8227573,"2010-05-02 03:56:00.000",54.75,-9.79,0,184.3867654,"Scotland","748S",10.3427,10.3648,9.0383,"","3","","G7","Gulf7","20","0",10.3427,10.3648,9.0383,"",35.0963
"836",8227575,"2010-05-02 16:20:00.000",53.75,-10.73,0,184.8919946,"Scotland","748S",10.656,10.7169,9.7043,"9.7867","3","","G7","Gulf7","20","0",10.656,10.7169,9.7043,"9.7867",35.2631
"837",8227579,"2010-05-02 21:16:00.000",53.75,-11.71,0,185.228814,"Scotland","748S",11.0034,11.0064,10.6353,"10.3693","3","","G7","Gulf7","20","0",11.0034,11.0064,10.6353,"10.3693",35.4776
"838",8227587,"2010-05-03 04:05:00.000",52.77,-11.75,0,185.5656335,"Scotland","748S",11.4474,11.4502,11.4505,"10.5216","3","","G7","Gulf7","20","0",11.4474,11.4502,11.4505,"10.5216",35.5492
"839",8227591,"2010-05-03 07:33:00.000",52.75,-11.26,0,185.7340432,"Scotland","748S",10.6126,10.6173,9.4675,"9.7906","3","","G7","Gulf7","20","0",10.6126,10.6173,9.4675,"9.7906",35.2157
"840",8227592,"2010-05-03 09:32:00.000",52.75,-10.78,0,185.9024529,"Scotland","748S",10.6125,10.6142,8.7768,"8.901","3","","G7","Gulf7","20","0",10.6125,10.6142,8.7768,"8.901",35.0861
"841",8227593,"2010-05-05 04:05:00.000",52.27,-10.7,0,91.64883927,"Scotland","748S",10.3295,10.1831,9.9937,"9.7546","3","","G7","Gulf7","20","0",10.3295,10.1831,9.9937,"9.7546",35.2872
"842",8227594,"2010-05-05 07:09:00.000",51.75,-10.74,0,117.4264412,"Scotland","748S",10.8174,10.8473,10.6565,"10.2399","3","","G7","Gulf7","20","0",10.8174,10.8473,10.6565,"10.2399",35.2385
"843",8227610,"2010-05-05 16:48:00.000",51.75,-12.7,0,155.0724316,"Scotland","748S",11.7091,11.7064,11.6868,"11.1643","3","","G7","Gulf7","20","0",11.7091,11.7064,11.6868,"11.1643",35.5888
"844",8227613,"2010-05-05 18:55:00.000",51.75,-13.21,0,172.9355331,"Scotland","748S",11.741,11.7414,11.6906,"11.0045","3","","G7","Gulf7","20","0",11.741,11.7414,11.6906,"11.0045",35.5904
"845",8227629,"2010-05-06 03:19:00.000",51.75,-15.21,0,172.2664653,"Scotland","748S",12.1001,12.0957,11.9524,"11.3357","3","","G7","Gulf7","20","0",12.1001,12.0957,11.9524,"11.3357",35.619
"846",8227672,"2010-05-07 12:07:00.000",53.74,-12.25,0,188.3173681,"Scotland","748S",11.0065,11.0044,35.4739,"10.9744","3","","G7","Gulf7","20","0",11.0065,11.0044,35.4739,"10.9744",35.4739
"847",8227706,"2010-05-08 02:17:00.000",53.75,-15.68,0,183.3817323,"Scotland","748S",11.1544,11.1612,10.5211,"10.317","3","","G7","Gulf7","20","0",11.1544,11.1612,10.5211,"10.317",35.3745
"848",8227707,"2010-05-08 16:31:00.000",55.4,-12.73,0,126.4134674,"Scotland","748S",11.2604,11.0472,10.9314,"10.4773","3","","G7","Gulf7","20","0",11.2604,11.0472,10.9314,"10.4773",35.4753
"849",8227712,"2010-05-08 23:10:00.000",56.24,-11.18,0,133.5546734,"Scotland","748S",10.8972,10.8691,10.8095,"10.4568","3","","G7","Gulf7","20","0",10.8972,10.8691,10.8095,"10.4568",35.4556
"850",8227737,"2010-04-17 10:02:00.000",42.74,-9.19,0,40.68915839,"SPAIN","29CS",14.1421,13.5615,NA,"","3","","B","Bgn","40","0",14.1421,13.5615,NA,"",35.5067
"851",8227738,"2010-04-30 10:02:00.000",44.13,-4.17,0,142.7673721,"SPAIN","29CS",15.0254,13.5386,NA,"","3","","B","Bgn","40","0",15.0254,13.5386,NA,"",35.6923
"852",8227739,"2010-05-01 10:02:00.000",46.75,-4.75,0,138.8835029,"SPAIN","29CS",13.2275,12.2397,NA,"","3","","B","Bgn","40","0",13.2275,12.2397,NA,"",35.6596
"853",8227749,"2010-05-03 10:02:00.000",45.75,-4.26,0,134.4754521,"SPAIN","29CS",13.9707,12.6007,NA,"","3","","B","Bgn","40","0",13.9707,12.6007,NA,"",35.7723
"854",8227750,"2010-05-03 10:02:00.000",45.75,-3.75,0,183.7590783,"SPAIN","29CS",13.5076,13.5125,NA,"","3","","B","Bgn","40","0",13.5076,13.5125,NA,"",35.6608
"855",8227751,"2010-05-03 10:02:00.000",45.75,-3.25,0,100.4740069,"SPAIN","29CS",13.6928,12.3899,NA,"","3","","B","Bgn","40","0",13.6928,12.3899,NA,"",35.6631
"856",8227752,"2010-05-04 10:02:00.000",45.75,-2.26,0,80.55510537,"SPAIN","29CS",13.5843,11.9235,NA,"","3","","B","Bgn","40","0",13.5843,11.9235,NA,"",35.3927
"857",8227756,"2010-05-05 10:02:00.000",45.24,-2.75,0,93.50837195,"SPAIN","29CS",13.1766,13.1653,NA,"","3","","B","Bgn","40","0",13.1766,13.1653,NA,"",35.6563
"858",8227757,"2010-05-05 10:02:00.000",45.25,-3.75,0,184.1882739,"SPAIN","29CS",13.3315,13.3379,NA,"","3","","B","Bgn","40","0",13.3315,13.3379,NA,"",35.6949
"859",8227762,"2010-05-07 10:02:00.000",44.25,-2.26,0,198.8161073,"SPAIN","29CS",14.0756,13.6487,NA,"","3","","B","Bgn","40","0",14.0756,13.6487,NA,"",35.5373
"860",8227763,"2010-05-08 10:02:00.000",43.87,-2.5,0,223.5828093,"SPAIN","29CS",13.8276,13.7691,NA,"","3","","B","Bgn","40","0",13.8276,13.7691,NA,"",35.5411
"861",8227764,"2010-05-08 10:02:00.000",43.88,-2.16,0,175.6113962,"SPAIN","29CS",13.2664,13.1788,NA,"","3","","B","Bgn","40","0",13.2664,13.1788,NA,"",35.4709
"862",8227786,"2010-04-23 10:02:00.000",43.87,-7.75,0,98.29284846,"SPAIN","29CS",13.4044,13.3187,NA,"","3","","B","Bgn","40","0",13.4044,13.3187,NA,"",35.7446
"863",8227792,"2010-04-23 10:02:00.000",43.87,-8.26,0,72.73107907,"SPAIN","29CS",14.0408,13.5455,NA,"","3","","B","Bgn","40","0",14.0408,13.5455,NA,"",35.7734
"864",8227803,"2010-04-25 10:02:00.000",43.62,-7.23,0,59.7637405,"SPAIN","29CS",14.2663,12.823,NA,"","3","","B","Bgn","40","0",14.2663,12.823,NA,"",35.6653
"865",8227812,"2010-04-26 10:02:00.000",43.87,-6.16,0,180.9552343,"SPAIN","29CS",14.2076,13.1776,NA,"","3","","B","Bgn","40","0",14.2076,13.1776,NA,"",35.6986
"866",8227819,"2010-04-27 10:02:00.000",43.88,-5.5,0,214.316404,"SPAIN","29CS",14.0489,13.337,NA,"","3","","B","Bgn","40","0",14.0489,13.337,NA,"",35.6876
"867",8227822,"2010-04-28 10:02:00.000",43.87,-5.25,0,187.0308159,"SPAIN","29CS",14.3256,14.3026,NA,"","3","","B","Bgn","40","0",14.3256,14.3026,NA,"",35.6545
"868",8227832,"2010-05-21 06:16:00.000",60.25,-4.75,0,665.2668019,"FAROE ISLANDS","26MH",10.264,10.1873,9.8175,"9.5918","4","","B","Bgn","60","0",10.264,10.1873,9.8175,"9.5918",35.4489
"869",8227833,"2010-05-21 08:32:00.000",60.25,-5.25,0,400.2797448,"FAROE ISLANDS","26MH",10.2472,9.9481,9.5769,"9.4744","4","","B","Bgn","60","0",10.2472,9.9481,9.5769,"9.4744",35.4426
"870",8227835,"2010-05-21 10:30:00.000",60.25,-5.75,0,362.787978,"FAROE ISLANDS","26MH",9.8459,9.7447,9.4812,"9.2302","4","","B","Bgn","60","0",9.8459,9.7447,9.4812,"9.2302",35.4107
"871",8227837,"2010-05-21 12:26:00.000",60.25,-6.25,0,420.8069112,"FAROE ISLANDS","26MH",9.5895,9.3924,9.0736,"8.7308","4","","B","Bgn","60","0",9.5895,9.3924,9.0736,"8.7308",35.3989
"872",8227842,"2010-05-21 14:39:00.000",60.25,-6.75,0,670.441005,"FAROE ISLANDS","26MH",9.7363,9.5802,9.3661,"9.3442","4","","B","Bgn","60","0",9.7363,9.5802,9.3661,"9.3442",35.4085
"873",8227843,"2010-05-21 17:00:00.000",60.25,-7.25,0,731.0894512,"FAROE ISLANDS","26MH",9.8666,9.543,9.3923,"9.1575","4","","B","Bgn","60","0",9.8666,9.543,9.3923,"9.1575",35.4063
"874",8227845,"2010-05-21 19:18:00.000",60.25,-7.75,0,309.603956,"FAROE ISLANDS","26MH",9.7912,9.6637,9.4158,"9.354","4","","B","Bgn","60","0",9.7912,9.6637,9.4158,"9.354",35.4041
"875",8227846,"2010-05-21 21:13:00.000",60.25,-8.25,0,247.1742268,"FAROE ISLANDS","26MH",9.9095,9.679,9.5298,"9.3374","4","","B","Bgn","60","0",9.9095,9.679,9.5298,"9.3374",35.4013
"876",8227848,"2010-05-21 23:06:00.000",60.25,-8.75,0,378.9891714,"FAROE ISLANDS","26MH",10.0294,9.7112,9.5594,"9.4019","4","","B","Bgn","60","0",10.0294,9.7112,9.5594,"9.4019",35.3944
"877",8227853,"2010-05-22 01:10:00.000",60.25,-9.25,0,416.4809381,"FAROE ISLANDS","26MH",10.12,9.8944,9.6079,"9.4355","4","","B","Bgn","60","0",10.12,9.8944,9.6079,"9.4355",35.3926
"878",8227858,"2010-05-22 03:18:00.000",60.25,-9.75,0,374.6631983,"FAROE ISLANDS","26MH",10.2176,9.9235,9.7761,"9.4969","4","","B","Bgn","60","0",10.2176,9.9235,9.7761,"9.4969",35.4186
"879",8227863,"2010-05-22 05:18:00.000",60.25,-10.25,0,341.6670506,"FAROE ISLANDS","26MH",10.3243,9.741,9.3962,"9.2476","4","","B","Bgn","60","0",10.3243,9.741,9.3962,"9.2476",35.363
"880",8227867,"2010-05-22 07:16:00.000",60.25,-10.75,0,475.6873932,"FAROE ISLANDS","26MH",10.3913,9.7149,9.3716,"9.2875","4","","B","Bgn","60","0",10.3913,9.7149,9.3716,"9.2875",35.3789
"881",8227872,"2010-05-22 12:57:00.000",60.25,-11.25,0,320.0371852,"FAROE ISLANDS","26MH",10.1499,9.5779,9.5779,"9.2533","4","","B","Bgn","60","0",10.1499,9.5779,9.5779,"9.2533",35.3768
"882",8227876,"2010-05-22 14:57:00.000",60.25,-11.75,0,326.4837333,"FAROE ISLANDS","26MH",10.3592,9.7459,9.5878,"9.3298","4","","B","Bgn","60","0",10.3592,9.7459,9.5878,"9.3298",35.3312
"883",8227877,"2010-05-22 17:01:00.000",60.25,-12.25,0,392.9849666,"FAROE ISLANDS","26MH",10.2862,9.8028,9.4419,"9.2213","4","","B","Bgn","60","0",10.2862,9.8028,9.4419,"9.2213",35.3379
"884",8227880,"2010-05-22 19:12:00.000",60.25,-12.75,0,396.2082407,"FAROE ISLANDS","26MH",9.7726,9.6606,9.4534,"9.0939","4","","B","Bgn","60","0",9.7726,9.6606,9.4534,"9.0939",35.3159
"885",8227885,"2010-05-22 21:08:00.000",60.25,-13.25,0,478.8258443,"FAROE ISLANDS","26MH",10.6156,9.9054,9.6062,"9.4225","4","","B","Bgn","60","0",10.6156,9.9054,9.6062,"9.4225",35.3428
"886",8227889,"2010-05-22 23:09:00.000",60.25,-13.75,0,395.7841257,"FAROE ISLANDS","26MH",10.5322,10.1478,9.6448,"9.4652","4","","B","Bgn","60","0",10.5322,10.1478,9.6448,"9.4652",35.3583
"887",8227894,"2010-05-23 02:22:00.000",60.75,-13.75,0,361.685279,"FAROE ISLANDS","26MH",10.5575,9.9036,9.4082,"9.254","4","","B","Bgn","60","0",10.5575,9.9036,9.4082,"9.254",35.3211
"888",8227899,"2010-05-23 04:26:00.000",60.75,-13.25,0,407.9986379,"FAROE ISLANDS","26MH",10.5512,9.9966,9.5456,"9.3203","4","","B","Bgn","60","0",10.5512,9.9966,9.5456,"9.3203",35.3088
"889",8227903,"2010-05-23 06:27:00.000",60.75,-12.75,0,228.2586974,"FAROE ISLANDS","26MH",10.4267,10.0689,9.6488,"9.3398","4","","B","Bgn","60","0",10.4267,10.0689,9.6488,"9.3398",35.3381
"890",8227904,"2010-05-23 08:15:00.000",60.75,-12.25,0,406.6414699,"FAROE ISLANDS","26MH",9.977,9.8934,9.4104,"9.3192","4","","B","Bgn","60","0",9.977,9.8934,9.4104,"9.3192",35.3337
"891",8227906,"2010-05-23 13:34:00.000",60.75,-11.75,0,277.9649764,"FAROE ISLANDS","26MH",10.5525,9.6334,9.1723,"9.0108","4","","B","Bgn","60","0",10.5525,9.6334,9.1723,"9.0108",35.3298
"892",8227908,"2010-05-23 15:30:00.000",60.75,-11.25,0,307.313735,"FAROE ISLANDS","26MH",9.6747,9.3348,9.1714,"9.0443","4","","B","Bgn","60","0",9.6747,9.3348,9.1714,"9.0443",35.3545
"893",8227910,"2010-05-23 17:32:00.000",60.75,-10.75,0,321.0550612,"FAROE ISLANDS","26MH",10.2733,9.5418,8.8684,"8.8131","4","","B","Bgn","60","0",10.2733,9.5418,8.8684,"8.8131",35.3443
"894",8227913,"2010-05-23 19:24:00.000",60.75,-10.25,0,175.6684364,"FAROE ISLANDS","26MH",9.4785,9.1698,8.9047,"8.8345","4","","B","Bgn","60","0",9.4785,9.1698,8.9047,"8.8345",35.3539
"895",8227914,"2010-05-23 21:04:00.000",60.75,-9.75,0,331.5731134,"FAROE ISLANDS","26MH",9.7426,9.4668,9.3562,"8.9112","4","","B","Bgn","60","0",9.7426,9.4668,9.3562,"8.9112",35.3386
"896",8227918,"2010-05-23 22:59:00.000",60.75,-9.25,0,177.8738345,"FAROE ISLANDS","26MH",9.9406,9.2252,8.8193,"8.8059","4","","B","Bgn","60","0",9.9406,9.2252,8.8193,"8.8059",35.3975
"897",8227923,"2010-05-24 00:54:00.000",60.75,-8.75,0,46.2285359,"FAROE ISLANDS","26MH",9.925,8.902,8.8247,"8.8127","4","","B","Bgn","60","0",9.925,8.902,8.8247,"8.8127",35.3812
"898",8227925,"2010-05-24 03:00:00.000",60.75,-8.25,0,620.8195491,"FAROE ISLANDS","26MH",9.3293,9.3583,9.0895,"8.904","4","","B","Bgn","60","0",9.3293,9.3583,9.0895,"8.904",35.3442
"899",8227927,"2010-05-24 05:13:00.000",60.75,-7.75,0,362.872801,"FAROE ISLANDS","26MH",9.6337,9.6153,9.3073,"9.2003","4","","B","Bgn","60","0",9.6337,9.6153,9.3073,"9.2003",35.3934
"900",8227929,"2010-05-24 07:25:00.000",60.75,-7.25,0,355.3235539,"FAROE ISLANDS","26MH",9.6778,9.6823,9.337,"9.2565","4","","B","Bgn","60","0",9.6778,9.6823,9.337,"9.2565",35.3906
"901",8227930,"2010-05-24 09:21:00.000",60.75,-6.75,0,457.9593859,"FAROE ISLANDS","26MH",9.4083,9.4231,9.2566,"8.899","4","","B","Bgn","60","0",9.4083,9.4231,9.2566,"8.899",35.3738
"902",8227935,"2010-05-24 11:32:00.000",60.75,-6.25,0,343.5331567,"FAROE ISLANDS","26MH",8.0818,8.0608,7.8906,"7.5738","4","","B","Bgn","60","0",8.0818,8.0608,7.8906,"7.5738",35.3066
"903",8227937,"2010-05-24 13:41:00.000",60.75,-5.75,0,319.9523622,"FAROE ISLANDS","26MH",9.2177,8.747,8.4451,"8.21","4","","B","Bgn","60","0",9.2177,8.747,8.4451,"8.21",35.3585
"904",8227938,"2010-05-24 15:49:00.000",60.75,-5.25,0,342.1759886,"FAROE ISLANDS","26MH",9.6325,9.5914,8.7188,"8.0482","4","","B","Bgn","60","0",9.6325,9.5914,8.7188,"8.0482",35.3489
"905",8227940,"2010-05-24 17:55:00.000",60.75,-4.75,0,421.1462032,"FAROE ISLANDS","26MH",9.3348,9.3477,8.6337,"8.2301","4","","B","Bgn","60","0",9.3348,9.3477,8.6337,"8.2301",35.3571
"906",8227941,"2010-05-24 19:59:00.000",60.75,-4.25,0,356.9351909,"FAROE ISLANDS","26MH",9.5532,9.5527,8.7757,"8.4001","4","","B","Bgn","60","0",9.5532,9.5527,8.7757,"8.4001",35.3568
