"","death","pm10median","pm25median","o3median","so2median","time","tmpd"
"2336",117,-4.819178741,NA,1.0951876947,-3.607296703,-221.5,60
"2337",113,-5.15,NA,-1.572067958,-2.922278236,-220.5,58.5
"2338",105,16.186915888,NA,1.6597088281,-1.175611901,-219.5,61.5
"2339",125,68.19125426,NA,7.3457617163,4.8074917635,-218.5,65
"2340",104,53.704316419,NA,1.1469785674,-1.929036558,-217.5,57
"2341",100,-22.80743498,NA,5.1104903156,-4.903872349,-216.5,51
"2342",117,-10.78134438,NA,-1.900768736,-4.025764894,-215.5,58.5
"2343",124,-20.32725857,NA,7.9828217377,-3.984752004,-214.5,53.5
"2344",110,-12.68791946,NA,-4.203041754,-2.64304142,-213.5,51
"2345",102,-11.66555184,NA,0.5064043799,-3.465503699,-212.5,54.5
"2346",120,-7.274627329,NA,1.8234159359,-4.02395972,-211.5,50.5
"2347",129,-19.3149285,NA,1.9523422085,-4.583652488,-210.5,49.5
"2348",117,-20.57615894,NA,4.1326742678,-3.046693737,-209.5,58.5
"2349",129,-1.344491525,NA,10.066157832,1.8207766672,-208.5,61
"2350",116,-2.688323801,NA,-10.88852815,-2.566286929,-207.5,64
"2351",115,-13.6830141,NA,-4.300228741,-2.975443119,-206.5,72
"2352",110,0.1059190031,NA,8.0372046886,-2.368006088,-205.5,71
"2353",119,29.099688474,NA,6.4621036668,2.0927539851,-204.5,68.5
"2354",117,2.1401869159,NA,20.164527426,-1.089728069,-203.5,68
"2355",107,7.2666666667,NA,15.862371249,0.4597148275,-202.5,67
"2356",131,18.159375,NA,14.714555526,-0.980302035,-201.5,70.5
"2357",125,9.134375,NA,7.2174342482,-3.031768143,-200.5,72
"2358",100,-0.85625,NA,2.0580157081,-3.86807229,-199.5,62.5
"2359",108,NA,NA,11.853698735,-3.187836486,-198.5,63.5
"2360",116,28.215625,NA,24.872513868,-1.033003472,-197.5,78.5
"2361",108,-1.191666667,NA,10.858209568,-2.868882787,-196.5,69.5
"2362",111,-5.709375,NA,7.3016159826,-3.151782488,-195.5,70.5
"2363",111,-15.6625,NA,5.7935215142,-3.792898658,-194.5,69.5
"2364",110,-3.628125,NA,-3.745269686,-1.469141086,-193.5,70.5
"2365",116,13.421875,NA,7.1101630006,-0.653810061,-192.5,72
"2366",119,25.4625,NA,21.069842776,-2.505278009,-191.5,71.5
"2367",121,19.905367232,NA,11.976680535,-2.153004443,-190.5,78.5
"2368",110,0.5794392523,NA,-1.037579552,-2.176566099,-189.5,71.5
"2369",106,1.5794392523,NA,1.2785076011,-1.019087072,-188.5,70.5
"2370",98,-6.45482866,NA,8.6372826086,-3.251936048,-187.5,74.5
"2371",114,-14.54205607,NA,1.6484314093,-4.057625372,-186.5,65.5
"2372",101,-9.602484472,NA,5.2878462456,-1.684100178,-185.5,64.5
"2373",79,-0.202824859,NA,-0.844770635,-1.859989373,-184.5,64
"2374",99,2.2777777778,NA,-5.85394136,-2.156234022,-183.5,68.5
"2375",127,NA,NA,-6.866202983,-1.607863311,-182.5,73
"2376",111,NA,NA,9.7733757723,-2.465363299,-181.5,79
"2377",121,36.347692308,NA,11.200057283,-2.727539183,-180.5,81.5
"2378",125,NA,NA,16.79215534,-3.148375776,-179.5,81
"2379",117,-8.705084746,NA,7.7187740622,-2.324494503,-178.5,73.5
"2380",107,-2.738461538,NA,-1.155148273,1.2936098698,-177.5,75
"2381",119,13.295384615,NA,5.1795193493,-0.480929453,-176.5,79.5
"2382",113,NA,NA,4.4756049542,-1.053626808,-175.5,81
"2383",107,-8.72,NA,3.0212846335,-0.907245896,-174.5,78.5
"2384",86,-4.809230769,NA,7.6175159135,-1.569077416,-173.5,73.5
"2385",103,-4.566666667,NA,8.2222950456,-1.88437577,-172.5,72
"2386",124,6.0953846154,NA,13.813645234,-1.705738569,-171.5,71
"2387",100,NA,NA,11.995884301,-3.158721617,-170.5,70
"2388",103,-18.95384615,NA,13.482309967,-3.637389792,-169.5,69.5
"2389",114,8.587833082,NA,18.4426729,-2.473893844,-168.5,72.5
"2390",108,21.576888163,NA,11.083144278,-0.412374915,-167.5,74.5
"2391",119,6.6333333333,NA,7.2865244715,-2.732850155,-166.5,79
"2392",103,8.826625387,NA,11.516272509,-2.220245564,-165.5,76
"2393",120,-1.173374613,NA,5.3484854426,-0.423803194,-164.5,71.5
"2394",93,-9.357092829,NA,0.8143184279,-3.224713145,-163.5,69
"2395",110,-14.36291935,NA,6.6216447439,1.5856352771,-162.5,66
"2396",132,18.576978125,NA,7.8976576086,2.5879609253,-161.5,72.5
"2397",129,13.688135593,NA,4.6002118615,0.2843397554,-160.5,77.5
"2398",128,-2.485133897,NA,12.600940131,-2.310734257,-159.5,79.5
"2399",104,-1.273291925,NA,2.249499815,-1.63757131,-158.5,76
"2400",110,27.547820996,NA,6.1486475423,1.5003425665,-157.5,78.5
"2401",112,12.672838815,NA,5.5518342992,-1.779295506,-156.5,76.5
"2402",106,-4.306369005,NA,0.1235850587,-3.021276316,-155.5,72
"2403",122,-1.4,NA,0.992335453,-0.99840597,-154.5,69.5
"2404",104,7.7148475809,NA,5.9381941229,4.9655657893,-153.5,72
"2405",123,-11.72401213,NA,10.290013824,-1.590990074,-152.5,75.5
"2406",121,4.2637778734,NA,-1.542124065,-1.527624423,-151.5,68.5
"2407",104,4.1658878505,NA,-2.788102907,0.3681512002,-150.5,70.5
"2408",90,0.1386270492,NA,-3.41813848,-0.816520947,-149.5,63.5
"2409",94,3.2666666667,NA,-6.274602899,-0.596296282,-148.5,63
"2410",103,-6.073130123,NA,-3.641456196,-2.418125392,-147.5,66
"2411",107,-11.91816086,NA,5.7302023408,-2.2321936,-146.5,65
"2412",121,-0.483005293,NA,18.256149642,0.5464305918,-145.5,68.5
"2413",109,17.01214862,NA,1.3945541927,-0.739926749,-144.5,68
"2414",119,29.491556606,NA,8.2090274563,0.2043695985,-143.5,77
"2415",99,45.706497175,NA,14.954518345,4.6194915336,-142.5,76.5
"2416",109,20.977714197,NA,6.9264860649,-1.188922863,-141.5,76
"2417",102,32.920008274,NA,23.020518277,-3.282185571,-140.5,77
"2418",112,45.359202565,NA,13.670314756,2.066328122,-139.5,77
"2419",136,14.17708538,NA,1.6958698026,-1.345054414,-138.5,74
"2420",128,2.5492165279,NA,1.4751334859,-2.403110739,-137.5,76
"2421",113,6.7,NA,21.341389947,-4.120886333,-136.5,75
"2422",112,13.151315789,NA,20.432379741,-0.453263294,-135.5,76.5
"2423",107,19.010526316,NA,-5.00328912,-2.881091516,-134.5,78
"2424",107,-10.54745066,NA,0.4385966804,-2.32661858,-133.5,71.5
"2425",105,-18.44152961,NA,1.7245614415,-2.581841318,-132.5,71.5
"2426",99,-11.86998355,NA,3.7027844227,-3.138858862,-131.5,70
"2427",117,23.775,NA,12.415773853,-0.498507985,-130.5,80
"2428",132,6.05625,NA,0.3535265007,-1.623349704,-129.5,77
"2429",106,13.67780688,NA,6.5075611226,-1.967691349,-128.5,79
"2430",117,28.266797971,NA,6.4123535369,-1.859826964,-127.5,84
"2431",126,47.249992241,NA,11.041755006,-2.162012003,-126.5,81.5
"2432",118,-19.98746082,NA,0.3193113509,-3.223283593,-125.5,72
"2433",99,-6.15,NA,0.8701795962,-2.813374097,-124.5,71
"2434",112,35.656765677,NA,8.4728279175,-2.512256942,-123.5,79
"2435",120,-18.27722772,NA,-3.293271024,-3.859000921,-122.5,64
"2436",88,-6.569760726,NA,-1.038904582,0.533092966,-121.5,64.5
"2437",109,-2.197566007,NA,-15.39179043,-3.277019583,-120.5,67
"2438",91,-6.359735974,NA,-6.237868857,-2.612658492,-119.5,66
"2439",114,-10.68333333,NA,-5.247401924,-1.717157254,-118.5,64
"2440",92,-24.34983498,NA,-6.072524144,-4.284821273,-117.5,67
"2441",110,-24.36963696,NA,-5.932494461,-4.968347145,-116.5,59.5
"2442",125,22.636963696,NA,-7.04468404,1.1445238823,-115.5,62.5
"2443",108,3.759375,NA,-5.768235257,1.4930307618,-114.5,64
"2444",101,1.6391970199,NA,-3.927531365,-0.407688766,-113.5,64.5
"2445",100,-0.333333333,NA,-5.673517319,-4.376594096,-112.5,55.5
"2446",128,2.1553083609,NA,-4.930494782,0.3670814773,-111.5,55
"2447",109,6.1802152318,NA,15.987239728,-3.865063947,-110.5,70.5
"2448",117,1.7125,NA,9.2379636834,-2.697027886,-109.5,73.5
"2449",103,-19.06953642,NA,-11.23714732,-3.250296877,-108.5,62
"2450",110,-23.12492757,NA,-10.29132374,-4.221457109,-107.5,53
"2451",102,-3.073022599,NA,-13.82273937,3.1252068829,-106.5,55
"2452",133,1.71875,NA,-7.960100464,0.3234946753,-105.5,60.5
"2453",124,0.6696546053,NA,-8.43853195,-0.251822406,-104.5,59.5
"2454",116,-16.26229508,NA,0.5340021197,-3.502849803,-103.5,59
"2455",111,6.1714869281,NA,-10.04538017,-2.891434278,-102.5,61
"2456",120,-6.867361111,NA,-10.11259444,-2.548177188,-101.5,57
"2457",113,-1.121491228,NA,-11.18126286,-2.427006922,-100.5,65
"2458",99,-14.08833742,NA,-8.231404022,-3.244383031,-99.5,54.5
"2459",129,11.261968954,NA,-10.68707211,-1.457531974,-98.5,53.5
"2460",105,-5.369321895,NA,-8.716374017,-3.253936438,-97.5,56.5
"2461",117,-8.78125,NA,0.4409309634,-3.090792663,-96.5,59
"2462",110,-8.914452385,NA,-13.9897009,-3.262569035,-95.5,49.5
"2463",112,-9.870480226,NA,-11.33694727,-3.535541521,-94.5,51.5
"2464",122,-7.890829248,NA,-15.40401148,-5.245342565,-93.5,46.5
"2465",119,6.0784824346,NA,-6.498531922,-0.859551405,-92.5,46.5
"2466",116,-2.078993056,NA,-2.533496468,1.210762042,-91.5,56.5
"2467",141,-8.612591912,NA,-5.954859545,-0.971202632,-90.5,45
"2468",132,-6.101930147,NA,0.9689729304,0.3120616402,-89.5,52
"2469",118,-8.966666667,NA,-3.653907592,-1.784508341,-88.5,50.5
"2470",125,17.792212183,NA,-10.9188491,5.2615301465,-87.5,49
"2471",128,5.8592056467,NA,0.3184592689,4.4448914438,-86.5,61
"2472",142,52.412527916,NA,7.6081197641,2.3546714802,-85.5,70
"2473",107,43.311082427,NA,4.6292390171,1.1882010458,-84.5,62.5
"2474",116,-31.67964636,NA,2.0691247838,-5.092061014,-83.5,40.5
"2475",112,-15.03333333,NA,-8.045024972,-2.781968094,-82.5,41.5
"2476",112,43.790849673,NA,-6.819309157,0.0787737755,-81.5,44.5
"2477",116,-15.19832516,NA,-6.474014917,-2.54026932,-80.5,46.5
"2478",129,2.3336540224,NA,-6.491210027,0.7516869492,-79.5,40.5
"2479",133,30.337257956,NA,-12.76870052,-1.522604892,-78.5,50.5
"2480",127,18.794285627,NA,-4.582513085,2.746793295,-77.5,61
"2481",113,-2.560344828,NA,-8.835672733,-4.341895868,-76.5,58
"2482",121,-23.68363264,NA,-1.442222253,-5.328889423,-75.5,52.5
"2483",108,31.212677906,NA,-10.10128127,-0.135561842,-74.5,49.5
"2484",119,-2.359706188,NA,-10.00198592,-2.060370191,-73.5,55.5
"2485",105,-0.40947407,NA,-18.41067859,-3.180375893,-72.5,55
"2486",128,-12.35616334,NA,-6.388872215,-2.610088943,-71.5,46.5
"2487",105,7.4617037276,NA,-12.84423403,-0.824592672,-70.5,45.5
"2488",125,5.5545629467,NA,-4.107280924,2.6568164873,-69.5,53
"2489",104,-7.279075805,NA,-2.771767123,3.5981338103,-68.5,58.5
"2490",120,41.485557991,NA,-7.696611597,3.1419799423,-67.5,57
"2491",132,14.926419843,NA,-10.89791103,-0.584547389,-66.5,54
"2492",107,-3.435330654,NA,-10.94246032,-4.771233686,-65.5,40.5
"2493",121,12.308565531,NA,-9.019339138,-0.598184079,-64.5,46
"2494",120,-0.292569659,NA,-7.096214804,-2.886350641,-63.5,35
"2495",111,-18.6998624,NA,-7.257801909,-4.750151672,-62.5,34.5
"2496",133,-23.1502408,NA,-6.470592733,-4.002900826,-61.5,33.5
"2497",119,8.3225834193,NA,-9.423462687,-1.78168901,-60.5,35.5
"2498",135,11.773993808,NA,-11.42197663,-0.335670861,-59.5,41.5
"2499",108,0.7586206897,NA,-9.628844685,-0.596943317,-58.5,45
"2500",107,-3.880288958,NA,-8.975219767,-3.159817705,-57.5,51.5
"2501",120,-14.70244238,NA,-12.8347298,-3.398422677,-56.5,39
"2502",128,-22.03379773,NA,-3.330697125,-3.370400745,-55.5,27
"2503",104,-2.999742002,NA,-5.439856905,-2.233844805,-54.5,28.5
"2504",115,26.062951496,NA,-11.17515533,2.3679395665,-53.5,38.5
"2505",112,13.95,NA,-12.88802086,-0.795654794,-52.5,39
"2506",102,16.980822153,NA,-12.36654978,-2.079084386,-51.5,40
"2507",120,27.550309598,NA,-7.013717298,0.3791145484,-50.5,46
"2508",116,12.032953761,NA,-5.948516905,-3.186712281,-49.5,41
"2509",128,-17.92094954,NA,-3.982467995,-2.89839233,-48.5,54.5
"2510",118,-27.75696221,NA,-7.947051626,-3.266766937,-47.5,44.5
"2511",104,-16.89830508,NA,-12.42014376,-3.423860324,-46.5,41
"2512",102,-1.294117647,NA,-10.06546651,-1.57124476,-45.5,40.5
"2513",119,-14.99139366,NA,-7.568948869,-4.027089293,-44.5,37.5
"2514",119,4.0037855722,NA,-11.26555709,-1.492265258,-43.5,37.5
"2515",113,-7.99107904,NA,-8.524866672,-1.958373824,-42.5,39
"2516",109,-18.11438586,NA,-7.762230803,-1.218450714,-41.5,31.5
"2517",111,-17.325,NA,-5.080971998,0.4453143738,-40.5,43.5
"2518",111,9.2135668257,NA,-12.85725395,2.5713223058,-39.5,45.5
"2519",121,-12.32405381,NA,-13.39352524,5.9125976314,-38.5,46.5
"2520",126,9.165851494,NA,-11.65753872,-3.626536807,-37.5,42.5
"2521",107,-19.22734812,NA,-7.284588139,-2.839480808,-36.5,39.5
"2522",121,-23.49312452,NA,-9.258969933,-2.033933799,-35.5,31.5
"2523",129,-15.33333333,NA,-8.827366578,-0.532024293,-34.5,25.5
"2524",103,-13.92638739,NA,-5.460474563,0.1739933104,-33.5,31
"2525",115,-3.981401865,NA,-9.162183908,-3.888447288,-32.5,27
"2526",107,0.9388745018,NA,-11.70703609,-0.836961081,-31.5,29.5
"2527",143,-4.048406127,NA,-13.94119715,9.2467769843,-30.5,36.5
"2528",109,-5.001035509,NA,-7.454024841,-1.687135133,-29.5,41.5
"2529",122,8.2832495997,NA,-13.89351064,-2.982138448,-28.5,36
"2530",143,-19.62796866,NA,-10.52472611,-3.122958658,-27.5,39
"2531",137,-15.81632786,NA,-13.53197749,-2.144081613,-26.5,37
"2532",122,-17.89151985,NA,-12.83446309,-2.989865811,-25.5,34.5
"2533",134,-7.509803922,NA,-14.29866718,1.5270207132,-24.5,30.5
"2534",123,-1.945390437,NA,-15.37588968,0.8130003728,-23.5,34
"2535",132,-0.80480226,NA,-14.38879149,1.1745092976,-22.5,42
"2536",108,-4.942397773,NA,-9.362707233,-1.17375302,-21.5,37.5
"2537",124,-21.98573747,NA,-6.505059292,-3.453584609,-20.5,25.5
"2538",121,-24.6483871,NA,-12.14146716,4.3181448506,-19.5,30.5
"2539",131,-15.00153803,NA,-14.30237556,7.4216035276,-18.5,41
"2540",114,-16.03921072,NA,-14.13950528,9.3294294434,-17.5,41
"2541",120,-29.03389831,NA,-2.517981065,-2.83207167,-16.5,42.5
"2542",112,-21.84978769,NA,-6.870563927,-3.251026405,-15.5,36.5
"2543",106,-24.01856261,NA,-15.20645612,-1.924423958,-14.5,38.5
"2544",133,-23.61003672,NA,-13.46386832,-1.987224212,-13.5,38
"2545",119,-25.58362542,NA,-12.30814811,-2.435773936,-12.5,35
"2546",130,-18.69165011,NA,-12.29270189,-1.414193965,-11.5,32.5
"2547",104,-17.29997078,NA,-13.3112877,-2.398883862,-10.5,27
"2548",136,-15.20775099,NA,-14.17546806,-0.090527508,-9.5,24.5
"2549",103,-8.667769651,NA,-10.64102188,1.2532717888,-8.5,21.5
"2550",118,-17.48765432,NA,-9.73158266,-0.452521063,-7.5,15
"2551",139,-18.59813084,NA,-1.354826894,-1.417530271,-6.5,11.5
"2552",123,2.4588437206,NA,-4.832689563,-3.597410137,-5.5,9
"2553",150,8,NA,-8.33221787,-2.049151256,-4.5,13.5
"2554",125,5.9049277606,NA,-12.76069695,3.911954676,-3.5,13.5
"2555",139,18.896451536,NA,-6.727824476,0.871829462,-2.5,16.5
"2556",148,3.89262854,NA,-11.1235359,4.0755092431,-1.5,14
"2557",101,-20.6663779,NA,-13.76297861,3.6249092857,-0.5,32
"2558",142,-26.59082355,NA,-7.06704482,-1.130805949,0.5,35
"2559",136,-22.25811671,NA,1.3686005283,-3.247116339,1.5,30
"2560",124,-28.52121212,NA,-5.333209028,0.9148221994,2.5,29.5
"2561",136,-6.476095747,NA,-3.796872728,-3.323469068,3.5,26
"2562",146,-14.52564411,NA,-8.099657941,-0.405335517,4.5,18.5
"2563",139,-17.07796258,NA,-12.88289958,1.3525312175,5.5,29.5
"2564",125,-16.06613542,NA,-11.98965914,-0.045942081,6.5,12
"2565",168,-11.53374233,NA,-10.19901367,7.6637247867,7.5,1
"2566",128,-4.481302079,NA,-13.30541458,6.0053406898,8.5,8
"2567",139,-13.07639498,NA,-14.76949722,6.2257780259,9.5,26
"2568",138,-12.12722324,NA,-6.250576253,-0.995186529,10.5,28.5
"2569",125,-6.558617998,NA,-11.80196705,0.911509284,11.5,25.5
"2570",114,2.8919379719,NA,-10.01598492,-2.842610052,12.5,13.5
"2571",137,-2.91926851,NA,-1.531412713,-2.350660221,13.5,-4
"2572",135,-8.561764706,NA,-3.443089669,-1.778633041,14.5,-10.5
"2573",153,-13.57186544,NA,-12.45711784,2.4349949514,15.5,-3.5
"2574",143,-5.435294118,NA,-6.317351544,2.831161503,16.5,-0.5
"2575",140,-17.42228739,NA,-1.960524873,-2.074976843,17.5,-16
"2576",144,-15.51665862,NA,-10.54748517,10.677100069,18.5,-8
"2577",121,5.8876076688,NA,-13.46070216,28.90340215,19.5,2.5
"2578",154,-2.074480927,NA,-11.3247274,20.056755181,20.5,8
"2579",145,3.5701754386,NA,-11.80563803,11.764945308,21.5,24.5
"2580",129,-16.92551035,NA,-9.476748252,1.8500502298,22.5,36
"2581",133,-11.43785204,NA,-9.167879219,-2.05987053,23.5,34
"2582",134,-19.92936289,NA,-5.123752592,-3.207474266,24.5,31
"2583",117,-20.73647541,NA,3.513587215,-0.909735358,25.5,23.5
"2584",131,-14.7261711,NA,-14.57692705,2.0160652084,26.5,26.5
"2585",145,-12.35384615,NA,-13.53261393,-1.792429481,27.5,29
"2586",134,-23.41039695,NA,-8.564313439,0.0385633023,28.5,23
"2587",110,-33.36842105,NA,3.0537441118,-3.49956884,29.5,16
"2588",117,-8.006923077,NA,-8.459166084,-2.168003869,30.5,3.5
"2589",113,-3.414420672,NA,-10.07498241,7.0065955436,31.5,1.5
"2590",125,-6.628654971,NA,-6.268892772,2.2039175209,32.5,17
"2591",115,-4.574260009,NA,-4.841354924,-0.627340262,33.5,9.5
"2592",133,-4.996020143,NA,-4.721790521,-0.804943012,34.5,15.5
"2593",135,-14.50056855,NA,-6.546374513,5.5953119445,35.5,19.5
"2594",138,-14.49415205,NA,-2.085018377,1.8489372153,36.5,23
"2595",125,-15.8204918,NA,-0.272974183,-3.288368611,37.5,11.5
"2596",146,-21.95159194,NA,2.6480580152,-3.411916902,38.5,15.5
"2597",150,-9.368965799,NA,-5.22278493,-2.782543053,39.5,6.5
"2598",128,-9.15542522,NA,-4.310116893,0.2535055694,40.5,6
"2599",162,-9.055718475,NA,-6.333350633,4.5432989385,41.5,12.5
"2600",117,-2.535526543,NA,-11.98083519,12.269053743,42.5,21
"2601",154,-1.666666667,NA,-2.456785293,5.5419297151,43.5,20.5
"2602",106,57.278592375,NA,-8.362678332,4.7936463675,44.5,29.5
"2603",141,-10.40305784,NA,-3.01506256,1.2846281027,45.5,33.5
"2604",126,1.1052631579,NA,-8.922274726,0.170769043,46.5,29
"2605",109,4.0761609907,NA,-9.411718431,2.1261647913,47.5,42.5
"2606",131,10.491873065,NA,-1.745601323,3.5965390776,48.5,47
"2607",142,-10.56563823,NA,-0.000764509,1.1056028893,49.5,55.5
"2608",119,-17.57615108,NA,-0.768979765,-2.143141403,50.5,46
"2609",132,-17.63654977,NA,0.6553122761,-3.106546212,51.5,33
"2610",101,-26.22123894,NA,3.6331411696,-3.499699005,52.5,27
"2611",143,-36.22123894,NA,-2.760950289,-3.486748709,53.5,22.5
"2612",111,-15.74849301,NA,-3.363727981,-3.389955158,54.5,15.5
"2613",123,-4.409836066,NA,-6.733979949,-0.689678914,55.5,19.5
"2614",110,-12.3066335,NA,-5.948231122,-1.683146494,56.5,11
"2615",130,-8.828370479,NA,-2.851934658,1.0695491523,57.5,13
"2616",111,-9.333028864,NA,-5.262925601,5.4952363549,58.5,25
"2617",142,-12.26332685,NA,8.1579615011,-2.274890858,59.5,26
"2618",102,-7.758207691,NA,1.8609492545,1.9696674479,60.5,23.5
"2619",127,30.838797814,NA,-8.483421608,4.0610535996,61.5,30.5
"2620",124,-0.782952958,NA,-5.039936066,-1.646617449,62.5,43
"2621",128,2.7112968426,NA,-4.211189471,0.4794531506,63.5,40
"2622",121,-12.28280345,NA,-6.0127285,-0.26069974,64.5,48.5
"2623",129,-4.800108918,NA,-3.671372035,-3.558528899,65.5,40.5
"2624",103,-18.64497041,NA,4.9407816595,-4.403880183,66.5,31
"2625",130,-9.991803279,NA,1.9230814214,-3.260583694,67.5,29
"2626",107,9.9384615385,NA,-4.068648039,-1.857024641,68.5,29.5
"2627",121,-3.844615385,NA,8.0376324483,-0.557956684,69.5,29.5
"2628",119,2.671183432,NA,-1.717643622,2.2420558039,70.5,44
"2629",119,-4.830710059,NA,-5.719010411,-1.33773279,71.5,40
"2630",107,10.536745562,NA,-9.567203357,0.1036536988,72.5,41.5
"2631",102,-15.05263158,NA,2.2985434123,-2.198850519,73.5,38.5
"2632",111,-19.65826954,NA,6.6761753165,-3.379765837,74.5,29
"2633",104,-9.469117035,NA,-3.264315604,-1.549381428,75.5,29.5
"2634",139,-2.6089319,NA,-4.239246922,0.0817371322,76.5,34
"2635",106,41.847428726,NA,-5.362961387,1.74727829,77.5,38
"2636",111,2.3804132082,NA,6.7550958501,4.2126236709,78.5,49.5
"2637",116,-5.603901996,NA,-1.244022936,-1.578765151,79.5,48
"2638",113,-1.818550998,NA,1.623271825,4.1505937556,80.5,53.5
"2639",115,19.030639504,NA,2.5115521812,4.2150474937,81.5,61
"2640",125,28.462475265,NA,3.9791501603,-2.230326051,82.5,49
"2641",118,40.884543083,NA,10.623284355,-3.600458956,83.5,36.5
"2642",91,29.434718475,NA,-0.96157934,-0.414915566,84.5,39
"2643",99,-5.475574713,NA,-2.898946397,-2.185321447,85.5,43
"2644",138,-15.0041253,NA,-4.871147869,-2.303650567,86.5,38
"2645",121,-15.93841642,NA,-1.994903993,-2.894786592,87.5,36
"2646",104,1.5011782695,NA,-6.542003625,-0.067072297,88.5,33.5
"2647",116,-0.012057025,NA,-1.190059462,0.2389747458,89.5,40
"2648",116,23.974368459,NA,-4.22368316,6.6382042754,90.5,51.5
"2649",120,6.9661523626,NA,3.9137184396,1.3778136578,91.5,55
"2650",111,-19.40730783,NA,7.9394527792,-1.110437271,92.5,42
"2651",115,85.147058824,NA,-2.068659603,2.3768099854,93.5,47
"2652",128,-26.88941176,NA,6.1135715007,-3.096480557,94.5,40.5
"2653",119,-27.36205882,NA,6.591806613,-4.342412931,95.5,31
"2654",109,-5.358624915,NA,-2.0829355,0.4859109943,96.5,36.5
"2655",135,14.668519033,NA,-1.332189903,1.096889711,97.5,47.5
"2656",136,-8.683609467,NA,3.6616240956,1.2113281586,98.5,57.5
"2657",98,-8.239918913,NA,16.042810097,-3.37668554,99.5,46
"2658",114,-19.76448605,NA,4.8875070664,-1.65931541,100.5,43.5
"2659",129,-19.70814157,NA,-4.472950264,-2.874923816,101.5,48.5
"2660",125,-18.28029805,NA,-7.957189903,-3.188759313,102.5,46.5
"2661",124,-1.794665185,NA,0.2928100967,2.0500736548,103.5,57
"2662",127,-4.749351669,NA,6.5198923332,-2.558217206,104.5,57.5
"2663",129,-9.711634978,NA,10.689802058,-2.911870174,105.5,52.5
"2664",107,-17.23170664,NA,7.9666712167,-1.476710356,106.5,55.5
"2665",140,19.590256406,NA,11.814023242,1.8514859907,107.5,67.5
"2666",117,-0.342661069,NA,14.778955734,-1.247581752,108.5,58
"2667",108,0.4907894737,NA,2.1021691754,-0.942726834,109.5,51
"2668",140,-13.8190513,NA,8.3405390435,-4.313175237,110.5,48.5
"2669",100,30.052342133,NA,6.7838970634,-3.421176642,111.5,45.5
"2670",127,41.558812112,NA,6.6392852071,0.4541377823,112.5,53
"2671",128,8.1290113872,NA,25.972115516,4.1212626552,113.5,68.5
"2672",124,58.123770704,NA,13.705469761,0.2803325263,114.5,71
"2673",118,81.108714409,NA,6.1325003386,-1.447293044,115.5,75
"2674",100,-16.66065171,NA,-0.151319908,-2.730436602,116.5,53.5
"2675",100,-20.78352183,NA,-10.3585849,-3.93223137,117.5,41.5
"2676",109,-16.42154182,NA,-3.822339461,-2.395892785,118.5,47.5
"2677",100,-27.43750407,NA,0.9246257645,-5.254961679,119.5,38.5
"2678",92,-15.00269088,NA,5.7145182991,-3.155701478,120.5,45.5
"2679",133,-4.434502834,NA,1.9892386681,0.1709469794,121.5,51
"2680",117,6.0974452963,NA,10.086798399,-2.122347389,122.5,49
"2681",115,34.609094311,NA,-0.929540902,4.0956164964,123.5,51
"2682",123,19.621201347,NA,0.5705829137,-0.456260327,124.5,57.5
"2683",90,-25.3528256,NA,8.2985632896,-3.165284268,125.5,45.5
"2684",122,-22.30992702,NA,4.063688478,-4.494442135,126.5,46
"2685",134,-10.45614035,NA,7.8677918274,-1.837130493,127.5,53.5
"2686",122,-1.28536036,NA,4.8841183629,-1.383861616,128.5,61.5
"2687",112,22.795903716,NA,-2.363805208,0.9617748531,129.5,56.5
"2688",114,31.383701884,NA,12.079608559,0.468802846,130.5,62.5
"2689",114,-11.98786561,NA,4.7506925022,-2.670199646,131.5,52
"2690",117,13.858858859,NA,2.0851920551,-2.172467346,132.5,59.5
"2691",126,6.3546581972,NA,-0.674033534,0.0798410565,133.5,60.5
"2692",106,-17.82484843,NA,8.3628293124,-2.939330429,134.5,62.5
"2693",115,-26.91342024,NA,5.9136342954,-3.566699437,135.5,50.5
"2694",102,-28.89169454,NA,5.4211566306,-5.004644817,136.5,48.5
"2695",107,-22.89813973,NA,7.455166078,-4.200029045,137.5,50.5
"2696",115,-13.94418209,NA,5.1252321477,-2.276855458,138.5,54
"2697",109,16.100837441,NA,5.9940729695,0.0613201435,139.5,59.5
"2698",107,46.019474932,NA,16.67442115,4.877915413,140.5,68
"2699",104,30.008398983,NA,23.851960455,1.5411323783,141.5,73
"2700",104,13.558104516,NA,15.666693734,-0.023510148,142.5,68.5
"2701",124,5.1009025202,NA,7.382754483,0.9891026276,143.5,66.5
"2702",120,-6.43204329,NA,4.6437033931,-0.863415172,144.5,65.5
"2703",124,-21.3557377,NA,4.4444259116,-5.318242312,145.5,49
"2704",108,-6.356169376,NA,-1.544928443,-0.861802204,146.5,51
"2705",123,3.1278808804,NA,11.368325157,1.0303126732,147.5,63
"2706",98,12.246835443,NA,22.917351412,1.9771928895,148.5,69.5
"2707",109,10.108761329,NA,26.644145982,2.8299326155,149.5,77
"2708",122,13.19933832,NA,8.0911629633,-0.151993263,150.5,75
"2709",118,-9.467887529,NA,3.7208907373,-2.964231888,151.5,56
"2710",105,-21.92460852,NA,6.4127230131,-3.020194134,152.5,55
"2711",107,13.638297872,NA,4.7721585685,-0.389930398,153.5,57
