"","QUADRICULA","TET","crestlark","linnet","x","y"
"1095","MD96","U",NA,NA,497000,4369000
"1100","MD96","Z",0,1,499000,4369000
"6130","ND06","E",0,0,501000,4369000
"6135","ND06","J",NA,NA,503000,4369000
"6140","ND06","P",NA,NA,505000,4369000
"6145","ND06","U",NA,NA,507000,4369000
"6150","ND06","Z",0,1,509000,4369000
"6380","ND16","E",NA,NA,511000,4369000
"6385","ND16","J",NA,NA,513000,4369000
"6390","ND16","P",0,1,515000,4369000
"6395","ND16","U",NA,NA,517000,4369000
"6400","ND16","Z",NA,NA,519000,4369000
"6630","ND26","E",0,1,521000,4369000
"6635","ND26","J",NA,NA,523000,4369000
"6640","ND26","P",NA,NA,525000,4369000
"6645","ND26","U",NA,NA,527000,4369000
"6650","ND26","Z",NA,NA,529000,4369000
"6880","ND36","E",NA,NA,531000,4369000
"6885","ND36","J",0,0,533000,4369000
"6890","ND36","P",NA,NA,535000,4369000
"6895","ND36","U",NA,NA,537000,4369000
"6900","ND36","Z",NA,NA,539000,4369000
"7130","ND46","E",NA,NA,541000,4369000
"7135","ND46","J",NA,NA,543000,4369000
"7140","ND46","P",NA,NA,545000,4369000
"7145","ND46","U",NA,NA,547000,4369000
"7150","ND46","Z",1,1,549000,4369000
"7380","ND56","E",NA,NA,551000,4369000
"7385","ND56","J",NA,NA,553000,4369000
"7390","ND56","P",NA,NA,555000,4369000
"7395","ND56","U",NA,NA,557000,4369000
"7400","ND56","Z",1,0,559000,4369000
"7630","ND66","E",NA,NA,561000,4369000
"7635","ND66","J",NA,NA,563000,4369000
"7640","ND66","P",1,0,565000,4369000
"7645","ND66","U",NA,NA,567000,4369000
"7650","ND66","Z",1,0,569000,4369000
"7880","ND76","E",NA,NA,571000,4369000
"7885","ND76","J",NA,NA,573000,4369000
"7890","ND76","P",NA,NA,575000,4369000
"7895","ND76","U",0,1,577000,4369000
"7900","ND76","Z",NA,NA,579000,4369000
"8130","ND86","E",NA,NA,581000,4369000
"8135","ND86","J",1,1,583000,4369000
"8140","ND86","P",0,1,585000,4369000
"8145","ND86","U",NA,NA,587000,4369000
"8150","ND86","Z",0,0,589000,4369000
"8380","ND96","E",NA,NA,591000,4369000
"8385","ND96","J",NA,NA,593000,4369000
"8390","ND96","P",NA,NA,595000,4369000
"8395","ND96","U",0,1,597000,4369000
"8400","ND96","Z",NA,NA,599000,4369000
"17310","PD06","E",NA,NA,601000,4369000
"17315","PD06","J",NA,NA,603000,4369000
"17320","PD06","P",NA,NA,605000,4369000
"17325","PD06","U",NA,NA,607000,4369000
"17330","PD06","Z",NA,NA,609000,4369000
"17560","PD16","E",0,0,611000,4369000
"17565","PD16","J",NA,NA,613000,4369000
"17570","PD16","P",NA,NA,615000,4369000
"17575","PD16","U",0,1,617000,4369000
"17580","PD16","Z",NA,NA,619000,4369000
"17810","PD26","E",0,0,621000,4369000
"17815","PD26","J",NA,NA,623000,4369000
"17820","PD26","P",NA,NA,625000,4369000
"17825","PD26","U",0,1,627000,4369000
"17830","PD26","Z",0,1,629000,4369000
"18060","PD36","E",0,1,631000,4369000
"18065","PD36","J",NA,NA,633000,4369000
"18070","PD36","P",NA,NA,635000,4369000
"18075","PD36","U",NA,NA,637000,4369000
"18080","PD36","Z",0,1,639000,4369000
"18310","PD46","E",NA,NA,641000,4369000
"18315","PD46","J",0,1,643000,4369000
"18320","PD46","P",NA,NA,645000,4369000
"18325","PD46","U",0,1,647000,4369000
"18330","PD46","Z",NA,NA,649000,4369000
"704","MD76","D",NA,NA,471000,4367000
"709","MD76","I",NA,NA,473000,4367000
"714","MD76","N",NA,NA,475000,4367000
"719","MD76","T",NA,NA,477000,4367000
"724","MD76","Y",NA,NA,479000,4367000
"879","MD86","D",NA,NA,481000,4367000
"884","MD86","I",NA,NA,483000,4367000
"889","MD86","N",NA,NA,485000,4367000
"894","MD86","T",NA,NA,487000,4367000
"899","MD86","Y",NA,NA,489000,4367000
"1079","MD96","D",NA,NA,491000,4367000
"1084","MD96","I",NA,NA,493000,4367000
"1089","MD96","N",0,1,495000,4367000
"1094","MD96","T",NA,NA,497000,4367000
"1099","MD96","Y",NA,NA,499000,4367000
"6129","ND06","D",NA,NA,501000,4367000
"6134","ND06","I",NA,NA,503000,4367000
"6139","ND06","N",NA,NA,505000,4367000
"6144","ND06","T",NA,NA,507000,4367000
"6149","ND06","Y",NA,NA,509000,4367000
"6379","ND16","D",NA,NA,511000,4367000
"6384","ND16","I",NA,NA,513000,4367000
"6389","ND16","N",NA,NA,515000,4367000
"6394","ND16","T",0,1,517000,4367000
"6399","ND16","Y",NA,NA,519000,4367000
"6629","ND26","D",NA,NA,521000,4367000
"6634","ND26","I",NA,NA,523000,4367000
"6639","ND26","N",0,0,525000,4367000
"6644","ND26","T",NA,NA,527000,4367000
"6649","ND26","Y",1,0,529000,4367000
"6879","ND36","D",NA,NA,531000,4367000
"6884","ND36","I",NA,NA,533000,4367000
"6889","ND36","N",NA,NA,535000,4367000
"6894","ND36","T",NA,NA,537000,4367000
"6899","ND36","Y",NA,NA,539000,4367000
"7129","ND46","D",0,0,541000,4367000
"7134","ND46","I",NA,NA,543000,4367000
"7139","ND46","N",NA,NA,545000,4367000
"7144","ND46","T",NA,NA,547000,4367000
"7149","ND46","Y",NA,NA,549000,4367000
"7379","ND56","D",1,1,551000,4367000
"7384","ND56","I",0,0,553000,4367000
"7389","ND56","N",NA,NA,555000,4367000
"7394","ND56","T",0,0,557000,4367000
"7399","ND56","Y",NA,NA,559000,4367000
"7629","ND66","D",1,0,561000,4367000
"7634","ND66","I",NA,NA,563000,4367000
"7639","ND66","N",NA,NA,565000,4367000
"7644","ND66","T",1,1,567000,4367000
"7649","ND66","Y",NA,NA,569000,4367000
"7879","ND76","D",NA,NA,571000,4367000
"7884","ND76","I",0,1,573000,4367000
"7889","ND76","N",NA,NA,575000,4367000
"7894","ND76","T",NA,NA,577000,4367000
"7899","ND76","Y",0,1,579000,4367000
"8129","ND86","D",0,0,581000,4367000
"8134","ND86","I",NA,NA,583000,4367000
"8139","ND86","N",0,0,585000,4367000
"8144","ND86","T",NA,NA,587000,4367000
"8149","ND86","Y",0,1,589000,4367000
"8379","ND96","D",NA,NA,591000,4367000
"8384","ND96","I",NA,NA,593000,4367000
"8389","ND96","N",NA,NA,595000,4367000
"8394","ND96","T",NA,NA,597000,4367000
"8399","ND96","Y",0,1,599000,4367000
"17309","PD06","D",NA,NA,601000,4367000
"17314","PD06","I",NA,NA,603000,4367000
"17319","PD06","N",NA,NA,605000,4367000
"17324","PD06","T",NA,NA,607000,4367000
"17329","PD06","Y",0,1,609000,4367000
"17559","PD16","D",NA,NA,611000,4367000
"17564","PD16","I",NA,NA,613000,4367000
"17569","PD16","N",0,1,615000,4367000
"17574","PD16","T",NA,NA,617000,4367000
"17579","PD16","Y",1,1,619000,4367000
"17809","PD26","D",0,0,621000,4367000
"17814","PD26","I",0,1,623000,4367000
"17819","PD26","N",0,1,625000,4367000
"17824","PD26","T",NA,NA,627000,4367000
"17829","PD26","Y",NA,NA,629000,4367000
"18059","PD36","D",NA,NA,631000,4367000
"18064","PD36","I",NA,NA,633000,4367000
"18069","PD36","N",NA,NA,635000,4367000
"18074","PD36","T",NA,NA,637000,4367000
"18079","PD36","Y",NA,NA,639000,4367000
"18309","PD46","D",0,1,641000,4367000
"18314","PD46","I",NA,NA,643000,4367000
"18319","PD46","N",0,1,645000,4367000
"18324","PD46","T",NA,NA,647000,4367000
"18329","PD46","Y",NA,NA,649000,4367000
"703","MD76","C",NA,NA,471000,4365000
"708","MD76","H",NA,NA,473000,4365000
"713","MD76","M",NA,NA,475000,4365000
"718","MD76","S",NA,NA,477000,4365000
"723","MD76","X",NA,NA,479000,4365000
"878","MD86","C",NA,NA,481000,4365000
"883","MD86","H",NA,NA,483000,4365000
"888","MD86","M",NA,NA,485000,4365000
"893","MD86","S",NA,NA,487000,4365000
"898","MD86","X",NA,NA,489000,4365000
"1078","MD96","C",NA,NA,491000,4365000
"1083","MD96","H",0,1,493000,4365000
"1088","MD96","M",NA,NA,495000,4365000
"1093","MD96","S",0,1,497000,4365000
"1098","MD96","X",NA,NA,499000,4365000
"6128","ND06","C",NA,NA,501000,4365000
"6133","ND06","H",0,1,503000,4365000
"6138","ND06","M",NA,NA,505000,4365000
"6143","ND06","S",1,1,507000,4365000
"6148","ND06","X",NA,NA,509000,4365000
"6378","ND16","C",NA,NA,511000,4365000
"6383","ND16","H",NA,NA,513000,4365000
"6388","ND16","M",0,1,515000,4365000
"6393","ND16","S",NA,NA,517000,4365000
"6398","ND16","X",NA,NA,519000,4365000
"6628","ND26","C",NA,NA,521000,4365000
"6633","ND26","H",NA,NA,523000,4365000
"6638","ND26","M",NA,NA,525000,4365000
"6643","ND26","S",NA,NA,527000,4365000
"6648","ND26","X",NA,NA,529000,4365000
"6878","ND36","C",NA,NA,531000,4365000
"6883","ND36","H",0,1,533000,4365000
"6888","ND36","M",NA,NA,535000,4365000
"6893","ND36","S",0,0,537000,4365000
"6898","ND36","X",NA,NA,539000,4365000
"7128","ND46","C",NA,NA,541000,4365000
"7133","ND46","H",0,0,543000,4365000
"7138","ND46","M",NA,NA,545000,4365000
"7143","ND46","S",NA,NA,547000,4365000
"7148","ND46","X",NA,NA,549000,4365000
"7378","ND56","C",0,0,551000,4365000
"7383","ND56","H",0,1,553000,4365000
"7388","ND56","M",NA,NA,555000,4365000
"7393","ND56","S",NA,NA,557000,4365000
"7398","ND56","X",NA,NA,559000,4365000
"7628","ND66","C",0,0,561000,4365000
"7633","ND66","H",0,1,563000,4365000
"7638","ND66","M",NA,NA,565000,4365000
"7643","ND66","S",NA,NA,567000,4365000
"7648","ND66","X",0,0,569000,4365000
"7878","ND76","C",1,1,571000,4365000
"7883","ND76","H",NA,NA,573000,4365000
"7888","ND76","M",0,1,575000,4365000
"7893","ND76","S",NA,NA,577000,4365000
"7898","ND76","X",NA,NA,579000,4365000
"8128","ND86","C",NA,NA,581000,4365000
"8133","ND86","H",NA,NA,583000,4365000
"8138","ND86","M",0,1,585000,4365000
"8143","ND86","S",NA,NA,587000,4365000
"8148","ND86","X",NA,NA,589000,4365000
"8378","ND96","C",1,0,591000,4365000
"8383","ND96","H",NA,NA,593000,4365000
"8388","ND96","M",0,1,595000,4365000
"8393","ND96","S",NA,NA,597000,4365000
"8398","ND96","X",0,1,599000,4365000
"17308","PD06","C",NA,NA,601000,4365000
"17313","PD06","H",NA,NA,603000,4365000
"17318","PD06","M",0,1,605000,4365000
"17323","PD06","S",NA,NA,607000,4365000
"17328","PD06","X",0,1,609000,4365000
"17558","PD16","C",NA,NA,611000,4365000
"17563","PD16","H",0,1,613000,4365000
"17568","PD16","M",NA,NA,615000,4365000
"17573","PD16","S",0,1,617000,4365000
"17578","PD16","X",NA,NA,619000,4365000
"17808","PD26","C",NA,NA,621000,4365000
"17813","PD26","H",0,1,623000,4365000
"17818","PD26","M",NA,NA,625000,4365000
"17823","PD26","S",0,0,627000,4365000
"17828","PD26","X",0,1,629000,4365000
"18058","PD36","C",0,1,631000,4365000
"18063","PD36","H",0,1,633000,4365000
"18068","PD36","M",NA,NA,635000,4365000
"18073","PD36","S",NA,NA,637000,4365000
"18078","PD36","X",NA,NA,639000,4365000
"18308","PD46","C",NA,NA,641000,4365000
"18313","PD46","H",NA,NA,643000,4365000
"18318","PD46","M",NA,NA,645000,4365000
"18323","PD46","S",NA,NA,647000,4365000
"18328","PD46","X",NA,NA,649000,4365000
"702","MD76","B",NA,NA,471000,4363000
"707","MD76","G",NA,NA,473000,4363000
"712","MD76","L",NA,NA,475000,4363000
"717","MD76","R",NA,NA,477000,4363000
"722","MD76","W",0,1,479000,4363000
"877","MD86","B",NA,NA,481000,4363000
"882","MD86","G",NA,NA,483000,4363000
"887","MD86","L",NA,NA,485000,4363000
"892","MD86","R",NA,NA,487000,4363000
"897","MD86","W",NA,NA,489000,4363000
"1077","MD96","B",0,0,491000,4363000
"1082","MD96","G",NA,NA,493000,4363000
"1087","MD96","L",0,1,495000,4363000
"1092","MD96","R",NA,NA,497000,4363000
"1097","MD96","W",NA,NA,499000,4363000
"6127","ND06","B",NA,NA,501000,4363000
"6132","ND06","G",NA,NA,503000,4363000
"6137","ND06","L",NA,NA,505000,4363000
"6142","ND06","R",NA,NA,507000,4363000
"6147","ND06","W",0,1,509000,4363000
"6377","ND16","B",0,0,511000,4363000
"6382","ND16","G",NA,NA,513000,4363000
"6387","ND16","L",NA,NA,515000,4363000
"6392","ND16","R",0,1,517000,4363000
"6397","ND16","W",NA,NA,519000,4363000
"6627","ND26","B",0,0,521000,4363000
"6632","ND26","G",NA,NA,523000,4363000
"6637","ND26","L",0,0,525000,4363000
"6642","ND26","R",NA,NA,527000,4363000
"6647","ND26","W",0,0,529000,4363000
"6877","ND36","B",NA,NA,531000,4363000
"6882","ND36","G",NA,NA,533000,4363000
"6887","ND36","L",NA,NA,535000,4363000
"6892","ND36","R",NA,NA,537000,4363000
"6897","ND36","W",0,0,539000,4363000
"7127","ND46","B",NA,NA,541000,4363000
"7132","ND46","G",NA,NA,543000,4363000
"7137","ND46","L",NA,NA,545000,4363000
"7142","ND46","R",0,1,547000,4363000
"7147","ND46","W",NA,NA,549000,4363000
"7377","ND56","B",NA,NA,551000,4363000
"7382","ND56","G",NA,NA,553000,4363000
"7387","ND56","L",NA,NA,555000,4363000
"7392","ND56","R",NA,NA,557000,4363000
"7397","ND56","W",0,0,559000,4363000
"7627","ND66","B",NA,NA,561000,4363000
"7632","ND66","G",NA,NA,563000,4363000
"7637","ND66","L",NA,NA,565000,4363000
"7642","ND66","R",0,1,567000,4363000
"7647","ND66","W",NA,NA,569000,4363000
"7877","ND76","B",NA,NA,571000,4363000
"7882","ND76","G",NA,NA,573000,4363000
"7887","ND76","L",NA,NA,575000,4363000
"7892","ND76","R",NA,NA,577000,4363000
"7897","ND76","W",0,1,579000,4363000
"8127","ND86","B",0,0,581000,4363000
"8132","ND86","G",NA,NA,583000,4363000
"8137","ND86","L",NA,NA,585000,4363000
"8142","ND86","R",NA,NA,587000,4363000
"8147","ND86","W",NA,NA,589000,4363000
"8377","ND96","B",NA,NA,591000,4363000
"8382","ND96","G",0,0,593000,4363000
"8387","ND96","L",NA,NA,595000,4363000
"8392","ND96","R",NA,NA,597000,4363000
"8397","ND96","W",NA,NA,599000,4363000
"17307","PD06","B",0,1,601000,4363000
"17312","PD06","G",0,0,603000,4363000
"17317","PD06","L",NA,NA,605000,4363000
"17322","PD06","R",0,1,607000,4363000
"17327","PD06","W",NA,NA,609000,4363000
"17557","PD16","B",NA,NA,611000,4363000
"17562","PD16","G",NA,NA,613000,4363000
"17567","PD16","L",0,1,615000,4363000
"17572","PD16","R",NA,NA,617000,4363000
"17577","PD16","W",NA,NA,619000,4363000
"17807","PD26","B",0,0,621000,4363000
"17812","PD26","G",1,1,623000,4363000
"17817","PD26","L",0,1,625000,4363000
"17822","PD26","R",0,1,627000,4363000
"17827","PD26","W",NA,NA,629000,4363000
"18057","PD36","B",NA,NA,631000,4363000
"18062","PD36","G",0,1,633000,4363000
"18067","PD36","L",NA,NA,635000,4363000
"18072","PD36","R",NA,NA,637000,4363000
"18077","PD36","W",NA,NA,639000,4363000
"18307","PD46","B",NA,NA,641000,4363000
"18312","PD46","G",0,1,643000,4363000
"18317","PD46","L",NA,NA,645000,4363000
"18322","PD46","R",NA,NA,647000,4363000
"18327","PD46","W",NA,NA,649000,4363000
"701","MD76","A",NA,NA,471000,4361000
"706","MD76","F",NA,NA,473000,4361000
"711","MD76","K",NA,NA,475000,4361000
"716","MD76","Q",1,1,477000,4361000
"721","MD76","V",0,1,479000,4361000
"876","MD86","A",NA,NA,481000,4361000
"881","MD86","F",NA,NA,483000,4361000
"886","MD86","K",NA,NA,485000,4361000
"891","MD86","Q",NA,NA,487000,4361000
"896","MD86","V",NA,NA,489000,4361000
"1076","MD96","A",NA,NA,491000,4361000
"1081","MD96","F",0,1,493000,4361000
"1086","MD96","K",NA,NA,495000,4361000
"1091","MD96","Q",0,0,497000,4361000
"1096","MD96","V",NA,NA,499000,4361000
"6126","ND06","A",NA,NA,501000,4361000
"6131","ND06","F",0,1,503000,4361000
"6136","ND06","K",NA,NA,505000,4361000
"6141","ND06","Q",NA,NA,507000,4361000
"6146","ND06","V",NA,NA,509000,4361000
"6376","ND16","A",NA,NA,511000,4361000
"6381","ND16","F",0,1,513000,4361000
"6386","ND16","K",NA,NA,515000,4361000
"6391","ND16","Q",NA,NA,517000,4361000
"6396","ND16","V",NA,NA,519000,4361000
"6626","ND26","A",NA,NA,521000,4361000
"6631","ND26","F",NA,NA,523000,4361000
"6636","ND26","K",NA,NA,525000,4361000
"6641","ND26","Q",NA,NA,527000,4361000
"6646","ND26","V",NA,NA,529000,4361000
"6876","ND36","A",0,1,531000,4361000
"6881","ND36","F",NA,NA,533000,4361000
"6886","ND36","K",NA,NA,535000,4361000
"6891","ND36","Q",0,0,537000,4361000
"6896","ND36","V",NA,NA,539000,4361000
"7126","ND46","A",0,0,541000,4361000
"7131","ND46","F",NA,NA,543000,4361000
"7136","ND46","K",NA,NA,545000,4361000
"7141","ND46","Q",NA,NA,547000,4361000
"7146","ND46","V",0,0,549000,4361000
"7376","ND56","A",0,0,551000,4361000
"7381","ND56","F",1,1,553000,4361000
"7386","ND56","K",NA,NA,555000,4361000
"7391","ND56","Q",NA,NA,557000,4361000
"7396","ND56","V",NA,NA,559000,4361000
"7626","ND66","A",NA,NA,561000,4361000
"7631","ND66","F",0,1,563000,4361000
"7636","ND66","K",NA,NA,565000,4361000
"7641","ND66","Q",NA,NA,567000,4361000
"7646","ND66","V",0,1,569000,4361000
"7876","ND76","A",NA,NA,571000,4361000
"7881","ND76","F",NA,NA,573000,4361000
"7886","ND76","K",1,1,575000,4361000
"7891","ND76","Q",NA,NA,577000,4361000
"7896","ND76","V",NA,NA,579000,4361000
"8126","ND86","A",NA,NA,581000,4361000
"8131","ND86","F",0,0,583000,4361000
"8136","ND86","K",NA,NA,585000,4361000
"8141","ND86","Q",NA,NA,587000,4361000
"8146","ND86","V",NA,NA,589000,4361000
"8376","ND96","A",1,1,591000,4361000
"8381","ND96","F",NA,NA,593000,4361000
"8386","ND96","K",0,1,595000,4361000
"8391","ND96","Q",0,1,597000,4361000
"8396","ND96","V",NA,NA,599000,4361000
"17306","PD06","A",NA,NA,601000,4361000
"17311","PD06","F",NA,NA,603000,4361000
"17316","PD06","K",0,0,605000,4361000
"17321","PD06","Q",NA,NA,607000,4361000
"17326","PD06","V",0,0,609000,4361000
"17556","PD16","A",0,1,611000,4361000
"17561","PD16","F",NA,NA,613000,4361000
"17566","PD16","K",NA,NA,615000,4361000
"17571","PD16","Q",1,1,617000,4361000
"17576","PD16","V",NA,NA,619000,4361000
"17806","PD26","A",0,1,621000,4361000
"17811","PD26","F",0,1,623000,4361000
"17816","PD26","K",0,1,625000,4361000
"17821","PD26","Q",1,0,627000,4361000
"17826","PD26","V",NA,NA,629000,4361000
"18056","PD36","A",NA,NA,631000,4361000
"18061","PD36","F",0,1,633000,4361000
"18066","PD36","K",NA,NA,635000,4361000
"18071","PD36","Q",NA,NA,637000,4361000
"18076","PD36","V",NA,NA,639000,4361000
"18306","PD46","A",NA,NA,641000,4361000
"18311","PD46","F",NA,NA,643000,4361000
"18316","PD46","K",0,0,645000,4361000
"18321","PD46","Q",NA,NA,647000,4361000
"18326","PD46","V",NA,NA,649000,4361000
"530","MD65","E",NA,NA,461000,4359000
"535","MD65","J",NA,NA,463000,4359000
"540","MD65","P",NA,NA,465000,4359000
"545","MD65","U",NA,NA,467000,4359000
"550","MD65","Z",NA,NA,469000,4359000
"680","MD75","E",NA,NA,471000,4359000
"685","MD75","J",1,1,473000,4359000
"690","MD75","P",NA,NA,475000,4359000
"695","MD75","U",NA,NA,477000,4359000
"700","MD75","Z",NA,NA,479000,4359000
"855","MD85","E",NA,NA,481000,4359000
"860","MD85","J",NA,NA,483000,4359000
"865","MD85","P",0,1,485000,4359000
"870","MD85","U",NA,NA,487000,4359000
"875","MD85","Z",NA,NA,489000,4359000
"1055","MD95","E",NA,NA,491000,4359000
"1060","MD95","J",NA,NA,493000,4359000
"1065","MD95","P",0,1,495000,4359000
"1070","MD95","U",NA,NA,497000,4359000
"1075","MD95","Z",NA,NA,499000,4359000
"6105","ND05","E",NA,NA,501000,4359000
"6110","ND05","J",NA,NA,503000,4359000
"6115","ND05","P",0,1,505000,4359000
"6120","ND05","U",NA,NA,507000,4359000
"6125","ND05","Z",NA,NA,509000,4359000
"6355","ND15","E",0,0,511000,4359000
"6360","ND15","J",NA,NA,513000,4359000
"6365","ND15","P",NA,NA,515000,4359000
"6370","ND15","U",NA,NA,517000,4359000
"6375","ND15","Z",NA,NA,519000,4359000
"6605","ND25","E",NA,NA,521000,4359000
"6610","ND25","J",0,1,523000,4359000
"6615","ND25","P",NA,NA,525000,4359000
"6620","ND25","U",NA,NA,527000,4359000
"6625","ND25","Z",0,0,529000,4359000
"6855","ND35","E",NA,NA,531000,4359000
"6860","ND35","J",0,1,533000,4359000
"6865","ND35","P",NA,NA,535000,4359000
"6870","ND35","U",0,1,537000,4359000
"6875","ND35","Z",NA,NA,539000,4359000
"7105","ND45","E",NA,NA,541000,4359000
"7110","ND45","J",NA,NA,543000,4359000
"7115","ND45","P",1,1,545000,4359000
"7120","ND45","U",NA,NA,547000,4359000
"7125","ND45","Z",0,0,549000,4359000
"7355","ND55","E",NA,NA,551000,4359000
"7360","ND55","J",0,0,553000,4359000
"7365","ND55","P",NA,NA,555000,4359000
"7370","ND55","U",NA,NA,557000,4359000
"7375","ND55","Z",NA,NA,559000,4359000
"7605","ND65","E",NA,NA,561000,4359000
"7610","ND65","J",NA,NA,563000,4359000
"7615","ND65","P",NA,NA,565000,4359000
"7620","ND65","U",NA,NA,567000,4359000
"7625","ND65","Z",NA,NA,569000,4359000
"7855","ND75","E",NA,NA,571000,4359000
"7860","ND75","J",0,1,573000,4359000
"7865","ND75","P",NA,NA,575000,4359000
"7870","ND75","U",NA,NA,577000,4359000
"7875","ND75","Z",0,0,579000,4359000
"8105","ND85","E",0,0,581000,4359000
"8110","ND85","J",NA,NA,583000,4359000
"8115","ND85","P",0,1,585000,4359000
"8120","ND85","U",NA,NA,587000,4359000
"8125","ND85","Z",NA,NA,589000,4359000
"8355","ND95","E",0,0,591000,4359000
"8360","ND95","J",NA,NA,593000,4359000
"8365","ND95","P",0,0,595000,4359000
"8370","ND95","U",NA,NA,597000,4359000
"8375","ND95","Z",NA,NA,599000,4359000
"17285","PD05","E",NA,NA,601000,4359000
"17290","PD05","J",NA,NA,603000,4359000
"17295","PD05","P",NA,NA,605000,4359000
"17300","PD05","U",0,1,607000,4359000
"17305","PD05","Z",NA,NA,609000,4359000
"17535","PD15","E",NA,NA,611000,4359000
"17540","PD15","J",NA,NA,613000,4359000
"17545","PD15","P",NA,NA,615000,4359000
"17550","PD15","U",0,1,617000,4359000
"17555","PD15","Z",NA,NA,619000,4359000
"17785","PD25","E",0,1,621000,4359000
"17790","PD25","J",0,0,623000,4359000
"17795","PD25","P",NA,NA,625000,4359000
"17800","PD25","U",NA,NA,627000,4359000
"17805","PD25","Z",NA,NA,629000,4359000
"18035","PD35","E",NA,NA,631000,4359000
"18040","PD35","J",NA,NA,633000,4359000
"18045","PD35","P",0,1,635000,4359000
"18050","PD35","U",0,1,637000,4359000
"18055","PD35","Z",NA,NA,639000,4359000
"18285","PD45","E",NA,NA,641000,4359000
"18290","PD45","J",0,1,643000,4359000
"18295","PD45","P",NA,NA,645000,4359000
"18300","PD45","U",NA,NA,647000,4359000
"18305","PD45","Z",NA,NA,649000,4359000
"18535","PD55","E",NA,NA,651000,4359000
"18540","PD55","J",NA,NA,653000,4359000
"18545","PD55","P",NA,NA,655000,4359000
"18550","PD55","U",NA,NA,657000,4359000
"18555","PD55","Z",NA,NA,659000,4359000
"529","MD65","D",NA,NA,461000,4357000
"534","MD65","I",NA,NA,463000,4357000
"539","MD65","N",NA,NA,465000,4357000
"544","MD65","T",NA,NA,467000,4357000
"549","MD65","Y",NA,NA,469000,4357000
"679","MD75","D",1,1,471000,4357000
"684","MD75","I",NA,NA,473000,4357000
"689","MD75","N",0,1,475000,4357000
"694","MD75","T",NA,NA,477000,4357000
"699","MD75","Y",NA,NA,479000,4357000
"854","MD85","D",NA,NA,481000,4357000
"859","MD85","I",0,1,483000,4357000
"864","MD85","N",NA,NA,485000,4357000
"869","MD85","T",0,1,487000,4357000
"874","MD85","Y",NA,NA,489000,4357000
"1054","MD95","D",NA,NA,491000,4357000
"1059","MD95","I",0,1,493000,4357000
"1064","MD95","N",NA,NA,495000,4357000
"1069","MD95","T",NA,NA,497000,4357000
"1074","MD95","Y",NA,NA,499000,4357000
"6104","ND05","D",0,1,501000,4357000
"6109","ND05","I",NA,NA,503000,4357000
"6114","ND05","N",NA,NA,505000,4357000
"6119","ND05","T",NA,NA,507000,4357000
"6124","ND05","Y",0,1,509000,4357000
"6354","ND15","D",NA,NA,511000,4357000
"6359","ND15","I",NA,NA,513000,4357000
"6364","ND15","N",NA,NA,515000,4357000
"6369","ND15","T",0,0,517000,4357000
"6374","ND15","Y",NA,NA,519000,4357000
"6604","ND25","D",NA,NA,521000,4357000
"6609","ND25","I",NA,NA,523000,4357000
"6614","ND25","N",NA,NA,525000,4357000
"6619","ND25","T",NA,NA,527000,4357000
"6624","ND25","Y",NA,NA,529000,4357000
"6854","ND35","D",0,0,531000,4357000
"6859","ND35","I",NA,NA,533000,4357000
"6864","ND35","N",NA,NA,535000,4357000
"6869","ND35","T",NA,NA,537000,4357000
"6874","ND35","Y",NA,NA,539000,4357000
"7104","ND45","D",NA,NA,541000,4357000
"7109","ND45","I",NA,NA,543000,4357000
"7114","ND45","N",NA,NA,545000,4357000
"7119","ND45","T",NA,NA,547000,4357000
"7124","ND45","Y",NA,NA,549000,4357000
"7354","ND55","D",NA,NA,551000,4357000
"7359","ND55","I",0,1,553000,4357000
"7364","ND55","N",NA,NA,555000,4357000
"7369","ND55","T",NA,NA,557000,4357000
"7374","ND55","Y",NA,NA,559000,4357000
"7604","ND65","D",NA,NA,561000,4357000
"7609","ND65","I",1,0,563000,4357000
"7614","ND65","N",NA,NA,565000,4357000
"7619","ND65","T",0,0,567000,4357000
"7624","ND65","Y",NA,NA,569000,4357000
"7854","ND75","D",NA,NA,571000,4357000
"7859","ND75","I",NA,NA,573000,4357000
"7864","ND75","N",0,0,575000,4357000
"7869","ND75","T",NA,NA,577000,4357000
"7874","ND75","Y",NA,NA,579000,4357000
"8104","ND85","D",NA,NA,581000,4357000
"8109","ND85","I",0,0,583000,4357000
"8114","ND85","N",NA,NA,585000,4357000
"8119","ND85","T",0,1,587000,4357000
"8124","ND85","Y",NA,NA,589000,4357000
"8354","ND95","D",NA,NA,591000,4357000
"8359","ND95","I",NA,NA,593000,4357000
"8364","ND95","N",NA,NA,595000,4357000
"8369","ND95","T",NA,NA,597000,4357000
"8374","ND95","Y",NA,NA,599000,4357000
"17284","PD05","D",0,1,601000,4357000
"17289","PD05","I",NA,NA,603000,4357000
"17294","PD05","N",NA,NA,605000,4357000
"17299","PD05","T",NA,NA,607000,4357000
"17304","PD05","Y",NA,NA,609000,4357000
"17534","PD15","D",NA,NA,611000,4357000
"17539","PD15","I",NA,NA,613000,4357000
"17544","PD15","N",NA,NA,615000,4357000
"17549","PD15","T",0,0,617000,4357000
"17554","PD15","Y",NA,NA,619000,4357000
"17784","PD25","D",NA,NA,621000,4357000
"17789","PD25","I",NA,NA,623000,4357000
"17794","PD25","N",0,1,625000,4357000
"17799","PD25","T",NA,NA,627000,4357000
