"","lon","lat"
"50540",NA,NA
"50541",-4.680176,56.258038
"50554",-4.668442,56.209342
"50595",-4.55638,56.091413
"50636",-4.60097,56.014261
"50677",-4.661108,56.14715
"50714",-4.680176,56.258038
"50715",NA,NA
"50716",-4.450773,56.23457
"50718",-4.460747,56.23809
"50759",-4.574568,56.277693
"50793",-4.450773,56.23457
"50794",NA,NA
"50795",-4.118109,56.382421
"50800",-4.150965,56.379194
"50841",-4.121336,56.391221
"50852",-4.118109,56.382421
"50853",NA,NA
"50854",-4.017488,56.566941
"50882",-4.137177,56.504456
"50923",-4.22577,56.488028
"50964",-4.03773,56.570754
"50975",-4.017488,56.566941
"50976",NA,NA
"50977",-4.198488,56.685162
"51005",-4.394742,56.677535
"51045",-4.198488,56.685162
"51046",NA,NA
"51047",-4.281507,56.909872
"51087",-4.40941,56.793117
"51128",-4.422024,56.798984
"51169",-4.284734,56.916032
"51175",-4.281507,56.909872
"51176",NA,NA
"51177",-4.672549,56.703057
"51210",-4.865283,56.700417
"51242",-4.672549,56.703057
"51243",NA,NA
"51244",-4.780797,56.554326
"51251",-4.808665,56.537605
"51278",-4.780797,56.554326
"51279",NA,NA
"51280",-5.045696,56.377434
"51292",-5.088232,56.347511
"51333",-5.263364,56.260679
"51374",-5.402414,56.183526
"51415",-5.24811,56.286494
"51456",-5.089699,56.380367
"51465",-5.045696,56.377434
"51466",NA,NA
"51467",-5.068871,56.545232
"51497",-5.169198,56.460453
"51538",-5.150716,56.493602
"51567",-5.068871,56.545232
"51568",NA,NA
"51569",-4.844748,57.000812
"51579",-4.87819,56.97265
"51620",-4.914859,56.97353
"51643",-4.844748,57.000812
"51644",NA,NA
"51645",-4.335485,57.373078
"51661",-4.397089,57.331715
"51702",-4.54494,57.219654
"51743",-4.664041,57.16069
"51784",-4.504163,57.264244
"51825",-4.36482,57.376892
"51834",-4.335485,57.373078
"51835",NA,NA
"51836",-4.260973,57.486607
"51866",-4.455466,57.486607
"51901",-4.260973,57.486607
"51902",NA,NA
"51903",-3.588898,57.62595
"51907",-3.6153,57.62683
"51937",-3.588898,57.62595
"51938",NA,NA
"51939",-2.482365,56.691029
"51948",-2.503193,56.711858
"51969",-2.482365,56.691029
"51970",NA,NA
"51971",-4.868509,57.071803
"51989",-4.975584,57.074737
"52012",-4.868509,57.071803
"52013",NA,NA
"52014",-5.193546,57.061829
"52030",-5.29622,57.059483
"52071",-5.266298,57.082364
"52086",-5.193546,57.061829
"52087",NA,NA
"52088",-5.551732,56.946248
"52112",-5.720997,56.93774
"52153",-5.659686,56.950355
"52180",-5.551732,56.946248
"52181",NA,NA
"52182",-5.004919,57.407988
"52194",-5.076498,57.420308
"52235",-4.987025,57.409454
"52238",-5.004919,57.407988
"52239",NA,NA
"52240",-4.903712,57.641498
"52276",-5.010786,57.646191
"52295",-4.903712,57.641498
"52296",NA,NA
"52297",-5.365158,57.642671
"52317",-5.470473,57.67846
"52358",-5.606882,57.759719
"52399",-5.418256,57.671713
"52422",-5.365158,57.642671
"52423",NA,NA
"52424",-5.417376,57.722463
"52440",-5.476046,57.762066
"52478",-5.417376,57.722463
"52479",NA,NA
"52480",-4.239851,57.851833
"52481",-4.243371,57.850659
"52522",-4.3701,57.899356
"52562",-4.239851,57.851833
"52563",NA,NA
"52564",-4.047411,57.923998
"52591",-4.047411,57.923998
"52592",NA,NA
"52593",-4.425838,58.034299
"52604",-4.470428,58.060701
"52645",-4.669028,58.145774
"52686",-4.582782,58.123479
"52727",-4.401196,58.031952
"52736",-4.425838,58.034299
"52737",NA,NA
"52738",-4.309376,58.23202
"52768",-4.338125,58.222633
"52777",-4.309376,58.23202
"52778",NA,NA
"52779",-4.087307,58.269863
"52809",-4.117229,58.295971
"52821",-4.087307,58.269863
"52822",NA,NA
"52823",-7.24732,57.588694
"52850",-7.299537,57.605415
"52862",-7.24732,57.588694
