"","lon","lat","jul.day","bath","chl","chl.sw"
"6003",-64.341,47.917,258,34,1.78,5.22614885
"6004",-64.345,42.971,189,132,0.16,0.50415579
"6005",-64.349,31.412,80,4318,0.24,0.1797312
"6006",-64.353,49.238,168,322,0.52,3.34467801
"6007",-64.354,49.234,171,322,3.36,3.09570162
"6008",-64.3542,49.2338,171,322,3.36,3.09570162
"6009",-64.362,47.27,265,50,1.29,2.26464431
"6010",-64.363,32.034,69,4343,0.116,0.20538312
"6011",-64.364,32,174,4343,0.022,0.07650089
"6012",-64.369,31.627,139,4327,0.043,0.08663473
"6013",-64.381,43.706,195,173,0.2,0.68202273
"6014",-64.387,31.549,253,4327,0.079,0.06138787
"6015",-64.391,47.393,261,50,1.93,2.43240194
"6016",-64.394,47.833,263,34,1.47,3.75632142
"6017",-64.399,31.878,129,4396,0.034,0.09120108
"6018",-64.399,42.998,125,132,0.62,0.70151238
"6019",-64.399,43,299,97,0.47,1.00622825
"6020",-64.399,47.095,265,36,1.05,2.51188643
"6021",-64.4,47.115,265,36,1.59,2.51188643
"6022",-64.401,43.002,277,97,0.33,0.75168406
"6023",-64.401,43.01,299,97,3.26,1.00622825
"6024",-64.401,43.4,194,172,0.08,0.56643892
"6025",-64.405,31.913,17,4396,0.074,0.12882496
"6026",-64.406,31.629,56,4327,0.178,0.20098011
"6027",-64.408,32.053,174,4343,0.025,0.08680294
"6028",-64.408,47.725,261,49,1.63,2.77058345
"6029",-64.412,47.523,268,49,1.06,3.51960729
"6030",-64.412,49.668,345,147,0.605,1.216186
"6031",-64.414,49.667,164,147,0.56,2.87339206
"6032",-64.415,47.858,257,34,0.31,5.37031796
"6033",-64.417,31.872,338,4396,0.035,0.11798778
"6034",-64.417,49.667,348,147,0.455,1.67009504
"6035",-64.417,49.667,154,147,0.68,2.66142655
"6036",-64.417,64.919,308,293,0.5605,0
"6037",-64.424,49.671,341,147,0.23,1.216186
"6038",-64.425,48.253,262,77,1.11,2.98306744
"6039",-64.427,31.803,69,4396,0.2475,0.19864726
"6040",-64.442,47.132,261,36,0.16,3.13986478
"6041",-64.447,32.106,174,4343,0.034,0.08100922
"6042",-64.449,31.225,45,4349,0.31,0.16445055
"6043",-64.45,41.15,107,3851,1.485,0.71575229
"6044",-64.451,31.22,44,4349,0.2925,0.16728601
"6045",-64.457,49.112,168,322,0.81,6.07172585
"6046",-64.464,32.206,194,4343,0.06,0.0629311
"6047",-64.465,49.114,164,322,1.38,8.12245896
"6048",-64.468,32.083,192,4343,0.038,0.07445666
"6049",-64.469,42.691,187,602,0.23,0.49545019
"6050",-64.47,32.081,177,4343,0.108,0.08810489
"6051",-64.47,32.083,192,4343,0.038,0.07445666
"6052",-64.471,31.921,17,4396,0.102,0.12882496
"6053",-64.471,42.591,189,602,0.18,0.44695005
"6054",-64.475,31.9,199,4396,0.02366667,0.07545647
"6055",-64.477,32.179,158,4343,0.027,0.07559306
"6056",-64.4778,49.1167,171,322,1.98,5.42225001
"6057",-64.478,49.117,171,322,1.98,5.42225001
"6058",-64.481,32.181,140,4343,0.105,0.08156319
"6059",-64.485,32.179,202,4343,0.045,0.06774647
"6060",-64.486,32.131,95,4343,0.018,0.16190088
"6061",-64.488,32.164,168,4343,0.065,0.07609592
"6062",-64.489,31.664,231,4327,0.05,0.06437601
"6063",-64.491,47.387,268,50,1.14,2.32538148
"6064",-64.493,32.165,223,4343,0.051,0.0754557
"6065",-64.495,32.167,60,4343,0.158,0.25130781
"6066",-64.496,32.174,264,4343,0.064,0.07742216
"6067",-64.497,32.156,305,4343,0.146,0.09772372
"6068",-64.499,32.167,275,4343,0.256,0.06930983
"6069",-64.499,32.168,244,4343,0.084,0.06360364
"6070",-64.499,32.168,250,4343,0.074,0.07081324
"6071",-64.5,32.163,304,4343,0.177,0.10217727
"6072",-64.501,31.167,81,4514,0.21,0.17579236
"6073",-64.501,32.167,81,2329,0.21,0.20892961
"6074",-64.504,31.99,130,4013,0.004,0.08669004
"6075",-64.504,32.175,333,2329,0.128,0.12233895
"6076",-64.508,32.147,47,2329,0.14,0.18451553
"6077",-64.513,31.939,18,4013,0.11,0.16477965
"6078",-64.513,32.16,24,2329,0.118,0.1978351
"6079",-64.513,49.555,345,261,0.65,1.97242274
"6080",-64.517,49.55,164,261,0.62,2.9407602
"6081",-64.517,49.55,154,261,0.73,2.90981449
"6082",-64.517,49.551,348,261,0.48,1.60347162
"6083",-64.518,31.81,49,4013,0.158,0.22387211
"6084",-64.519,32.166,173,2329,0.045,0.07817764
"6085",-64.526,43.1,190,111,0.16,0.50197939
"6086",-64.527,32.205,182,2329,0.045,0.07879419
"6087",-64.527,43.48,194,101,0.35,0.62827979
"6088",-64.529,42.542,189,138,0.17,0.41786437
"6089",-64.539,31.897,108,4013,0.1295,0.12399235
"6090",-64.539,43.135,187,111,0.23,0.49980299
"6091",-64.54,31.946,18,4013,0.103,0.16477965
"6092",-64.547,47.088,265,12,3.42,2.34422882
"6093",-64.548,46.989,268,7,1.29,3.15129091
"6094",-64.569,32.284,180,205,0.071,0.08623546
"6095",-64.57,46.885,257,7,0.57,4.36515832
"6096",-64.571,31.922,108,4013,0.087,0.12399235
"6097",-64.572,31.922,108,4013,0.081,0.12399235
"6098",-64.574,46.754,264,7,2.37,7.40208921
"6099",-64.58,40.25,105,4468,1.5525,0.51286138
"6100",-64.583,43.477,195,101,0.23,0.62560223
"6101",-64.584,31.815,49,4013,0.158,0.20183664
"6102",-64.585,32.318,180,205,0.073,0.098626
"6103",-64.589,47.574,264,2,4.97,3.23112913
"6104",-64.589,48.15,262,58,1.55,3.35714488
"6105",-64.591,43.491,194,101,0.47,0.8322392
"6106",-64.591,47.19,257,12,0.76,2.8840315
"6107",-64.593,31.815,49,4013,0.139,0.20183664
"6108",-64.597,48.113,261,58,1.59,3.4460947
"6109",-64.599,43.395,195,101,1.23,0.57901796
"6110",-64.6,40.27,105,4468,2.24,0.63095734
"6111",-64.601,47.453,264,15,0.11,3.15953716
"6112",-64.602,46.799,261,7,4.5,6.17005883
"6113",-64.606,47.423,261,15,2.41,3.04146331
"6114",-64.614,49.434,345,351,0.6,1.54881662
"6115",-64.616,49.434,348,351,0.22,2.0495222
"6116",-64.617,49.433,154,351,0.655,3.6138425
"6117",-64.618,43.25,299,101,0.89,1.16492587
"6118",-64.619,43.258,299,101,1.96,1.16492587
"6119",-64.62,43.247,275,111,0.42,0.95499259
"6120",-64.62,43.25,125,101,0.78,0.73804456
"6121",-64.621,49.432,309,351,0.89,3.51495244
"6122",-64.621,49.434,164,351,0.81,3.70498752
"6123",-64.626,49.44,340,351,0.35,1.54881662
"6124",-64.638,43.579,195,101,0.34,0.78710547
"6125",-64.645,65.031,306,107,0.41166667,0
"6126",-64.659,48.22,260,58,1.02,3.42767787
"6127",-64.661,42.483,189,799,0.18,0.43254903
"6128",-64.664,42.968,190,93,0.2,0.53088444
"6129",-64.666,32.144,201,2329,0.051,0.07413102
"6130",-64.67,46.829,176,7,0.54,5.59991938
"6131",-64.671,47.499,176,15,0.68,3.2972592
"6132",-64.677,32.133,92,2329,0.10566667,0.15691086
"6133",-64.677,47.174,264,12,2.22,4.25466434
"6134",-64.678,43.335,194,101,0.42,0.54067703
"6135",-64.68,40.28,105,4468,2.435,0.63095734
"6136",-64.681,42.933,188,93,0.24,0.57410511
"6137",-64.693,48.008,266,58,2.12,5.1447158
"6138",-64.702,31.389,9,4481,0.2915,0.12022644
"6139",-64.702,43.593,196,101,0.76,0.73078016
"6140",-64.712,42.747,188,138,0.33,0.51962003
"6141",-64.714,49.317,340,351,0.15,1.55764957
"6142",-64.715,42.703,189,138,0.1,0.52187291
"6143",-64.715,49.317,348,351,0.65,1.60209227
"6144",-64.716,49.317,345,351,0.62,1.90546072
"6145",-64.717,49.318,153,351,1.78,4.21696503
"6146",-64.721,49.314,164,351,2.98,5.88334083
"6147",-64.724,42.972,187,93,0.26,0.57901796
"6148",-64.725,47.243,268,12,1.71,3.02670493
"6149",-64.737,31.394,9,4481,0.273,0.12022644
"6150",-64.744,31.388,9,4481,0.007,0.12022644
"6151",-64.748,43.398,125,101,1.39,0.83225994
"6152",-64.748,43.398,299,101,1.4,1.61422298
"6153",-64.749,47.931,177,16,0.37,8.41395142
"6154",-64.75,47.169,176,12,0.58,3.85747706
"6155",-64.751,48.171,177,58,0.45,3.19889511
"6156",-64.753,43.401,277,101,0.35,0.97873597
"6157",-64.753,43.471,194,101,0.5,0.8322392
"6158",-64.763,43.475,195,101,0.28,0.82617754
"6159",-64.773,48.121,262,58,1.81,4.35177569
"6160",-64.779,43.422,196,101,0.76,0.54512263
"6161",-64.78,40.37,106,4468,1.45,0.60915268
"6162",-64.787,43.069,194,111,0.27,0.54495594
"6163",-64.799,42.933,187,93,0.24,0.49980299
"6164",-64.8,40.35,106,4468,1.29,0.60915268
"6165",-64.802,47.227,261,12,2.69,8.71543976
"6166",-64.805,43.029,189,111,0.23,0.5591969
"6167",-64.808,42.601,188,138,0.44,0.50197939
"6168",-64.817,42.62,277,138,0.32,0.87954786
"6169",-64.853,42.597,189,138,0.27,0.49574574
"6170",-64.856,42.665,189,138,0.28,0.49574574
"6171",-64.87,31.566,193,4310,0.031,0.05248075
"6172",-64.877,42.673,188,138,0.33,0.51286138
"6173",-64.878,43.56,277,101,0.03,1.35218259
"6174",-64.88,43.561,299,101,1.24,1.42132055
"6175",-64.881,43.56,125,101,0.39,0.94214337
"6176",-64.887,42.52,190,138,0.15,0.51962003
"6177",-64.906,47.911,266,16,1.78,5.55904257
"6178",-64.912,47.914,261,16,1.44,5.757832
"6179",-64.92,40.3,107,4468,1.51,0.65121445
"6180",-64.95,43.209,189,111,0.2,0.54021266
"6181",-64.951,42.53,189,138,0.22,0.47106689
"6182",-64.952,43.455,196,101,1.59,0.55461475
"6183",-64.956,42.886,190,93,0.22,0.5478561
"6184",-64.964,42.418,190,799,0.11,0.45649449
"6185",-64.969,42.358,189,799,0.26,0.42419423
"6186",-64.977,42.931,189,93,0.37,0.54085716
"6187",-64.982,48.017,266,58,1.69,3.74057112
"6188",-65.002,32.002,299,3459,0.06,0.10058936
"6189",-65.01,43.407,195,74,0.33,0.55936081
"6190",-65.025,43.4,194,74,0.26,0.56643892
"6191",-65.033,49.367,160,274,0.538,4.99860322
"6192",-65.039,43.246,194,88,0.26,0.56410687
"6193",-65.042,43.254,122,74,1.53,0.699842
"6194",-65.049,43.251,275,74,0.58,1.11607154
"6195",-65.051,43.25,297,74,2.76,1.13501082
"6196",-65.052,42.863,188,84,0.26,0.588387
"6197",-65.053,43.252,299,74,1.1,1.15530461
"6198",-65.078,42.46,189,163,0.23,0.45453231
"6199",-65.096,42.698,190,97,0.26,0.50519566
"6200",-65.13,42.846,188,84,0.35,0.5908667
"6201",-65.136,43.173,189,88,0.65,0.59024911
"6202",-65.15,43.33,96,74,4.08,1.33974233
"6203",-65.16,43.34,94,74,5.8,1.50137615
"6204",-65.166,30.669,208,4785,0.045,0.06160606
"6205",-65.17,43.33,108,74,2.145,1.00817153
"6206",-65.17,43.33,109,74,3.29,0.97873597
"6207",-65.17,43.33,95,74,6.39,1.42055924
"6208",-65.17,43.33,96,74,6.92,1.33974233
"6209",-65.17,43.35,94,74,5.695,1.50137615
"6210",-65.17,43.35,95,74,6.485,1.42055924
"6211",-65.17,43.35,96,74,4.1275,1.33974233
"6212",-65.171,42.734,190,97,0.14,0.56675438
"6213",-65.173,42.498,188,163,0.34,0.45866353
"6214",-65.173,45.106,191,35,2.58,3.48896415
"6215",-65.18,43.32,97,74,5.195,1.25892541
"6216",-65.185,42.451,190,163,0.22,0.46238102
"6217",-65.207,42.622,190,97,0.27,0.51128906
"6218",-65.21,43.32,108,74,1.98,1.21380921
"6219",-65.22,43.32,108,74,2.1,1.21380921
"6220",-65.224,43.296,195,74,0.38,0.7257033
"6221",-65.23,43.22,97,88,4.08,1.30316678
"6222",-65.23,43.25,97,74,4.32,1.30316678
"6223",-65.23,43.27,97,74,5.8625,1.30316678
"6224",-65.234,45.246,191,35,1.78,3.45779187
"6225",-65.25,43.33,108,74,2.355,1.21380921
"6226",-65.251,47.931,177,42,0.54,6.60693448
"6227",-65.259,47.967,266,42,1.53,3.64771818
"6228",-65.261,43.097,194,88,1.69,0.65793316
"6229",-65.28,47.897,262,42,2.01,5.89729693
"6230",-65.284,42.277,189,163,0.33,0.44695005
"6231",-65.296,43.032,194,88,0.45,0.60695024
"6232",-65.308,42.736,188,97,0.29,0.62289545
"6233",-65.316,42.711,190,97,0.14,0.68423611
"6234",-65.32,43.3,108,74,2.24,1.21380921
"6235",-65.338,42.755,190,84,0.17,0.68423611
"6236",-65.344,41.87,298,1976,1.07,0.63956793
"6237",-65.35,41.87,123,1976,0.57,0.84662684
"6238",-65.352,42.374,190,163,0.17,0.49545019
"6239",-65.354,42.973,195,84,0.22,0.64444745
"6240",-65.355,41.861,298,1976,2.66,0.63956793
"6241",-65.36,41.869,276,1976,0.35,0.5413269
"6242",-65.364,43.239,195,88,1.57,0.58711615
"6243",-65.373,47.795,266,42,1.44,5.30024609
"6244",-65.381,42.614,190,97,0.2,0.5413269
"6245",-65.388,45.254,192,24,1.12,3.7311012
"6246",-65.389,42.335,188,163,0.28,0.49545019
"6247",-65.4,42.368,190,163,0.23,0.49545019
"6248",-65.403,42.487,190,163,0.36,0.53501937
"6249",-65.417,42.759,275,84,1.1,2.49501628
"6250",-65.417,42.834,194,84,0.28,0.84392403
"6251",-65.43,42.45,122,163,0.64,0.69086331
"6252",-65.442,43.252,122,74,2.92,0.82482419
"6253",-65.443,42.748,188,97,0.37,0.62289545
"6254",-65.458,41.995,298,1976,2.47,1.06390678
"6255",-65.46,42.604,275,97,1.13,1.18849883
"6256",-65.463,42.992,297,84,2.36,1.49623566
"6257",-65.465,42.414,190,163,0.38,0.53501937
"6258",-65.471,42.753,297,84,2.96,1.44543977
"6259",-65.477,42.51,188,97,0.27,0.56037911
"6260",-65.478,43.001,297,88,2.75,1.49623566
"6261",-65.478,43.251,297,74,0.45,1.39636836
"6262",-65.48,42.452,297,163,2.09,1.0964782
"6263",-65.48,42.999,122,84,1.96,0.69201337
"6264",-65.48,43,275,88,2.12,1.78153697
"6265",-65.48,43.249,297,88,2.61,1.39636836
"6266",-65.481,42.763,297,84,2.75,1.54881662
"6267",-65.481,45.068,193,35,0.57,2.26464431
"6268",-65.481,45.192,193,35,0.59,2.18776162
"6269",-65.484,42.762,122,84,0.62,0.63378555
"6270",-65.485,42.509,189,97,0.76,0.57021067
"6271",-65.485,42.662,190,97,1.03,0.60042617
"6272",-65.488,42.145,298,1068,2.04,0.90341371
"6273",-65.49,42.47,297,163,2.96,1.0964782
"6274",-65.494,42.002,276,1068,0.27,0.61797383
"6275",-65.497,43.118,56,88,0.78,0.79682213
"6276",-65.498,42.127,276,1068,0.36,0.67555867
"6277",-65.501,42.132,298,200,1.15,1.0107028
"6278",-65.504,42.129,123,200,0.64,0.9354766
"6279",-65.504,47.869,262,6,1.97,4.40518812
"6280",-65.51,42.001,298,200,1,0.93516162
"6281",-65.512,42.002,123,200,0.72,0.94229635
"6282",-65.513,43.257,275,28,0.32,1.45813874
"6283",-65.517,44.939,192,21,1.21,2.52314572
"6284",-65.518,47.85,260,6,1.02,4.71831303
"6285",-65.52,42.886,195,102,0.52,1.0964216
"6286",-65.538,42.465,190,99,0.13,0.53501937
"6287",-65.548,44.833,191,21,2.23,2.59253143
"6288",-65.554,42.606,189,85,0.8,0.62469143
"6289",-65.56,42.8,191,102,2.98,1.11608304
"6290",-65.564,42.733,193,85,0.41,1.05925373
"6291",-65.567,44.913,192,21,1.76,2.52314572
"6292",-65.57,45.05,191,19,3.15,2.15127786
"6293",-65.582,42.842,193,102,0.5,1.0964782
"6294",-65.586,42.317,189,99,0.97,0.58884366
"6295",-65.588,45.163,191,19,1.6,2.32433269
"6296",-65.59,43.042,195,75,0.49,1.21612323
"6297",-65.598,49.417,344,263,0.7,1.70357551
"6298",-65.599,49.416,340,263,0.13,1.64624401
"6299",-65.6,49.415,308,263,0.41,2.56792772
"6300",-65.601,49.418,349,263,0.53,1.40719329
"6301",-65.605,47.879,260,6,1.02,4.89912557
"6302",-65.622,42.959,193,102,1.96,1.60324539
"6303",-65.629,42.479,188,99,0.78,0.52772014
"6304",-65.631,45.125,193,19,1.29,2.11348904
"6305",-65.635,42.274,190,99,0.29,0.58884366
"6306",-65.647,42.905,195,102,1.73,1.41743571
"6307",-65.651,45.193,193,19,1.21,2.98538262
"6308",-65.661,42.662,193,85,0.42,0.699842
"6309",-65.664,42.539,190,85,0.39,0.58014216
"6310",-65.665,42.497,189,99,0.93,0.56320377
"6311",-65.666,42.628,191,85,0.22,0.66709473
"6312",-65.671,44.957,193,21,3.18,1.97242274
"6313",-65.673,45.075,193,19,0.93,1.90546072
"6314",-65.706,44.991,193,21,0.87,1.97242274
"6315",-65.707,42.781,191,102,4.2,1.46565896
"6316",-65.72,42.297,189,99,0.69,0.58884366
"6317",-65.723,44.807,193,21,1.33,2.4266101
"6318",-65.738,47.932,266,6,1.63,3.50447904
"6319",-65.747,42.543,191,85,0.19,0.62256903
"6320",-65.758,45.145,192,19,0.95,2.91553605
"6321",-65.769,42.575,188,85,0.47,0.57672673
"6322",-65.773,42.275,190,99,0.73,0.68544101
"6323",-65.784,42.269,188,99,0.32,0.72176345
"6324",-65.784,44.929,193,21,2.14,1.77827941
"6325",-65.792,41.782,48,227,0.58,0.50712437
"6326",-65.805,42.606,191,85,0.32,0.69053788
"6327",-65.81,42.32,145,99,4.77,0.77624712
"6328",-65.81,42.32,175,99,0.47,0.56144597
"6329",-65.811,42.3213,145,99,4.77,0.77624712
"6330",-65.811,42.3213,175,99,0.47,0.56144597
"6331",-65.813,44.866,192,21,1.59,1.83907502
"6332",-65.814,45.175,191,19,2.03,2.84568949
"6333",-65.8192,42.3265,118,99,0.23,0.69929926
"6334",-65.82,42.33,118,99,0.23,0.69929926
"6335",-65.828,42.3013,82,99,1.36,1.72560875
"6336",-65.829,42.432,189,99,0.41,0.57429037
"6337",-65.834,42.286,123,99,1.02,0.84978287
"6338",-65.8355,42.3022,112,99,1.35,0.85734
"6339",-65.837,42.293,298,99,1.07,1.05985919
"6340",-65.8427,42.2948,111,99,1.25,0.85368626
"6341",-65.8448,42.2947,173,99,0.41,0.6765335
"6342",-65.8462,42.3012,78,99,7.51,1.39536404
"6343",-65.8485,42.2955,83,99,4.49,1.79163059
"6344",-65.85,42.3,49,99,0.52,0.65313055
"6345",-65.85,42.3,83,99,4.49,1.79163059
"6346",-65.85,44.933,193,21,1.59,1.840772
"6347",-65.85,44.933,354,21,0.5,1.73858713
"6348",-65.8533,42.2983,49,99,0.52,0.65313055
"6349",-65.8567,42.2867,19,99,0.61,0.79878333
"6350",-65.8635,42.2825,144,99,0.57,0.75318832
"6351",-65.875,42.566,191,85,0.26,0.66226672
"6352",-65.8763,42.216,45,200,0.3,0.70025947
"6353",-65.8828,42.2953,45,99,0.37,0.57429037
"6354",-65.89,42.32,16,99,0.3,0.68020698
"6355",-65.89,42.338,276,99,0.99,1.10660191
"6356",-65.89,42.484,189,99,0.28,0.57429037
"6357",-65.892,42.385,189,99,0.4,0.6209871
"6358",-65.893,42.317,16,99,0.3,0.82153008
"6359",-65.893,42.679,189,85,0.32,1.31326919
"6360",-65.893,44.786,193,21,0.97,2.11348904
"6361",-65.895,42.0817,173,200,0.29,0.87386448
"6362",-65.895,42.3093,171,99,0.65,0.74002981
"6363",-65.9108,42.3032,50,99,0.96,0.70291624
"6364",-65.911,42.743,195,85,4.03,1.6950695
"6365",-65.911,42.82,194,102,3.3,1.95514106
"6366",-65.92,42.08,49,200,0.62,0.80352612
"6367",-65.92,44.864,193,21,1.37,2.18776162
"6368",-65.9225,42.2237,50,200,1.04,0.85891459
"6369",-65.9233,42.0872,111,200,1.2,1.12008044
"6370",-65.924,42.084,49,200,0.62,0.80352612
"6371",-65.9245,42.079,171,200,0.33,0.94857873
"6372",-65.9245,42.2087,112,200,1.01,1.20918395
"6373",-65.9252,42.0838,118,200,1.37,1.16545151
"6374",-65.9283,42.0868,138,200,0.79,0.80352612
"6375",-65.9285,42.2113,82,200,2.37,1.25032029
"6376",-65.93,42.08,118,200,1.37,1.16545151
"6377",-65.93,42.21,49,200,0.55,0.699842
"6378",-65.93,42.22,83,200,4.2,1.32574302
"6379",-65.9312,42.2125,49,200,0.55,0.699842
"6380",-65.9343,42.0698,144,200,0.26,0.80352612
"6381",-65.9348,42.22,83,200,4.2,1.32574302
"6382",-65.935,42.2183,19,200,0.54,0.73080052
"6383",-65.936,42.706,190,85,2.39,1.75564028
"6384",-65.9367,42.2108,111,200,1.49,1.1594425
"6385",-65.94,42.2257,171,200,0.44,0.79878333
"6386",-65.9472,42.207,144,200,0.44,0.85040042
"6387",-65.9503,42.084,113,200,0.85,1.216186
"6388",-65.952,41.9987,112,227,1,1.18903998
"6389",-65.959,42.2003,138,200,0.27,0.78684045
"6390",-65.96,41.98,50,227,0.74,0.84084978
"6391",-65.9633,41.8467,19,227,0.63,0.62617342
"6392",-65.97,42.439,190,99,0.42,0.60766819
"6393",-65.972,41.786,48,227,0.62,0.59410787
"6394",-65.9733,42.208,174,200,0.54,0.74931266
"6395",-65.974,42.708,189,85,0.4,1.7480939
"6396",-65.975,42.79,194,102,3.42,1.95514106
"6397",-65.978,42.691,56,85,0.52,0.85040042
"6398",-65.9783,42.1283,19,200,0.63,0.64223875
"6399",-65.981,42.626,191,85,1.12,0.91637532
"6400",-65.9895,41.8503,112,227,1.15,0.91122047
"6401",-65.99,41.87,118,227,1.75,1.08027526
"6402",-65.99,41.87,145,227,3.88,0.80352612
"6403",-65.99,42.12,145,200,2.98,0.89125094
"6404",-65.99,42.12,175,200,0.55,0.87964608
"6405",-65.991,41.8715,118,227,1.75,1.08027526
"6406",-65.9917,42.1235,145,200,2.98,0.89125094
"6407",-65.9917,42.1235,175,200,0.55,0.87964608
"6408",-65.9923,41.8742,145,227,3.88,0.80352612
"6409",-65.9928,41.8717,111,227,2.43,0.89986951
"6410",-65.995,41.566,48,1004,0.89,0.58634481
"6411",-65.9963,41.8657,44,227,0.39,0.60766819
"6412",-65.9965,42.122,145,200,0.78,0.89125094
"6413",-65.997,42.606,191,85,1.45,0.94243024
"6414",-65.9977,41.8682,144,227,1.32,0.83549207
"6415",-66.0002,41.8825,138,84,0.59,1.08298756
"6416",-66.001,41.63,50,69,0.76,0.64018184
"6417",-66.0022,41.8743,47,84,1.16,0.58437903
"6418",-66.0028,41.871,171,84,1.31,1.10611135
"6419",-66.0045,41.8693,173,84,0.31,1.11574451
"6420",-66.0058,41.8758,82,84,2.44,1.67442347
"6421",-66.0085,41.999,145,84,9.73,1.0964782
"6422",-66.0088,42.1358,82,151,3.13,1.13429537
"6423",-66.01,41.88,82,84,2.44,1.38779089
"6424",-66.01,41.89,48,84,0.85,0.67608298
"6425",-66.01,42,145,151,9.73,1.0964782
"6426",-66.0139,41.5365,43,69,0.39,0.57385061
"6427",-66.0145,41.8875,48,84,0.85,0.67608298
"6428",-66.015,42.135,50,151,0.56,0.55704038
"6429",-66.0157,41.672,80,69,3.17,1.22947136
"6430",-66.02,42.14,49,151,0.56,0.54954087
"6431",-66.02,42.14,83,151,2.8,1.20933702
"6432",-66.02,42.654,195,127,7.07,0.9549433
"6433",-66.0207,42.1552,138,151,0.29,0.78684045
"6434",-66.023,42.1332,50,151,1.51,0.55704038
"6435",-66.0242,42.14,83,151,2.8,1.20933702
"6436",-66.0247,41.848,81,84,2.94,1.65958691
"6437",-66.0258,42.1108,44,151,0.53,0.60042617
"6438",-66.0282,41.5507,48,69,0.54,0.58634481
"6439",-66.0295,41.548,81,69,0.92,1.71790839
"6440",-66.0297,41.531,111,69,4.8,0.95499259
"6441",-66.03,41.55,48,69,0.54,0.58634481
"6442",-66.03,41.55,81,69,0.92,1.71790839
"6443",-66.03,42.1167,78,151,3.61,1.0732129
"6444",-66.0317,41.5267,18,69,0.06,0.67044227
"6445",-66.0317,41.5537,47,69,1.11,0.58384597
"6446",-66.032,41.55,80,69,2.07,1.63557655
"6447",-66.035,41.5473,173,69,0.38,1.00333066
"6448",-66.038,42.745,194,127,2.9,1.69869139
"6449",-66.0397,41.5418,144,69,5.35,0.76628818
"6450",-66.04,41.54,118,69,1.36,0.95499259
"6451",-66.04,41.54,144,69,5.35,0.76628818
"6452",-66.04,42.13,118,151,1.09,1.19038072
"6453",-66.0402,41.6655,144,69,1.62,0.80712785
"6454",-66.041,42.752,194,101,3.78,1.69869139
"6455",-66.0415,41.544,118,69,1.36,0.95499259
"6456",-66.0427,42.1338,118,151,1.09,1.19038072
"6457",-66.0433,41.538,112,69,1.05,0.95499259
"6458",-66.0447,41.987,48,84,1.39,0.65896948
"6459",-66.045,44.607,192,111,5.03,2.61602014
"6460",-66.0483,42.138,174,151,0.39,0.90358723
"6461",-66.05,45.139,192,38,1.55,3.6138425
"6462",-66.0547,41.5538,171,69,2.33,0.91754722
"6463",-66.0552,42.1418,111,151,0.57,1.12008044
"6464",-66.0623,41.9922,44,84,0.26,0.6823252
"6465",-66.075,42.63,190,127,0.47,0.90199887
"6466",-66.0755,41.554,138,69,0.28,1.0174015
"6467",-66.078,41.971,45,84,0.64,0.70151238
"6468",-66.079,49.772,159,261,0.374,1.92751941
"6469",-66.081,41.616,48,69,0.82,0.67608298
"6470",-66.082,42.718,188,127,0.37,1.60200206
"6471",-66.082,49.795,159,261,0.427,2.4266101
"6472",-66.084,44.585,192,111,3.48,3.59227763
"6473",-66.085,44.833,192,102,3.24,2.0188985
"6474",-66.09,41.8317,19,84,0.83,0.61489201
"6475",-66.09,41.84,118,84,1.32,1.03677827
"6476",-66.0917,41.845,173,84,0.37,1.2810461
"6477",-66.0918,41.8432,81,84,2.42,1.54881662
"6478",-66.0923,41.8305,171,84,1.86,1.29210644
"6479",-66.0947,41.8365,118,84,1.32,1.03677827
"6480",-66.0957,41.832,44,84,0.26,0.69726022
"6481",-66.0962,41.8327,144,84,1.9,0.94912635
"6482",-66.0963,41.8412,82,84,2.23,1.5238349
"6483",-66.0965,41.8338,112,84,1.79,1.05041615
"6484",-66.0977,41.9967,82,84,1.94,1.1167841
"6485",-66.0982,41.837,47,84,1.43,0.64462623
"6486",-66.0988,41.8447,138,84,0.41,1.10845589
"6487",-66.099,41.883,49,84,1.38,0.67608298
"6488",-66.1,41.84,82,84,2.23,1.5238349
"6489",-66.1,42,82,151,1.94,1.1167841
"6490",-66.1,49.799,159,261,0.406,2.4266101
"6491",-66.1,49.8,169,261,0.505,2.51188643
"6492",-66.1007,41.6673,171,69,1.81,1.16598946
"6493",-66.1011,41.8353,111,84,6.2,1.04157857
"6494",-66.1075,41.6718,43,69,0.3,0.77166534
"6495",-66.1082,41.966,82,84,2.91,1.38779089
"6496",-66.1085,41.6722,48,69,0.4,0.69201337
"6497",-66.11,41.668,111,69,6.58,1.06855984
"6498",-66.11,41.67,48,69,0.4,0.69201337
"6499",-66.11,41.68,118,69,1.14,1.08251902
"6500",-66.1118,41.677,118,69,1.14,1.08251902
"6501",-66.112,49.733,160,348,0.499,1.8841457
"6502",-66.112,49.752,160,261,0.4035,1.8841457
"6503",-66.113,45.081,193,38,1.12,2.60015956
"6504",-66.115,41.678,82,69,2.49,0.95093994
"6505",-66.116,42.614,195,127,5.97,0.97554928
"6506",-66.1167,41.672,19,69,0.8,0.6016002
"6507",-66.117,41.6893,47,69,0.88,0.70794376
"6508",-66.1178,41.6718,112,69,1.04,1.06390678
"6509",-66.118,45.066,192,38,4.16,2.53932575
"6510",-66.12,41.68,81,69,2.49,0.95499259
"6511",-66.12,49.76,159,261,0.502,1.92751941
