"","X","Y","medFPQ","region","meanTheta"
"1398",63,48,0.488071,0,1.590082
"1399",64,48,2.113409,NA,2.4166
"1400",65,48,1.578497,NA,-1.546951
"1401",66,48,0.235473,0,1.574656
"1402",67,48,1.042745,0,2.60243
"1403",68,48,1.042745,0,2.60243
"1404",69,48,0.853181,0,2.027545
"1405",70,48,0.548576,0,-1.745352
"1406",71,48,1.790879,NA,1.521772
"1407",72,48,0.932007,0,-1.94112
"1408",73,48,1.260818,0,0.409789
"1409",74,48,0.853322,0,1.42239
"1410",75,48,1.538911,NA,-1.488773
"1411",76,48,1.092318,0,-0.052367
"1412",77,48,3.641175,NA,1.364513
"1413",78,48,1.080343,0,1.214866
"1414",52,49,1.342601,NA,1.088792
"1415",53,49,1.824116,NA,1.100102
"1416",54,49,1.824116,NA,1.100102
"1417",55,49,1.153895,0,1.51894
"1418",56,49,1.088815,0,2.136719
"1419",57,49,0.458901,0,1.2185
"1420",58,49,0.982274,0,-1.00556
"1421",59,49,0.289449,0,3.063114
"1422",60,49,2.538292,NA,-0.956449
"1423",61,49,0.893642,0,0.258401
"1424",62,49,0.985507,0,-0.939794
"1425",63,49,1.183461,0,-0.008697
"1426",64,49,0.460488,0,-2.990253
"1427",65,49,1.729893,NA,1.293446
"1428",66,49,0.874319,0,-0.014986
"1429",67,49,2.078364,NA,-2.848959
"1430",68,49,2.078364,NA,-2.848959
"1431",69,49,0.105978,0,-1.39592
"1432",70,49,0.911694,0,-0.758526
"1433",71,49,0.395931,0,-1.97801
"1434",72,49,1.52177,NA,-0.429736
"1435",73,49,1.480317,NA,0.019807
"1436",74,49,0.444655,0,0.681578
"1437",75,49,0.863936,0,0.892097
"1438",76,49,0.470996,0,-0.508088
"1439",77,49,0.953952,0,2.194858
"1440",53,50,1.359312,NA,1.464243
"1441",54,50,1.359312,NA,1.464243
"1442",55,50,1.128065,0,1.496709
"1443",56,50,0.130836,0,1.700594
"1444",57,50,0.575152,0,2.659931
"1445",58,50,0.029444,0,-1.360775
"1446",59,50,1.95145,NA,0.721468
"1447",60,50,0.34753,0,1.760668
"1448",61,50,0.602035,0,-2.807413
"1449",62,50,1.348358,NA,-2.997696
"1450",63,50,0.58627,0,-2.38872
"1451",64,50,2.691488,NA,-2.564832
"1452",65,50,0.69354,0,2.140078
"1453",66,50,2.084144,NA,1.15649
"1454",67,50,0.474517,0,2.25118
"1455",68,50,0.474517,0,2.25118
"1456",69,50,1.864638,NA,3.095301
"1457",70,50,0.400666,0,-2.340447
"1458",71,50,1.23732,0,-1.754235
"1459",72,50,0.82525,0,0.038169
"1460",73,50,1.564289,NA,0.487177
"1461",74,50,2.305741,NA,0.797182
"1462",75,50,3.854645,NA,0.620427
"1463",76,50,2.226349,NA,0.787331
"1464",55,51,1.241416,0,2.044328
"1465",56,51,0.997244,0,-0.126401
"1466",57,51,0.392499,0,-3.038946
"1467",58,51,0.693902,0,2.547588
"1468",59,51,0.768865,0,1.361544
"1469",60,51,1.198967,0,-1.429317
"1470",61,51,1.119286,0,1.875628
"1471",62,51,0.099171,0,0.84971
"1472",63,51,0.114094,0,-2.302098
"1473",64,51,0.838812,0,2.449351
"1474",65,51,0.61615,0,1.173132
"1475",66,51,1.349905,NA,2.482479
"1476",67,51,3.102037,NA,2.961089
"1477",68,51,3.102037,NA,2.961089
"1478",69,51,0.636928,0,1.844284
"1479",70,51,0.882965,0,1.604229
"1480",71,51,0.84047,0,-0.037802
"1481",72,51,2.959848,NA,0.947535
"1482",73,51,1.30602,NA,2.031779
"1483",74,51,0.804145,0,0.764873
"1484",75,51,1.576959,NA,1.009628
"1485",55,52,1.241416,0,2.044328
"1486",56,52,0.997244,0,-0.126401
"1487",57,52,0.392499,0,-3.038946
"1488",58,52,0.693902,0,2.547588
"1489",59,52,0.768865,0,1.361544
"1490",60,52,1.198967,0,-1.429317
"1491",61,52,1.119286,0,1.875628
"1492",62,52,0.099171,0,0.84971
"1493",63,52,0.114094,0,-2.302098
"1494",64,52,0.838812,0,2.449351
"1495",65,52,0.61615,0,1.173132
"1496",66,52,1.349905,NA,2.482479
"1497",67,52,3.102037,NA,2.961089
"1498",68,52,3.102037,NA,2.961089
"1499",69,52,0.636928,0,1.844284
"1500",70,52,0.882965,0,1.604229
"1501",71,52,0.84047,0,-0.037802
"1502",72,52,1.726337,NA,1.254009
"1503",73,52,4.399182,NA,0.82747
"1504",55,53,1.661762,NA,1.893983
"1505",56,53,0.592129,0,1.316124
"1506",57,53,0.992426,0,1.437139
"1507",58,53,0.235198,0,1.895657
"1508",59,53,1.30944,NA,-1.860473
"1509",60,53,0.8365,0,-3.09462
"1510",61,53,0.65495,0,-2.749557
"1511",62,53,0.588804,0,-2.547452
"1512",63,53,0.909069,0,1.421351
"1513",64,53,1.336261,NA,3.066458
"1514",65,53,1.247736,0,2.539524
"1515",66,53,1.569944,NA,2.444311
"1516",67,53,0.271747,0,-2.568138
"1517",68,53,0.271747,0,-2.568138
"1518",69,53,1.238638,0,2.841329
"1519",70,53,0.504147,0,-2.464965
"1520",71,53,1.437152,NA,-2.177151
"1521",72,53,1.726337,NA,1.254009
"1522",73,53,4.399182,NA,0.82747
"1523",56,54,2.288075,NA,2.239481
"1524",57,54,2.856696,NA,1.824784
"1525",58,54,1.044405,0,2.229281
"1526",59,54,0.849679,0,0.974547
"1527",60,54,1.185649,0,-2.52493
"1528",61,54,4.324835,NA,-2.84287
"1529",62,54,2.008225,NA,-2.581315
"1530",63,54,0.780748,0,-2.256021
"1531",64,54,2.316184,NA,0.498936
"1532",65,54,1.782583,NA,0.889688
"1533",66,54,0.118585,0,-2.296413
"1534",67,54,2.633018,NA,-2.009879
"1535",68,54,2.633018,NA,-2.009879
"1536",69,54,0.822585,0,-1.097213
"1537",70,54,1.21396,0,1.986575
"1538",71,54,1.97672,NA,1.081756
"1539",72,54,0.528899,0,1.474739
"1540",73,54,0.531102,0,2.571246
"1541",58,55,0.831974,0,2.256804
"1542",59,55,0.338861,0,1.820057
"1543",60,55,1.812598,NA,2.971563
"1544",61,55,1.299086,0,1.337064
"1545",62,55,1.177111,0,-2.627064
"1546",63,55,0.45505,0,0.677434
"1547",64,55,1.300755,NA,1.113063
"1548",65,55,2.309795,NA,3.060698
"1549",66,55,0.381528,0,-0.936703
"1550",67,55,0.441169,0,1.884597
"1551",68,55,0.441169,0,1.884597
"1552",69,55,1.210724,0,2.093157
"1553",70,55,0.802884,0,-2.938357
"1554",71,55,1.132994,0,2.587498
"1555",72,55,1.039705,0,2.537778
"1556",61,56,1.904968,NA,2.160092
"1557",62,56,1.460572,NA,1.037729
"1558",63,56,1.123521,0,2.626141
"1559",64,56,0.843222,0,-2.843685
"1560",65,56,0.480425,0,2.672734
"1561",66,56,1.578025,NA,3.089676
"1562",67,56,0.970267,0,1.982581
"1563",68,56,0.970267,0,1.982581
"1564",69,56,1.74954,NA,2.55004
"1565",63,57,1.213645,0,3.125008
"1566",65,57,0.985011,0,1.638692
"1567",66,57,1.843714,NA,2.238707
